"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"1930","Ikbip","172","205","176","191"
"1931","Slc25a3","3392","3764","2857","4526"
"1932","Tmpo","2447","2517","1641","3086"
"1933","Mir135a-2","0","0","0","0"
"1934","Rmst","0","0","0","0"
"1935","Mir1251","0","0","0","0"
"1936","Nedd1","295","407","263","602"
"1937","Cdk17","542","639","334","796"
"1938","Mir1931","0","0","0","0"
"1939","Elk3","1250","1505","1020","1901"
"1940","LOC432488","0","1","0","0"
"1941","Lta4h","742","911","555","1092"
"1942","Hal","0","6","6","0"
"1943","Amdhd1","3","0","17","0"
"1944","Ccdc38","183","215","118","205"
"1945","Snrpf","338","432","243","423"
"1946","Ntn4","88","33","77","52"
"1947","Gm8580","9","9","7","14"
"1948","LOC100504069","0","0","0","0"
"1949","Usp44","0","1","1","0"
"1950","Metap2","1211","1477","1000","1731"
"1951","Mir331","0","0","0","0"
"1952","Vezt","151","213","160","239"
"1953","Fgd6","80","69","14","80"
"1954","Nr2c1","238","359","298","536"
"1955","Ndufa12","324","292","325","272"
"1956","Gm4792","0","0","0","0"
"1957","Tmcc3","2612","2851","2317","4487"
"1958","4932415G12Rik","124","106","68","145"
"1959","Ccdc41","289","482","238","359"
"1960","Plxnc1","1891","2145","1157","2806"
"1961","Cradd","174","113","52","198"
"1962","Socs2","38","31","23","34"
"1963","Mrpl42","357","350","271","403"
"1964","Ube2n","1245","1470","937","1980"
"1965","Nudt4","866","1008","766","1200"
"1966","Mir3058","4","3","0","0"
"1967","Eea1","801","1185","860","1618"
"1968","Btg1","4243","4314","2904","5894"
"1969","Dcn","9","6","0","9"
"1970","Lum","0","4","0","0"
"1971","Kera","0","0","0","0"
"1972","Epyc","0","0","0","0"
"1973","Gm10754","0","0","0","0"
"1974","4921510H08Rik","0","0","0","0"
"1975","Atp2b1","5700","7057","4949","9244"
"1976","Poc1b","374","595","381","814"
"1977","Galnt4","889","1201","963","2043"
"1978","Dusp6","3553","4321","3297","6728"
"1979","LOC100504202","0","3","0","0"
"1980","LOC100417125","0","0","0","0"
"1981","Csl","4","2","0","13"
"1982","Kitl","145","124","155","435"
"1983","Gm4312","0","0","0","0"
"1984","Gm4301","0","0","0","0"
"1985","Gm4303","0","0","0","0"
"1986","Gm4305","0","0","0","0"
"1987","Gm4307","0","0","0","0"
"1988","Gm4302","0","0","0","0"
"1989","Gm4303","0","0","0","0"
"1990","Gm4305","0","0","0","0"
"1991","Gm4307","0","0","0","0"
"1992","Gm4312","0","0","0","0"
"1993","Gm4301","0","0","0","0"
"1994","Gm4312","0","0","0","0"
"1995","Gm4301","0","0","0","0"
"1996","Tmtc3","435","496","273","788"
"1997","Cep290","254","222","111","273"
"1998","4930430F08Rik","108","98","59","112"
"1999","1700017N19Rik","0","0","0","0"
"2000","Mgat4c","0","0","0","0"
"2001","Mir3059","0","0","0","0"
"2002","Nts","0","0","0","0"
"2003","Rassf9","0","0","0","0"
"2004","Alx1","0","0","0","0"
"2005","Lrriq1","0","0","0","0"
"2006","Slc6a15","5","6","14","0"
"2007","Gm4340","0","0","0","0"
"2008","Tmtc2","7","28","32","33"
"2009","9330159K06","2","8","0","6"
"2010","BC067068","46","133","92","232"
"2011","Ccdc59","364","265","255","442"
"2012","Ppfia2","3","0","0","7"
"2013","Acss3","16","3","11","10"
"2014","Lin7a","0","1","3","16"
"2015","Myf5","0","0","0","0"
"2016","Myf6","0","0","0","0"
"2017","Ptprq","0","0","0","0"
"2018","Otogl","0","0","0","0"
"2019","Ppp1r12a","1912","2155","1413","3244"
"2020","Pawr","55","11","13","0"
"2021","Syt1","0","0","0","0"
"2022","Gm5136","0","0","0","0"
"2023","Nav3","12","7","22","25"
"2024","9230102K24Rik","0","0","0","0"
"2025","E2f7","58","36","37","31"
"2026","Csrp2","117","94","131","81"
"2027","Zdhhc17","617","623","531","1184"
"2028","Osbpl8","1530","1590","1053","1863"
"2029","Bbs10","18","41","63","62"
"2030","Nap1l1","4632","5528","3528","6676"
"2031","Gm5176","1","10","10","13"
"2032","Phlda1","219","179","217","286"
"2033","Krr1","2274","2600","1697","3641"
"2034","Glipr1","2523","3246","2212","4385"
"2035","Glipr1l1","0","0","0","0"
"2036","Glipr1l2","0","0","0","0"
"2037","Caps2","0","0","0","1"
"2038","Kcnc2","10","1","1","0"
"2039","Atxn7l3b","1335","1641","1085","2481"
"2040","Trhde","0","0","0","0"
"2041","Tph2","0","0","0","0"
"2042","Tbc1d15","776","828","556","1150"
"2043","Rab21","673","820","704","1131"
"2044","Tmem19","631","787","659","949"
"2045","Thap2","162","206","153","250"
"2046","Zfc3h1","1993","1836","1262","2810"
"2047","Lgr5","15","7","6","2"
"2048","Tspan8","29","12","7","25"
"2049","Ptprr","0","0","2","0"
"2050","4933416C03Rik","0","0","0","0"
"2051","Ptprb","21","15","8","25"
"2052","Kcnmb4","0","0","0","0"
"2053","1700058G18Rik","0","0","0","0"
"2054","Cnot2","1026","1369","902","1874"
"2055","Gm239","0","2","0","0"
"2056","Rab3ip","319","224","304","266"
"2057","4933412E12Rik","139","117","91","159"
"2058","D630029K05Rik","94","43","101","56"
"2059","Best3","1","7","0","0"
"2060","Lrrc10","0","0","0","4"
"2061","Cct2","2235","2468","1810","3139"
"2062","Frs2","851","839","553","1204"
"2063","Yeats4","409","455","381","767"
"2064","9530003J23Rik","0","0","0","0"
"2065","Lyz2","18587","23270","15360","29521"
"2066","Lyz1","1999","2625","1854","3391"
"2067","Cpsf6","1456","1638","1091","2473"
"2068","Cpm","30","20","17","35"
"2069","Mdm2","1369","1412","894","1772"
"2070","Slc35e3","399","370","331","506"
"2071","Nup107","366","482","371","717"
"2072","Rap1b","5936","7304","4497","9061"
"2073","Mdm1","185","193","92","205"
"2074","Il22","0","0","0","0"
"2075","Iltifb","0","0","0","0"
"2076","Ifng","10","0","0","0"
"2077","Dyrk2","1172","1364","1113","2272"
"2078","Cand1","1287","1411","1126","2437"
"2079","Grip1","0","6","0","0"
"2080","Helb","735","700","515","1060"
"2081","Irak3","464","395","369","603"
"2082","Tmbim4","808","864","824","1022"
"2083","Llph","803","834","567","882"
"2084","Hmga2","33","62","60","102"
"2085","Mir763","0","0","0","0"
"2086","4921513I03Rik","0","2","0","4"
"2087","Msrb3","0","1","14","2"
"2088","LOC100504616","6","19","8","5"
"2089","Lemd3","644","835","627","1341"
"2090","Wif1","9","0","0","0"
"2091","Tbc1d30","17","65","57","160"
"2092","Gns","10681","13001","9353","18931"
"2093","Rassf3","1503","1815","1206","2242"
"2094","Tbk1","1602","1647","1451","2502"
"2095","Xpot","929","1141","932","1772"
"2096","D930020B18Rik","0","0","0","0"
"2097","BC048403","125","205","203","402"
"2098","Srgap1","0","7","0","0"
"2099","Gm9079","0","8","5","16"
"2100","Tmem5","223","366","256","488"
"2101","Gm4489","0","0","0","0"
"2102","Avpr1a","0","7","0","103"
"2103","Ppm1h","1998","2505","1736","3269"
"2104","Mirlet7i","0","4","4","0"
"2105","Mon2","1724","1945","1874","3137"
"2106","Usp15","912","1215","806","1541"
"2107","Fam19a2","0","0","0","12"
"2108","4930503E24Rik","0","0","0","0"
"2109","Slc16a7","467","526","490","787"
"2110","Lrig3","112","87","53","104"
"2111","Xrcc6bp1","67","68","76","136"
"2112","Ctdsp2","5151","6594","4662","9664"
"2113","Mir26a-2","0","0","0","0"
"2114","Mir546","166","171","107","230"
"2115","Avil","28","28","8","50"
"2116","Tsfm","136","220","82","300"
"2117","LOC100504608","0","0","0","0"
"2118","Mettl1","165","105","96","151"
"2119","Cyp27b1","0","3","0","0"
"2120","9-Mar","49","23","37","24"
"2121","Cdk4","873","1138","685","1515"
"2122","Tspan31","1418","1660","1325","2337"
"2123","Agap2","1056","1394","711","1873"
"2124","Os9","4486","4948","3687","6780"
"2125","B4galnt1","2708","3159","1817","3605"
"2126","Slc26a10","24","31","29","10"
"2127","Arhgef25","1","7","8","15"
"2128","Dtx3","920","1101","1112","1974"
"2129","Pip4k2c","1006","1146","892","1452"
"2130","Kif5a","17","21","19","14"
"2131","Dctn2","1393","1748","1236","2324"
"2132","Mbd6","2304","2912","2159","3806"
"2133","Ddit3","267","324","293","424"
"2134","Mars","571","642","610","833"
"2135","Arhgap9","2768","3435","2475","4780"
"2136","Gli1","33","52","11","92"
"2137","Inhbe","0","2","0","13"
"2138","Inhbc","0","0","0","0"
"2139","R3hdm2","2076","2561","1925","3732"
"2140","Stac3","46","47","58","38"
"2141","Ndufa4l2","7","7","0","2"
"2142","Shmt2","912","786","736","965"
"2143","Nxph4","0","0","0","0"
"2144","Lrp1","8921","11078","7314","12919"
"2145","Stat6","4231","5170","3445","7409"
"2146","Nab2","1194","1512","1215","1824"
"2147","Tmem194","476","743","427","953"
"2148","Myo1a","0","3","10","6"
"2149","Tac2","0","0","0","0"
"2150","Zbtb39","363","483","380","698"
"2151","Gpr182","12","11","3","25"
"2152","Rdh1","65","71","63","107"
"2153","Rdh9","34","32","14","15"
"2154","Rdh16","229","78","260","51"
"2155","Rdh18-ps","56","85","22","95"
"2156","Rdh19","6","1","1","0"
"2157","BC089597","637","164","776","143"
"2158","Rdh7","0","2","0","0"
"2159","Sdr9c7","0","0","1","0"
"2160","Hsd17b6","0","0","0","0"
"2161","Prim1","132","172","120","266"
"2162","Naca","2907","3771","2136","4378"
"2163","Ptges3","1188","1261","887","1384"
"2164","Atp5b","8145","7857","6658","9025"
"2165","Mir677","6","0","5","0"
"2166","Baz2a","4208","5154","3714","7066"
"2167","Rbms2","559","636","519","1004"
"2168","Gls2","15","5","2","6"
"2169","Spryd4","98","99","70","133"
"2170","Mip","2","0","0","4"
"2171","Timeless","276","410","255","543"
"2172","Apon","0","0","0","0"
"2173","Apof","7","6","11","8"
"2174","Stat2","3664","3894","3130","5443"
"2175","Il23a","0","0","0","0"
"2176","Pan2","1026","1264","979","1963"
"2177","Cnpy2","488","486","464","605"
"2178","Cs","1836","2077","1469","2420"
"2179","Coq10a","207","196","117","252"
"2180","Ankrd52","2046","2273","1517","2709"
"2181","Slc39a5","83","70","88","8"
"2182","Obfc2b","419","586","478","623"
"2183","Rnf41","697","971","720","1268"
"2184","Smarcc2","3306","4141","2842","5861"
"2185","Myl6","3384","3942","2967","4749"
"2186","Myl6b","10","18","1","35"
"2187","Esyt1","4234","4895","3335","6424"
"2188","Zc3h10","412","455","243","738"
"2189","Rpl41","6299","7086","5199","8440"
"2190","Pa2g4","1350","1581","956","1899"
"2191","Erbb3","113","173","166","238"
"2192","Rps26","2583","3168","1734","3355"
"2193","Ikzf4","0","2","8","8"
"2194","Suox","185","145","216","125"
"2195","Rab5b","1733","2054","1493","3070"
"2196","Cdk2","652","611","242","793"
"2197","Pmel","12","28","27","26"
"2198","Dgka","519","556","383","676"
"2199","Wibg","263","286","197","405"
"2200","Mmp19","73","98","93","122"
"2201","1110012D08Rik","205","294","227","423"
"2202","Dnajc14","1429","1869","1506","2426"
"2203","Ormdl2","440","611","487","725"
"2204","Sarnp","403","401","236","571"
"2205","Gdf11","0","5","12","9"
"2206","Cd63","2412","1967","2714","2759"
"2207","Rdh5","92","63","111","168"
"2208","Bloc1s1","399","383","315","576"
"2209","Itga7","14","1","12","0"
"2210","Mettl7b","240","82","274","41"
"2211","Olfr9","0","0","0","0"
"2212","Olfr763","0","0","0","0"
"2213","Olfr765","0","0","0","0"
"2214","Olfr767","0","0","0","0"
"2215","Olfr768","0","0","0","0"
"2216","Olfr769","0","5","0","0"
"2217","Olfr770","0","0","0","0"
"2218","Olfr771","0","0","0","6"
"2219","Olfr772","0","0","0","0"
"2220","Olfr773","0","0","0","0"
"2221","Olfr774","0","0","0","0"
"2222","Olfr775","0","0","0","0"
"2223","Olfr776","0","0","0","0"
"2224","Olfr777","0","0","0","0"
"2225","Olfr780","0","0","0","0"
"2226","Olfr781","0","0","0","0"
"2227","Olfr782","0","0","0","0"
"2228","Olfr784","0","0","0","0"
"2229","Olfr786","0","0","0","0"
"2230","Olfr787","0","0","0","0"
"2231","Olfr788","0","0","0","0"
"2232","Olfr790","0","0","0","0"
"2233","Olfr791","0","0","0","0"
"2234","Olfr792","0","0","0","0"
"2235","Olfr794","0","0","0","0"
"2236","Olfr796","0","0","0","0"
"2237","Olfr798","0","0","0","0"
"2238","Olfr799","0","0","0","0"
"2239","Olfr800","0","0","0","0"
"2240","Mir684-1","0","0","0","0"
"2241","Olfr801","0","0","0","0"
"2242","Olfr802","0","0","0","0"
"2243","Olfr803","0","0","0","0"
"2244","Olfr804","0","0","0","0"
"2245","Olfr805","0","0","0","0"
"2246","Olfr806","0","0","0","0"
"2247","Olfr807","0","0","0","0"
"2248","Olfr808","0","0","0","0"
"2249","Olfr809","0","0","0","0"
"2250","Olfr810","0","0","0","0"
"2251","Olfr811","0","0","0","0"
"2252","Olfr812","0","0","0","0"
"2253","Olfr813","0","0","0","0"
"2254","Olfr814","0","0","0","0"
"2255","Olfr815","0","0","0","0"
"2256","Olfr816","0","0","0","0"
"2257","Olfr818","0","0","0","0"
"2258","Olfr819","0","0","0","0"
"2259","Olfr247","0","0","0","0"
"2260","Olfr247","0","0","0","0"
"2261","Olfr820","0","0","0","0"
"2262","Olfr821","0","0","0","0"
"2263","Olfr822","0","0","0","0"
"2264","Olfr823","0","0","0","0"
"2265","Olfr824","0","0","0","0"
"2266","Olfr825","0","0","0","0"
"2267","Olfr826","0","0","0","0"
"2268","Olfr827","0","0","0","0"
"2269","Neurod4","0","0","0","12"
"2270","5830405N20Rik","74","75","37","88"
"2271","Vmn2r84","0","4","1","0"
"2272","Vmn2r85","0","0","0","0"
"2273","Vmn2r86","0","0","0","0"
"2274","Vmn2r87","0","0","0","0"
"2275","Pisd-ps1","4086","4526","3528","6393"
"2276","Pisd-ps3","4086","4526","3528","6393"
"2277","Sfi1","1047","1354","971","1637"
"2278","Eif4enif1","837","1078","714","1483"
"2279","Drg1","516","713","516","1038"
"2280","Patz1","587","739","478","1129"
"2281","Pik3ip1","275","244","210","387"
"2282","Limk2","585","672","557","939"
"2283","Rnf185","280","385","293","554"
"2284","8430429K09Rik","5","23","7","2"
"2285","Pla2g3","9","0","0","2"
"2286","Inpp5j","128","72","52","46"
"2287","Selm","233","229","275","434"
"2288","Smtn","215","249","171","96"
"2289","Tug1","1755","2260","1604","3285"
"2290","Morc2a","1247","1330","941","2104"
"2291","Osbp2","0","6","13","0"
"2292","4921536K21Rik","7","4","0","0"
"2293","Dusp18","17","34","24","25"
"2294","Slc35e4","276","244","215","449"
"2295","Tcn2","2815","2268","2836","2150"
"2296","Pes1","1155","1519","974","1673"
"2297","Gal3st1","0","18","5","0"
"2298","Sec14l4","0","2","0","0"
"2299","Sec14l3","0","5","0","2"
"2300","Mtfp1","13","39","46","99"
"2301","Sec14l2","5","30","39","44"
"2302","Rnf215","459","635","370","823"
"2303","Mir3060","0","3","0","0"
"2304","Ccdc157","160","188","154","202"
"2305","Sf3a1","1421","1779","1214","2211"
"2306","Tbc1d10a","486","494","537","782"
"2307","Gatsl3","112","109","81","72"
"2308","Osm","123","176","155","283"
"2309","Lif","0","13","0","0"
"2310","Hormad2","0","0","0","0"
"2311","Mtmr3","2265","2658","2077","3817"
"2312","Gm11961","0","1","0","0"
"2313","Ascc2","1004","986","549","1205"
"2314","Uqcr10","378","499","362","442"
"2315","Zmat5","271","246","127","385"
"2316","Cabp7","0","0","0","0"
"2317","Nf2","1744","1891","1377","2871"
"2318","Nipsnap1","333","248","293","197"
"2319","Thoc5","431","512","372","670"
"2320","Nefh","0","0","0","0"
"2321","Ap1b1","1924","2327","1645","3232"
"2322","Gas2l1","249","268","332","578"
"2323","Rasl10a","0","0","9","11"
"2324","Ewsr1","3675","4497","3189","5830"
"2325","Rhbdd3","195","164","111","200"
"2326","Emid1","0","13","4","0"
"2327","Kremen1","612","651","592","907"
"2328","Znrf3","221","233","120","255"
"2329","Xbp1","1859","2177","1701","3181"
"2330","Ccdc117","736","956","772","1330"
"2331","Ankrd36","0","0","0","0"
"2332","Mrps24","337","340","279","434"
"2333","Urgcp","530","603","460","743"
"2334","2210015D19Rik","55","68","69","103"
"2335","Dbnl","2126","2542","1769","3153"
"2336","Pgam2","52","45","107","124"
"2337","Polm","364","342","258","651"
"2338","Aebp1","98","54","63","46"
"2339","Pold2","340","348","217","437"
"2340","Myl7","0","0","0","0"
"2341","Gck","0","3","0","0"
"2342","Ykt6","874","1059","839","1407"
"2343","Camk2b","271","229","255","497"
"2344","Nudcd3","844","1358","910","1825"
"2345","Gm11968","28","13","11","30"
"2346","Npc1l1","11","13","0","10"
"2347","Ddx56","486","516","389","828"
"2348","Tmed4","825","832","782","1401"
"2349","Ogdh","3213","3008","2334","4149"
"2350","Zmiz2","5666","6897","4674","8333"
"2351","Ppia","5710","7079","4297","7961"
"2352","H2afv","321","404","300","448"
"2353","Purb","436","447","394","692"
"2354","Myo1g","3634","4530","2725","4853"
"2355","Ccm2","899","1233","916","1835"
"2356","Nacad","34","55","33","91"
"2357","Tbrg4","618","744","656","1110"
"2358","Snora5c","2","3","0","11"
"2359","Wap","0","0","0","0"
"2360","Gm11978","0","0","0","0"
"2361","Ramp3","4","4","0","8"
"2362","Adcy1","5","5","0","0"
"2363","Igfbp1","51","14","81","1"
"2364","Igfbp3","54","51","11","34"
"2365","Tns3","3967","4901","3344","6919"
"2366","Hus1","318","241","205","355"
"2367","Sun3","10","0","5","0"
"2368","Gm11992","94","15","7","0"
"2369","Upp1","0","1","14","0"
"2370","Abca13","361","83","255","39"
"2371","Vwc2","0","0","7","0"
"2372","Zpbp","8","31","6","15"
"2373","4930415F15Rik","0","0","0","5"
"2374","Ikzf1","3509","4646","3070","5803"
"2375","Fignl1","118","137","87","179"
"2376","Ddc","228","96","168","30"
"2377","Grb10","46","21","9","63"
"2378","Cobl","34","30","35","23"
"2379","Pom121l12","0","0","0","0"
"2380","Vstm2a","6","1","6","16"
"2381","Sec61g","386","379","206","398"
"2382","Egfr","67","34","100","9"
"2383","2810442I21Rik","3","11","2","7"
"2384","Fbxo48","35","33","36","87"
"2385","Plek","6133","7765","4961","10365"
"2386","Cnrip1","49","58","114","189"
"2387","Ppp3r1","1352","1900","1176","2610"
"2388","Pno1","202","295","187","340"
"2389","Wdr92","495","544","334","794"
"2390","C1d","319","447","249","486"
"2391","Etaa1","355","382","233","550"
"2392","Meis1","56","48","43","122"
"2393","Spred2","486","608","516","1002"
"2394","Actr2","8962","11132","6319","14650"
"2395","Rab1","1705","1885","1471","2579"
"2396","Cep68","926","1173","944","1757"
"2397","Slc1a4","56","73","27","46"
"2398","Gm12034","3","0","0","0"
"2399","Sertad2","972","1193","807","1615"
"2400","Aftph","1781","2200","1658","3038"
"2401","1110067D22Rik","40","18","62","41"
"2402","Peli1","1392","1756","1286","2449"
"2403","Vps54","1277","1364","882","1992"
"2404","Ugp2","628","712","453","945"
"2405","Mir1933","0","0","0","0"
"2406","4932414J04Rik","0","1","0","0"
"2407","Mdh1","2091","2372","2292","2322"
"2408","Wdpcp","76","66","63","99"
"2409","Otx1","1","2","3","2"
"2410","Ehbp1","130","217","94","248"
"2411","Tmem17","23","31","28","36"
"2412","B3gnt2","518","634","419","936"
"2413","Commd1","334","298","263","362"
"2414","Zrsr1","181","248","246","366"
"2415","Cct4","2154","2347","1636","3153"
"2416","Fam161a","112","83","60","137"
"2417","Xpo1","1732","2330","1524","3050"
"2418","Usp34","2602","2771","1805","3985"
"2419","Ahsa2","709","602","558","989"
"2420","1700093K21Rik","0","0","14","0"
"2421","LOC100134990","0","5","0","8"
"2422","0610010F05Rik","244","382","277","441"
"2423","Pex13","312","370","328","491"
"2424","Pus10","326","427","264","642"
"2425","Rel","921","1315","796","1710"
"2426","Papolg","407","435","280","510"
"2427","Bcl11a","106","159","110","140"
"2428","Gm10466","0","0","0","0"
"2429","5730522E02Rik","0","0","0","0"
"2430","Fancl","250","305","247","464"
"2431","Vrk2","599","786","578","1290"
"2432","Gm12070","6","5","6","8"
"2433","Ccdc85a","2","5","8","32"
"2434","Mir216b","0","0","0","0"
"2435","Mir216a","0","0","0","0"
"2436","Mir217","0","0","0","0"
"2437","Efemp1","0","7","5","0"
"2438","Pnpt1","487","595","425","715"
"2439","Smek2","1942","2276","1529","2742"
"2440","Ccdc104","211","170","148","244"
"2441","Ccdc88a","1944","2306","1266","2826"
"2442","Prorsd1","249","241","158","371"
"2443","Mtif2","669","633","452","757"
"2444","Rps27a","6066","7387","4488","8520"
"2445","1700034F02Rik","0","8","0","10"
"2446","Rtn4","9782","12513","10705","20803"
"2447","Eml6","546","526","694","1045"
"2448","4931440F15Rik","16","24","36","75"
"2449","Spnb2","2608","2479","1947","2896"
"2450","4930505A04Rik","0","3","0","0"
"2451","Acyp2","31","18","17","43"
"2452","Psme4","1893","2056","1586","2698"
"2453","Gpr75","0","0","0","9"
"2454","Erlec1","379","516","292","736"
"2455","Asb3","183","240","161","310"
"2456","Chac2","65","37","58","59"
"2457","Stc2","0","2","0","8"
"2458","Bod1","254","223","243","326"
"2459","Cpeb4","311","426","338","574"
"2460","4930524B15Rik","0","0","0","0"
"2461","Nsg2","0","6","0","0"
"2462","Il9r","0","1","0","0"
"2463","Snrnp25","93","162","57","96"
"2464","Rhbdf1","465","521","661","1012"
"2465","Mpg","227","256","230","336"
"2466","Nprl3","296","317","178","357"
"2467","Hba-x","0","0","0","0"
"2468","Hba-a1","0","0","0","0"
"2469","Hba-a2","0","0","0","0"
"2470","Hbq1b","0","0","0","0"
"2471","Hba-a1","0","0","0","0"
"2472","Hba-a2","0","0","0","0"
"2473","Hbq1a","0","0","0","1"
"2474","Sh3pxd2b","4071","4691","3756","7460"
"2475","Ubtd2","113","98","136","170"
"2476","Efcab9","6","1","0","5"
"2477","Stk10","4427","5777","3551","7417"
"2478","Fbxw11","1867","2376","1738","3906"
"2479","1700008A04Rik","0","0","0","4"
"2480","Fgf18","0","4","0","0"
"2481","Npm1","3445","4314","2336","4620"
"2482","Tlx3","0","0","0","0"
"2483","Ranbp17","0","5","0","0"
"2484","Gabrp","0","0","7","0"
"2485","Kcnip1","0","4","0","0"
"2486","Kcnmb1","8","10","8","7"
"2487","Lcp2","2967","3491","2275","4272"
"2488","Foxi1","0","54","0","99"
"2489","Dock2","6227","7543","4495","9517"
"2490","Fam196b","161","231","149","233"
"2491","Ccdc99","95","69","40","81"
"2492","Slit3","2","4","3","0"
"2493","Mir218-2","0","4","0","0"
"2494","Pank3","1174","1362","868","1844"
"2495","Mir103-1","0","0","0","0"
"2496","Fbll1","0","0","0","0"
"2497","Rars","526","721","576","1001"
"2498","Wwc1","283","124","296","199"
"2499","Odz2","0","8","0","0"
"2500","Mat2b","814","974","724","1306"
"2501","Hmmr","186","255","182","208"
"2502","Nudcd2","224","217","203","154"
"2503","Ccng1","1228","1157","1070","1615"
"2504","Gabrg2","0","0","0","0"
"2505","Gabra1","1","1","0","0"
"2506","Gabra6","0","0","0","0"
"2507","Gabrb2","0","0","0","0"
"2508","Atp10b","2","3","0","2"
"2509","Mir146","0","0","0","0"
"2510","Pttg1","263","368","233","522"
"2511","Slu7","919","1037","979","1661"
"2512","C1qtnf2","0","0","0","0"
"2513","Ccnjl","0","0","0","0"
"2514","Fabp6","0","0","0","0"
"2515","Pwwp2a","656","764","684","1236"
"2516","Ttc1","255","478","341","461"
"2517","Adra1b","0","5","4","1"
"2518","Il12b","51","179","0","325"
"2519","Ublcp1","248","283","125","399"
"2520","Rnf145","2599","2916","2256","4500"
"2521","Ebf1","0","0","0","0"
"2522","Clint1","3231","3533","2387","4740"
"2523","Lsm11","312","364","236","457"
"2524","Thg1l","101","111","68","142"
"2525","Sox30","0","6","0","9"
"2526","Gm12166","0","0","0","0"
"2527","Adam19","3284","3821","2701","5069"
"2528","Nipal4","3","5","3","12"
"2529","Cyfip2","2129","2665","1383","2483"
"2530","C030019I05Rik","0","41","25","30"
"2531","Itk","7","3","0","3"
"2532","Fam71b","0","0","0","0"
"2533","Med7","390","400","196","707"
"2534","Havcr2","2116","2489","1475","2993"
"2535","Gm12169","0","0","0","0"
"2536","Gm12171","0","0","0","0"
"2537","BC053393","3","4","24","3"
"2538","Dppa1","0","0","0","0"
"2539","Gm4926","0","0","0","0"
"2540","Timd2","5","0","0","0"
"2541","Havcr1","22","0","0","18"
"2542","Timd4","0","1","2","3"
"2543","Sgcd","0","4","0","0"
"2544","Gnb2l1","10954","14423","9045","17296"
"2545","Snord96a","15","28","14","42"
"2546","Snord95","0","3","10","5"
"2547","Trim41","1409","1841","1306","2427"
"2548","Trim7","160","167","169","191"
"2549","Irgm1","1651","2033","1266","2517"
"2550","Gm5431","372","426","314","650"
"2551","Gm12185","236","201","163","304"
"2552","9930111J21Rik1","2868","3130","2140","4670"
"2553","9930111J21Rik2","70","74","50","79"
"2554","Tgtp1","11","21","4","17"
"2555","Tgtp2","11","21","4","17"
"2556","9930111J21Rik2","11","2","3","18"
"2557","Olfr56","126","127","40","120"
"2558","Tgtp2","146","231","172","320"
"2559","Ifi47","1053","1011","769","1659"
"2560","Olfr1396","0","1","0","0"
"2561","Olfr1395","0","0","0","0"
"2562","Olfr1394","0","0","0","0"
"2563","Btnl9","0","1","0","0"
"2564","Zfp62","1002","1258","840","1519"
"2565","Mgat1","2672","3191","2356","4483"
"2566","Olfr1393","0","2","0","0"
"2567","Olfr1392","4","0","0","0"
"2568","Olfr10","0","0","0","0"
"2569","Olfr1391","0","0","0","0"
"2570","Olfr1390","0","0","0","0"
"2571","Olfr1389","0","0","0","0"
"2572","Olfr1388","0","0","0","0"
"2573","Olfr1387","0","0","0","0"
"2574","Olfr1386","0","2","0","0"
"2575","Olfr1385","0","0","0","0"
"2576","Olfr1384","0","0","0","0"
"2577","Olfr1383","0","0","0","0"
"2578","Olfr1382","0","0","0","0"
"2579","Olfr1381","0","0","0","0"
"2580","Olfr1380","0","0","0","0"
"2581","Flt4","13","24","15","46"
"2582","Scgb3a1","0","2","0","0"
"2583","Cnot6","926","991","623","1385"
"2584","Gfpt2","5","0","0","13"
"2585","Mapk9","979","1014","701","1499"
"2586","Rasgef1c","0","2","0","0"
"2587","Rnf130","2373","3349","2356","4731"
"2588","Mir340","0","0","0","0"
"2589","Tbc1d9b","2455","3095","2392","4183"
"2590","3010026O09Rik","80","96","71","121"
"2591","Sqstm1","4780","5288","4140","6922"
"2592","Mgat4b","1306","1542","1259","2059"
"2593","Ltc4s","64","25","27","40"
"2594","Maml1","1014","1308","963","1960"
"2595","Canx","6200","7152","5007","9828"
"2596","Mir804","0","0","0","0"
"2597","Hnrnph1","5119","5631","4462","8568"
"2598","Rufy1","657","899","640","1266"
"2599","Adamts2","3","0","0","7"
"2600","Zfp354c","20","16","51","24"
"2601","Zfp879","10","0","0","0"
"2602","Grm6","0","4","0","0"
"2603","Zfp454","1","0","0","0"
"2604","Zfp2","4","10","19","27"
"2605","Zfp354b","0","0","2","0"
"2606","Prop1","0","0","0","0"
"2607","Olfr1378","0","0","0","0"
"2608","Olfr1377","0","0","0","0"
"2609","Olfr51","0","0","0","0"
"2610","Olfr54","0","0","8","0"
"2611","Zfp354a","0","1","3","1"
"2612","BC049762","10","0","8","0"
"2613","Clk4","960","1055","681","1478"
"2614","Col23a1","18","9","7","21"
"2615","Agxt2l2","245","285","251","420"
"2616","Hnrnpab","3866","4404","2918","5347"
"2617","Nhp2","304","439","320","372"
"2618","Rmnd5b","401","583","392","734"
"2619","N4bp3","148","180","107","247"
"2620","D930048N14Rik","17","24","26","13"
"2621","0610009B22Rik","112","125","82","159"
"2622","Sec24a","507","590","362","662"
"2623","Sar1b","473","500","375","639"
"2624","Phf15","3660","4682","3896","7589"
"2625","Cdkn2aipnl","700","679","556","1102"
