"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"21710","Gm10058","0","0","0","0"
"21711","Gm10096","0","0","0","0"
"21712","Gm10486","0","0","0","0"
"21713","Gm10147","0","0","0","0"
"21714","Gm10230","0","0","0","0"
"21715","Gm14819","0","0","0","0"
"21716","Gm14632","0","0","0","0"
"21717","Gm10058","0","0","0","0"
"21718","Gm4836","0","0","0","0"
"21719","Gm10487","0","0","0","0"
"21720","Gm10096","0","0","0","0"
"21721","Gm10488","0","0","0","0"
"21722","Gm10147","0","0","0","0"
"21723","Gm14819","0","0","0","0"
"21724","Gm14632","0","0","0","0"
"21725","Gm10230","0","0","0","0"
"21726","Gm10486","0","0","0","0"
"21727","Gm10058","0","0","0","0"
"21728","Gm10487","0","0","0","0"
"21729","Gm4836","0","0","0","0"
"21730","Gm10096","0","0","0","0"
"21731","Gm14819","0","0","0","0"
"21732","Gm14632","0","0","0","0"
"21733","Gm10230","0","0","0","0"
"21734","Gm10486","0","0","0","0"
"21735","Gm10147","0","0","0","0"
"21736","Gm10058","0","0","0","0"
"21737","Gm10487","0","0","0","0"
"21738","Gm4836","0","0","0","0"
"21739","Gm10096","0","0","0","0"
"21740","Gm10488","0","0","0","0"
"21741","Gm10147","0","0","0","0"
"21742","Gm14819","0","0","0","0"
"21743","Gm14632","0","0","0","0"
"21744","Gm10486","0","0","0","0"
"21745","Gm10230","0","0","0","0"
"21746","Gm10058","0","0","0","0"
"21747","Gm10487","0","0","0","0"
"21748","Gm4836","0","0","0","0"
"21749","Gm10096","0","0","0","0"
"21750","Gm10488","0","0","0","0"
"21751","Gm10486","0","0","0","0"
"21752","Gm10096","0","0","0","0"
"21753","Gm14819","0","0","0","0"
"21754","Gm14632","0","0","0","0"
"21755","Gm10230","0","0","0","0"
"21756","Gm10488","0","0","0","0"
"21757","Gm10058","0","0","0","0"
"21758","Gm10147","0","0","0","0"
"21759","Gm10487","0","0","0","0"
"21760","Gm4836","0","0","0","0"
"21761","Gm10486","0","0","0","0"
"21762","Gm10096","0","0","0","0"
"21763","Gm14819","0","0","0","0"
"21764","Gm10230","0","0","0","0"
"21765","Gm14632","0","0","0","0"
"21766","Gm10488","0","0","0","0"
"21767","Gm10058","0","0","0","0"
"21768","Gm10147","0","0","0","0"
"21769","Gm10147","0","0","0","0"
"21770","Gm14819","0","0","0","0"
"21771","Gm14632","0","0","0","0"
"21772","Gm10230","0","0","0","0"
"21773","Gm10486","0","0","0","0"
"21774","Gm10058","0","0","0","0"
"21775","Gm10487","0","0","0","0"
"21776","Gm4836","0","0","0","0"
"21777","Gm10096","0","0","0","0"
"21778","Gm10921","0","0","0","0"
"21779","Gm10921","0","0","0","0"
"21780","Gm14345","0","0","0","0"
"21781","Gm14346","0","0","0","0"
"21782","Gm14351","0","0","0","0"
"21783","Gm2799","0","0","0","0"
"21784","Gmcl1l","0","0","0","0"
"21785","Gm2799","0","0","0","0"
"21786","4930408F14Rik","0","0","0","0"
"21787","Gm2825","0","0","0","0"
"21788","Gm2863","0","0","0","0"
"21789","4930408F14Rik","0","0","0","0"
"21790","Gm14351","0","0","0","0"
"21791","Gm2933","0","0","0","0"
"21792","Gm2933","0","0","0","0"
"21793","Gm4836","0","0","0","0"
"21794","Gm10096","0","0","0","0"
"21795","Gm10486","0","0","0","0"
"21796","Gm10487","0","0","0","0"
"21797","Gm10230","0","0","0","0"
"21798","Gm14819","0","0","0","0"
"21799","Gm14632","0","0","0","0"
"21800","Gm10488","0","0","0","0"
"21801","Gm10058","0","0","0","0"
"21802","Gm10147","0","0","0","0"
"21803","Gm10486","0","0","0","0"
"21804","Gm10096","0","0","0","0"
"21805","Gm4836","0","0","0","0"
"21806","Gm10487","0","0","0","0"
"21807","Gm14819","0","0","0","0"
"21808","Gm14632","0","0","0","0"
"21809","Gm10230","0","0","0","0"
"21810","Gm10488","0","0","0","0"
"21811","Gm10058","0","0","0","0"
"21812","Gm10147","0","0","0","0"
"21813","Dock11","2098","2532","1661","3389"
"21814","Il13ra1","1493","2078","1534","3114"
"21815","Zcchc12","11","0","0","0"
"21816","Lonrf3","48","50","31","56"
"21817","Pgrmc1","1118","1304","1058","1986"
"21818","Akap17b","40","73","77","69"
"21819","Slc25a43","48","69","62","93"
"21820","Slc25a5","2862","2547","2282","3069"
"21821","C330007P06Rik","465","637","458","718"
"21822","Ube2a","203","268","264","337"
"21823","Nkrf","52","120","50","150"
"21824","6-Sep","574","807","505","1138"
"21825","Ankrd58","0","0","0","0"
"21826","Rpl39","3830","4254","2951","5317"
"21827","Snora69","0","0","0","0"
"21828","Upf3b","298","444","282","570"
"21829","Nkap","437","437","304","546"
"21830","Akap14","0","0","0","5"
"21831","Ndufa1","270","309","282","261"
"21832","Rnf113a1","41","46","42","58"
"21833","Gm9","0","3","0","0"
"21834","Rhox1","0","0","0","0"
"21835","Rhox2a","0","0","0","0"
"21836","Rhox2e","0","0","0","0"
"21837","Rhox3a","0","0","0","0"
"21838","Rhox3e","0","0","0","0"
"21839","Rhox4a","0","0","0","0"
"21840","Rhox2b","0","0","0","6"
"21841","Rhox3b","0","0","0","0"
"21842","Rhox4b","0","0","0","0"
"21843","Rhox2c","0","0","0","0"
"21844","Rhox3c","0","0","0","0"
"21845","Rhox4c","0","0","0","0"
"21846","Rhox2d","0","0","0","0"
"21847","Rhox3-ps","1","1","0","1"
"21848","Rhox4d","0","0","0","0"
"21849","Rhox2e","0","0","0","0"
"21850","Rhox3e","0","0","0","0"
"21851","Rhox4e","0","0","0","1"
"21852","Rhox2f","0","0","0","0"
"21853","Rhox3f","0","0","0","0"
"21854","Rhox4f","0","0","0","0"
"21855","Rhox3g-ps","0","0","0","0"
"21856","Rhox2g","0","0","0","4"
"21857","Rhox4g","0","0","0","0"
"21858","Rhox3h","0","0","0","0"
"21859","Rhox2h","0","0","0","0"
"21860","Rhox6","0","0","0","0"
"21861","Rhox7","0","0","0","0"
"21862","Rhox8","9","24","17","24"
"21863","Rhox9","0","0","0","0"
"21864","4930430D24Rik","0","0","0","0"
"21865","Rhox10","0","0","0","0"
"21866","Rhox11","0","0","0","0"
"21867","Rhox12","0","0","0","0"
"21868","Rhox13","0","0","0","0"
"21869","Zbtb33","581","576","369","1008"
"21870","Fam70a","0","1","0","8"
"21871","Mir3110","0","0","0","0"
"21872","Atp1b4","0","0","2","0"
"21873","Lamp2","6803","7935","6424","11996"
"21874","Cul4b","563","550","455","725"
"21875","Mcts1","252","352","160","382"
"21876","C1galt1c1","129","191","151","342"
"21877","6030498E09Rik","0","0","0","0"
"21878","Cypt15","0","0","0","0"
"21879","Cypt14","0","0","0","0"
"21880","Gria3","17","20","3","12"
"21881","Thoc2","1928","2206","1458","3177"
"21882","Xiap","2436","2483","1928","3747"
"21883","Stag2","2685","3018","1751","4069"
"21884","Sh2d1a","0","0","0","0"
"21885","Odz1","0","0","0","0"
"21886","Gm362","0","0","0","0"
"21887","Dcaf12l2","0","1","1","3"
"21888","Dcaf12l1","2","6","12","0"
"21889","1110059M19Rik","0","0","0","0"
"21890","Actrt1","0","0","0","0"
"21891","Gm4987","13","25","29","50"
"21892","Smarca1","0","0","0","0"
"21893","Ocrl","495","671","503","1087"
"21894","Apln","2","5","7","14"
"21895","Xpnpep2","7","27","32","7"
"21896","Sash3","1948","2611","1600","3063"
"21897","Zdhhc9","1424","1531","1204","2040"
"21898","Utp14a","623","683","303","778"
"21899","Bcorl1","325","348","338","672"
"21900","Elf4","4094","4782","3303","6448"
"21901","Aifm1","293","352","219","538"
"21902","Rab33a","0","7","0","6"
"21903","Zfp280c","317","387","261","583"
"21904","Slc25a14","39","59","45","46"
"21905","Gpr119","0","0","0","0"
"21906","Rbmx2","97","133","113","195"
"21907","Gm595","0","0","0","0"
"21908","Enox2","545","621","461","1008"
"21909","Arhgap36","0","0","0","0"
"21910","Olfr1320","0","0","0","0"
"21911","Olfr1321","0","0","0","0"
"21912","Igsf1","0","0","0","0"
"21913","Olfr1322","0","0","0","0"
"21914","Olfr1323","0","0","0","0"
"21915","Olfr1324","0","0","0","0"
"21916","6720401G13Rik","943","1127","1045","1715"
"21917","2610018G03Rik","92","62","38","50"
"21918","Frmd7","12","9","4","17"
"21919","Rap2c","937","1149","701","1620"
"21920","Mbnl3","132","110","31","126"
"21921","Hs6st2","17","0","0","0"
"21922","Usp26","0","0","0","0"
"21923","1700080O16Rik","0","0","0","0"
"21924","Gpc4","55","52","105","41"
"21925","Gpc3","21","6","0","4"
"21926","Mir717","0","0","0","0"
"21927","Mir363","0","0","0","0"
"21928","Mir92-2","0","0","0","0"
"21929","Mir19b-2","0","0","0","0"
"21930","Mir20b","0","0","0","0"
"21931","Mir18b","0","0","0","0"
"21932","Mir106a","0","0","0","0"
"21933","Kis2","0","0","0","0"
"21934","Ccdc160","0","1","0","0"
"21935","Phf6","298","444","293","484"
"21936","Hprt","1133","1430","998","1925"
"21937","Mir450b","0","0","0","0"
"21938","Mir450-1","0","0","0","0"
"21939","Mir450-2","0","0","0","0"
"21940","Mir542","0","0","0","0"
"21941","C430049B03Rik","0","7","3","0"
"21942","Mir351","0","0","0","0"
"21943","Mir503","0","0","0","0"
"21944","Mir322","0","0","0","0"
"21945","Plac1","0","0","0","0"
"21946","Fam122b","146","170","113","307"
"21947","Fam122c","0","0","0","0"
"21948","Mospd1","80","164","95","167"
"21949","Etd","0","0","0","0"
"21950","Cxx1c","230","131","135","341"
"21951","Cxx1a","10","19","22","32"
"21952","Cxx1b","31","32","35","90"
"21953","4933416I08Rik","0","3","0","8"
"21954","4930502E18Rik","0","2","0","0"
"21955","1700013H16Rik","0","0","0","0"
"21956","Zfp36l3","0","0","6","13"
"21957","Xlr","11","43","41","171"
"21958","Gm16405","0","0","0","0"
"21959","Gm16430","0","0","0","0"
"21960","Gm16430","0","0","0","0"
"21961","Gm16405","0","0","0","0"
"21962","Slxl1","0","0","0","0"
"21963","Gm14625","0","0","0","0"
"21964","Gm16404","0","0","0","0"
"21965","3830403N18Rik","5","0","0","8"
"21966","Gm773","0","0","0","0"
"21967","1600025M17Rik","0","0","0","0"
"21968","Zfp449","18","16","0","33"
"21969","Ncrna00086","15","31","52","91"
"21970","Ddx26b","1457","1568","1229","2563"
"21971","Gm648","0","0","0","0"
"21972","Mmgt1","191","346","243","483"
"21973","Slc9a6","368","499","322","543"
"21974","Fhl1","110","70","118","63"
"21975","Mtap7d3","172","314","200","277"
"21976","Brs3","0","0","0","0"
"21977","Htatsf1","640","621","400","1021"
"21978","Vgll1","0","0","0","0"
"21979","Cd40lg","0","0","0","0"
"21980","Arhgef6","4298","5039","3426","7548"
"21981","Rbmx","447","725","480","1111"
"21982","Snord61","0","0","0","0"
"21983","Gm364","0","0","0","0"
"21984","Gpr101","0","0","0","0"
"21985","Zic3","0","0","0","0"
"21986","4930550L24Rik","0","0","0","0"
"21987","Fgf13","33","14","20","31"
"21988","Mir504","0","0","0","0"
"21989","F9","41","78","79","128"
"21990","Mcf2","0","0","0","0"
"21991","Atp11c","1067","1285","756","1930"
"21992","Mir505","0","4","0","0"
"21993","Gm7073","0","0","0","0"
"21994","Sox3","0","0","0","0"
"21995","C230004F18Rik","0","1","0","0"
"21996","Cdr1","0","0","0","0"
"21997","C030023E24Rik","0","0","0","0"
"21998","Ldoc1","0","0","0","0"
"21999","4933402E13Rik","0","3","0","0"
"22000","Gm6760","0","0","0","0"
"22001","3830417A13Rik","0","0","0","0"
"22002","Slitrk4","0","0","1","0"
"22003","Ctag2","0","0","0","0"
"22004","Slitrk2","0","0","0","0"
"22005","Mir743","0","0","0","0"
"22006","Mir743b","0","0","0","0"
"22007","Mir742","0","0","0","0"
"22008","Mir883a","0","0","0","0"
"22009","Mir883b","0","0","0","0"
"22010","Mir471","0","0","0","0"
"22011","Mir741","0","0","0","0"
"22012","Mir463","0","0","0","0"
"22013","Mir880","0","0","0","0"
"22014","Mir878","0","0","0","0"
"22015","Mir881","0","0","0","0"
"22016","Mir871","0","0","0","0"
"22017","Mir470","0","0","0","0"
"22018","Mir465c-1","0","0","0","0"
"22019","Mir465c-2","0","0","0","0"
"22020","Mir465b-1","0","0","0","0"
"22021","Mir465b-2","0","0","0","0"
"22022","Mir465c-1","0","0","0","0"
"22023","Mir465c-2","0","0","0","0"
"22024","Mir465b-1","0","0","0","0"
"22025","Mir465b-2","0","0","0","0"
"22026","Mir465","0","0","0","0"
"22027","Gm1140","0","0","0","0"
"22028","Gm14692","0","0","0","0"
"22029","Gm14692","0","0","0","0"
"22030","Gm1140","0","0","0","0"
"22031","4933436I01Rik","0","0","0","0"
"22032","Mir201","0","0","0","0"
"22033","Mir547","0","0","0","0"
"22034","Mir509","0","0","0","0"
"22035","Gm10474","0","0","0","0"
"22036","Fmr1","930","1112","800","1552"
"22037","Fmr1nb","0","0","0","0"
"22038","Gm6812","0","0","0","0"
"22039","Aff2","0","0","0","0"
"22040","1700111N16Rik","8","0","0","0"
"22041","Ids","1852","2278","1598","3233"
"22042","1110012L19Rik","57","103","73","128"
"22043","4930567H17Rik","0","0","0","0"
"22044","BC023829","354","478","268","517"
"22045","Gm14725","0","0","0","0"
"22046","Mamld1","11","35","14","31"
"22047","Mtm1","256","365","227","343"
"22048","Mtmr1","537","690","456","1133"
"22049","Cd99l2","356","359","363","436"
"22050","Hmgb3","130","147","94","179"
"22051","Gpr50","5","0","10","0"
"22052","Vma21","320","386","387","806"
"22053","Gm1141","14","0","6","8"
"22054","Prrg3","9","6","0","10"
"22055","Fate1","0","0","0","0"
"22056","Cnga2","0","0","0","0"
"22057","Magea4","0","0","0","0"
"22058","Gabre","87","96","93","129"
"22059","Mir224","0","0","0","0"
"22060","Mir452","0","0","0","0"
"22061","Magea10","0","0","0","0"
"22062","Gabra3","2","4","0","1"
"22063","Mir767","0","0","0","0"
"22064","Mir105","0","0","0","0"
"22065","Gabrq","0","0","0","0"
"22066","Cetn2","159","198","169","316"
"22067","Nsdhl","231","303","223","236"
"22068","Zfp185","33","19","30","0"
"22069","Mir2137","0","0","0","0"
"22070","Pnma5","0","0","0","0"
"22071","Pnma3","0","0","0","0"
"22072","Xlr4a","1","11","13","0"
"22073","Xlr3a","0","4","8","0"
"22074","Xlr5a","0","0","0","0"
"22075","DXBay18","0","0","0","0"
"22076","Gm14685","0","0","0","0"
"22077","DXBay18","0","0","0","0"
"22078","Gm14685","0","0","0","0"
"22079","Xlr5b","0","0","0","0"
"22080","Xlr3b","0","0","4","6"
"22081","Xlr4b","18","11","5","15"
"22082","F8a","80","102","77","205"
"22083","Xlr4c","2","2","0","4"
"22084","Xlr3c","0","0","0","0"
"22085","Xlr5c","0","0","0","0"
"22086","Zfp275","344","352","236","584"
"22087","Zfp92","5","3","3","4"
"22088","Trex2","0","1","0","0"
"22089","Haus7","88","177","127","321"
"22090","Bgn","298","103","89","87"
"22091","Atp2b3","2","6","5","0"
"22092","Dusp9","11","25","0","13"
"22093","Pnck","0","6","0","7"
"22094","Slc6a8","230","319","391","153"
"22095","Bcap31","1050","1216","989","1729"
"22096","Abcd1","2701","3241","2360","4796"
"22097","Plxnb3","340","363","331","616"
"22098","Srpk3","854","903","816","1828"
"22099","Idh3g","1475","1636","1438","2014"
"22100","Ssr4","859","913","617","1060"
"22101","Pdzd4","110","90","86","145"
"22102","L1cam","590","561","434","931"
"22103","Avpr2","65","79","59","107"
"22104","Arhgap4","3505","4413","3302","6687"
"22105","Naa10","357","387","320","552"
"22106","Renbp","547","660","634","893"
"22107","Hcfc1","2897","3585","2280","4556"
"22108","Irak1","2567","2801","1911","3543"
"22109","Mir718","0","0","0","0"
"22110","Mecp2","1249","1528","1028","2436"
"22111","Opn1mw","0","0","0","0"
"22112","Tex28","0","0","0","0"
"22113","Tktl1","0","7","0","0"
"22114","Flna","25069","30369","18318","36432"
"22115","Emd","483","557","370","800"
"22116","Rpl10","12657","14968","9822","19104"
"22117","Snora70","35","37","37","25"
"22118","Dnase1l1","1689","1851","1416","2844"
"22119","Taz","993","1347","822","2009"
"22120","Atp6ap1","3798","4581","3484","7052"
"22121","Gdi1","2254","3110","2269","4441"
"22122","Fam50a","590","735","527","956"
"22123","Plxna3","162","133","130","290"
"22124","Lage3","169","153","135","205"
"22125","Ubl4","172","208","116","259"
"22126","Slc10a3","173","206","139","326"
"22127","Fam3a","465","551","356","886"
"22128","Ikbkg","950","1058","749","1484"
"22129","G6pdx","1408","1861","1151","2225"
"22130","Gm6880","0","0","0","0"
"22131","Olfr1325","0","0","0","0"
"22132","Gm5640","0","0","0","0"
"22133","Gm6890","0","0","0","0"
"22134","Gm5936","0","0","0","0"
"22135","Gab3","129","134","81","321"
"22136","Dkc1","498","565","482","763"
"22137","Mpp1","518","751","551","882"
"22138","4930428E23Rik","0","0","0","0"
"22139","F8","5","0","10","9"
"22140","Fundc2","258","417","340","479"
"22141","Mtcp1","101","181","104","249"
"22142","Brcc3","309","316","283","546"
"22143","Vbp1","440","469","318","657"
"22144","Rab39b","0","0","0","0"
"22145","4933407K13Rik","101","81","56","149"
"22146","Pls3","163","144","121","327"
"22147","Gm4937","0","0","0","0"
"22148","4930428D18Rik","0","0","0","0"
"22149","4930468A15Rik","0","0","0","0"
"22150","Tbl1x","578","742","493","1094"
"22151","Gm6927","0","0","0","0"
"22152","Prkx","1175","1365","846","1752"
"22153","Pbsn","0","0","0","0"
"22154","Gm14744","0","1","0","0"
"22155","5430402E10Rik","0","0","0","0"
"22156","Obp1a","0","0","0","0"
"22157","Gm5938","0","0","0","0"
"22158","Gm14743","0","0","0","0"
"22159","4930480E11Rik","0","0","0","0"
"22160","Prrg1","0","2","15","15"
"22161","Fam47a-ps","0","0","0","0"
"22162","Gm8787","0","2","0","0"
"22163","Gm7173","0","0","0","0"
"22164","Mageb16","0","0","0","0"
"22165","Tmem47","0","3","0","0"
"22166","4930595M18Rik","0","0","0","0"
"22167","Dmd","9","7","1","18"
"22168","Tsga8","0","0","0","0"
"22169","1600014K23Rik","0","0","0","0"
"22170","Tab3","295","325","237","470"
"22171","Gyk","980","534","750","412"
"22172","5430427O19Rik","355","489","297","750"
"22173","1700072E05Rik","0","0","0","0"
"22174","Nr0b1","0","0","0","0"
"22175","Mageb4","0","0","0","0"
"22176","Gm41","0","0","0","0"
"22177","Il1rapl1","0","0","0","0"
"22178","Mir1906-1","0","0","0","0"
"22179","Mir1906-2","0","0","0","0"
"22180","Pet2","0","0","0","0"
"22181","4932429P05Rik","0","0","0","0"
"22182","4930415L06Rik","0","0","0","0"
"22183","Gm44","0","0","0","0"
"22184","Mageb1","0","0","0","0"
"22185","Mageb2","0","0","0","0"
"22186","Gm5072","0","0","0","0"
"22187","Gm5072","0","0","0","0"
"22188","Mageb5","0","0","0","0"
"22189","Mageb2","0","0","0","0"
"22190","Mageb1","0","0","0","0"
"22191","Mageb18","0","0","0","4"
"22192","Gm5941","0","0","0","9"
"22193","Arx","0","0","0","0"
"22194","Pola1","320","452","223","674"
"22195","Gm6985","0","0","0","0"
"22196","Pcyt1b","103","105","57","176"
"22197","Pdk3","246","180","128","183"
"22198","AU015836","0","0","0","0"
"22199","Zfx","851","1030","705","1562"
"22200","Eif2s3x","2827","3291","1946","3823"
"22201","Klhl15","98","86","70","129"
"22202","Apoo","105","103","121","102"
"22203","Apoo-ps","85","94","71","88"
"22204","Maged1","224","251","402","495"
"22205","Gspt2","32","15","2","27"
"22206","Zxdb","100","134","137","218"
"22207","Zxda","81","111","76","156"
"22208","Spin4","0","4","0","0"
"22209","Arhgef9","10","0","0","19"
"22210","Fam123b","217","391","181","432"
"22211","Asb12","0","0","0","0"
"22212","Zc4h2","85","73","58","96"
"22213","Zc3h12b","0","6","0","12"
"22214","1700010D01Rik","0","0","0","0"
"22215","Las1l","451","527","414","815"
"22216","Msn","16642","21128","14554","28565"
"22217","F630028O10Rik","153","297","170","584"
"22218","Mir223","0","5","0","2"
"22219","Vsig4","3","0","6","0"
"22220","Hsf3","0","0","0","0"
"22221","Heph","6","12","0","14"
"22222","Gpr165","7","15","24","6"
"22223","Pgr15l","0","0","0","0"
"22224","Eda2r","2","0","0","0"
"22225","Ar","74","1","33","8"
"22226","Ophn1","465","585","555","1162"
"22227","Yipf6","481","681","430","1272"
"22228","Stard8","1602","1745","1681","3066"
"22229","Efnb1","263","239","230","260"
"22230","Gm14812","0","0","0","0"
"22231","Pja1","614","647","461","754"
"22232","Tmem28","0","1","0","0"
"22233","Eda","9","2","1","0"
"22234","Mir676","0","0","0","0"
"22235","Awat2","0","0","0","0"
"22236","Otud6a","0","0","0","3"
"22237","Igbp1","801","1203","847","1261"
"22238","Dgat2l6","0","0","0","0"
"22239","Awat1","0","0","0","0"
"22240","P2ry4","9","23","3","5"
"22241","Arr3","0","0","0","4"
"22242","Pdzd11","139","269","108","213"
"22243","Kif4","64","102","40","61"
"22244","Gdpd2","0","0","0","0"
"22245","Dlg3","398","430","496","593"
"22246","Tex11","6","0","7","0"
"22247","Slc7a3","0","5","0","18"
"22248","Snx12","595","587","379","716"
"22249","Foxo4","830","787","646","1260"
"22250","Gm614","15","16","26","30"
"22251","Il2rg","2273","2415","1646","3243"
"22252","Med12","2731","2790","2396","4004"
"22253","Nlgn3","0","6","0","0"
"22254","Gjb1","99","32","72","20"
"22255","Zmym3","986","1082","1036","1549"
"22256","Nono","3168","3822","2448","4649"
"22257","Itgb1bp2","16","4","3","28"
"22258","Taf1","1066","1413","876","1710"
"22259","Ogt","4979","5391","3901","8682"
"22260","Cxcr3","261","393","285","451"
"22261","Nhsl2","253","263","115","156"
"22262","Rgag4","1131","1189","816","1924"
"22263","Pin4","163","167","131","173"
"22264","Ercc6l","119","155","104","140"
"22265","Rps4x","12212","13804","9177","16967"
