"","geneid","M_1029_T1_Negative","M_1029_T2_Negative","M_1029_T1_Positive","M_1029_T2_Positive"
"19145","Dhcr7","15.7052581056874","13.2272218793594","16.6995098724708","13.3009071036645"
"19146","Shank2","0.351177733381895","0.140320666586158","0.633933026518651","0.0783630723220591"
"19147","Cttn","2.10524036882859","1.39826616193832","1.78631701027669","0.545540477403519"
"19148","Ppfia1","12.8164681025456","12.5326070124397","12.5127057910638","11.8997810378478"
"19149","Fadd","6.56776364394779","6.50712186509685","8.09279526218268","6.93627512834778"
"19150","Ano1","0","0","0","0"
"19151","Fgf3","0","0","0","0"
"19152","Fgf4","0","0","0","0"
"19153","Fgf15","0","0","0","0"
"19154","Oraov1","8.36529920052719","10.9284404781907","9.30143468550379","8.97584421686801"
"19155","Ccnd1","89.3941839145129","88.7242386621363","97.0937425082179","102.833948846877"
"19156","1810010D01Rik","2.05335686459767","1.42719227461368","4.85078626573294","2.31110784063673"
"19157","Tpcn2","37.3125738112671","41.1454453863377","39.3883388406388","41.3944387040136"
"19158","Mrgprf","0","0","0","0"
"19159","Mrgprd","0","0.0558406819585634","0","0"
"19160","Vmn1r62","0","0","0","0"
"19161","Vmn1r186","0","0","0","0"
"19162","Vmn1r63","0","0","0","0"
"19163","Vmn1r187","0","0","0","0"
"19164","Obox2","0","0","0","0"
"19165","Insr","7.71063174450468","8.13064802517755","10.079139427786","8.08908331322807"
"19166","A430078G23Rik","4.64511558510475","5.04508422216933","4.5054754736093","3.79861899882208"
"19167","Arhgef18","5.87351385076188","5.29829033596123","6.0653293744388","5.97980984677956"
"19168","Pex11c","3.47099892472509","2.62783472140525","1.13065598665303","2.52114635664486"
"19169","1700019B03Rik","0","0","0","0"
"19170","Zfp358","8.06070601503827","7.02374656843284","5.81150955420872","6.29513866546622"
"19171","Mcoln1","25.5843591282631","31.5015361234904","36.8835570311369","28.3809122188082"
"19172","Pnpla6","11.38979029904","13.0693147979012","14.225975474496","14.283609202601"
"19173","C330021F23Rik","0.126898431417918","0.143167103158414","0.294521585665788","0.287522155785569"
"19174","2310057J16Rik","0.367097627137976","0.243094141990003","1.44470516171675","0.0789018815859839"
"19175","Xab2","35.2913112422325","37.6660969556045","37.8361841773219","36.9902069419168"
"19176","2900053A13Rik","10.5753656743319","10.1641742900117","10.6048755194069","6.49938541939331"
"19177","Pcp2","1.86503470644457","1.29961369563082","0.636559320485657","0.474547476610741"
"19178","Stxbp2","58.420585636627","55.3783384653216","51.7219166709813","51.6971083010354"
"19179","Retn","0","0","0","0"
"19180","1810033B17Rik","15.6881362037889","8.66176783196652","6.04506421839294","8.64623825538563"
"19181","Trappc5","18.3723016624062","19.1968679141984","18.4254818060929","16.9772876034974"
"19182","Fcer2a","0.0917904316503546","0.336564074615937","0","0.207975642359842"
"19183","Clec4g","0.555202044071376","0.657699238679565","1.28858162041631","1.06354625324848"
"19184","Cd209a","60.1582365771867","52.0758760884029","62.0902706471016","62.8131286426424"
"19185","Rprl3","0","0","0","0"
"19186","Cd209e","0","0.0982808614708312","0","0.143547070847002"
"19187","Cd209d","0","0.739516980422272","0","0.540061894007424"
"19188","Cd209b","1.45960418566388","1.12015855130839","0.236346282358536","0.209754011938977"
"19189","Cd209c","16.3234773879992","19.801141848753","21.2528676355695","17.221481006035"
"19190","Cd209f","0","0","0","0"
"19191","Cd209g","0","0","0","0"
"19192","Evi5l","5.06918909110305","5.64381989834118","8.72069756501913","5.52297820541267"
"19193","BC068157","0.193105910259227","0.226241861782724","0","0.146864160872351"
"19194","Lrrc8e","0.0884056890701585","0.0897655521737195","0.123109719021207","0.207590484224289"
"19195","Map2k7","23.725962816507","22.2518661124446","24.5486427175447","25.5106070865546"
"19196","Gm14378","1.46702456389278","2.10485606850507","0.962240833292272","2.0889548389011"
"19197","Snapc2","11.2769456131182","8.54565289811972","7.30529603265408","8.47965921713145"
"19198","Ctxn1","0","0.520557221944878","0","0"
"19199","Timm44","33.3987366556472","26.4697053508261","30.2294233984841","29.4832687488636"
"19200","Elavl1","10.7456455320829","10.8435844214636","9.80438588558961","10.9403935839097"
"19201","Ccl25","0.753488488382581","1.8216159671883","1.06176495763895","0.997731014403611"
"19202","Lass4","4.03777800644712","4.20744619291603","5.55340737610169","5.66015597102506"
"19203","Zfp958","5.34367270202369","4.86558948491299","3.97681066377104","5.15047822454479"
"19204","Shcbp1","1.31860485466952","0.843608126267996","0.709112751479097","0.953928189381013"
"19205","Slc10a2","2.86223865322984","0.64108805033091","2.00268048955739","1.04040050120745"
"19206","Efnb2","0.0476273112591907","0.0940331743192015","0.11053935873217","0.0784817048607054"
"19207","Arglu1","53.3079901877258","53.7145284226586","56.7958155398271","50.0672534829528"
"19208","Fam155a","0","0","0","0"
"19209","Lig4","1.66336138001438","1.57805685116372","1.38433324413384","1.20435089628868"
"19210","Abhd13","7.77009547952362","8.37795646314684","8.3870991550475","8.96483787860888"
"19211","Tnfsf13b","44.5001958727809","46.4352760695957","62.5593855159269","66.1006786104374"
"19212","Myo16","0","0","0","0"
"19213","3930402G23Rik","0.192672855476824","0","0.0279486881140524","0.267883943593298"
"19214","Irs2","19.4832741238308","18.3079215330417","17.7306839641755","21.8399306907628"
"19215","Col4a1","3.21328953246752","2.42072521861912","3.04326356921525","2.28665167301094"
"19216","Col4a2","4.44952189054681","3.34062143873802","5.12635307113799","3.52756241367028"
"19217","Rab20","27.161068419176","20.9734353086444","15.3188617637649","21.0091012844585"
"19218","Carkd","18.1558888158439","17.7324051780614","19.8364436137256","18.3505217628022"
"19219","Cars2","10.5260305371673","9.34567763749963","12.1290357011456","8.29083911839229"
"19220","Ing1","16.3801379458129","16.9538503918118","16.2364490738876","18.1199727782592"
"19221","Ankrd10","12.3057939132545","10.1910248000828","10.1339042765995","12.2485600853153"
"19222","1700016D06Rik","0.271446763431571","0.0459370297347168","0","0.03354735582872"
"19223","Gm6524","0","0","0","0"
"19224","Arhgef7","13.9385740133315","11.6692601223794","10.9832816967961","11.2238855375467"
"19225","1700018L24Rik","0.530844793105664","0","0","0.328028209638761"
