"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000001555.10","Fkbp10",8,4,0,0,17,5,0.72450937328605,5.42231045351252,0.0274728666756209,1
"ENSMUSG00000001569.10","Nom1",107,98,31,245,465,99,-2.77333654353399,2.55000696499139,0.0275144369206501,1
"ENSMUSG00000001576.15","Ergic1",84,231.999,85,467.001,872,232,0.66975379457452,6.10338234195634,0.0275932536347611,1
"ENSMUSG00000001583.13","Tnk1",0,5,7,20,0,0,-1.00686275579065,4.211191178085,0.0277626608181645,1
"ENSMUSG00000001588.12","Acap1",14,2,15,60,66,45,0.597250998201482,6.93933081093135,0.027814588245635,1
"ENSMUSG00000001604.14","Tcea3",0,3,0,0,15,4,0.576474863375698,7.89252374478055,0.0279272005821086,1
"ENSMUSG00000001627.12","Ifrd1",424,1347.001,588,2134,4095.999,727,-1.36342281089872,3.43239784695615,0.0280735330801921,1
"ENSMUSG00000001630.13","Stk38l",31,76,86,214,568.947,67,-0.768985282381376,4.65210874360815,0.0281190489680296,1
"ENSMUSG00000001632.16","Brpf1",241,456,184,1080,2186,713.001,0.521727866185725,6.8267769929657,0.0282337863080446,1
"ENSMUSG00000001642.18","Akr1b3",200,230.949,98,600,1154.691,230.038,-7.18963326653464,0.652554228571129,0.0282525591841829,1
"ENSMUSG00000001655.6","Hoxc13",6,1,0,0,0,2,-2.6275668627912,2.27868321042464,0.0282707006615886,1
"ENSMUSG00000001657.7","Hoxc8",13,0,9,12,1,0,-7.2426471089663,0.690762344004097,0.0282938688881329,1
"ENSMUSG00000001665.11","Gstt3",10,9,4,5,56.524,8,-4.07365905721042,2.10704932817197,0.0285660318216928,1
"ENSMUSG00000001666.8","Ddt",3,12,20,68,28,16,-7.33097976176328,0.869341446819148,0.028659087576963,1
"ENSMUSG00000001674.11","Ddx18",108,130.953,84,340,814.724,205.919,-7.22697626071266,0.628528095869066,0.0286814287318746,1
"ENSMUSG00000001687.15","Ubl3",569,856.001,417.001,1782,3514,803.999,-1.06674724548281,4.58382678688249,0.0288540845849571,1
"ENSMUSG00000001700.10","Gramd3",5,12,14,33,20,15,-0.641354003856069,5.39496032386243,0.028969426804982,1
"ENSMUSG00000001707.8","Eef1e1",11,38,8,88,68.001,63,-0.636351435924432,5.91662510096721,0.0290425861374049,1
"ENSMUSG00000001729.14","Akt1",496,674,353,1412.999,3591,747.001,-5.66649662590419,1.01419963392511,0.0291943165635954,1
"ENSMUSG00000001739.14","Cldn15",3,0,0,17,1,3,-7.24935975158159,0.670025276698764,0.0292257141268993,1
"ENSMUSG00000001741.12","Il16",443,414,243,984,2196,532,-6.90485946698503,0.456719436019081,0.0293414727962915,1
"ENSMUSG00000001750.16","Tcirg1",1656.999,1962.002,1249,5239.999,10110,2760,-7.04745929004492,0.506787865224806,0.0294465054165359,1
"ENSMUSG00000001751.9","Naglu",398,345,191,962,1967,502,0.625359310143645,5.90405146038796,0.0295205424678489,1
"ENSMUSG00000001755.12","Coasy",80,66,58,220,433.001,127,-0.702723806675951,5.12243542608998,0.0295726179006177,1
"ENSMUSG00000001761.7","Smo",213,313,92,429,1194,380,-0.822433687852556,4.787407777921,0.0298757355668192,1
"ENSMUSG00000001763.14","Tspan33",93,160,47,222,495.999,246,-3.58721668682973,1.61614714003001,0.0298804000331928,1
"ENSMUSG00000001767.5","Crnkl1",71,92,55,219,368,143,-0.56157193491879,5.6955766136909,0.0299071053836454,1
"ENSMUSG00000001768.16","Rin2",647,760,660,2907,3761,1055,0.621510431101121,5.58684352359847,0.0301202938671649,1
"ENSMUSG00000001774.8","Chordc1",205,264,174.999,508,950.999,266,-1.01094737735228,4.11127814399519,0.0301358778206995,1
"ENSMUSG00000001783.3","Rtcb",204,299,148,509,1174,322,0.639953176095113,5.2646889379488,0.0302221840409445,1
"ENSMUSG00000001785.13","Pwp1",20,54,77,165,279,70,0.756003643657952,5.56865177024579,0.030242016902059,1
"ENSMUSG00000001786.14","Fbxo7",65.999,94.999,56,164,470.001,133.999,0.511411159627086,8.9024164092288,0.0304079265996192,1
"ENSMUSG00000001794.13","Capns1",263.001,295,219,587.001,1007,271.001,-1.80354929724468,3.13084406015117,0.0306530194882643,1
"ENSMUSG00000001802.16","Lrp3",0,9,0,1,15,1,2.27713804021564,2.47223660191409,0.030932880427352,1
"ENSMUSG00000001827.12","Folr1",6,33,0,0,0,35,-1.62276113517577,3.00531127553829,0.0309402744563225,1
"ENSMUSG00000001829.17","Clpb",80,106.999,64,153,400,114,-1.07276460111183,4.26585691896266,0.0310081310904861,1
"ENSMUSG00000001833.17","Septin7",291,385,186,791,1339,221,-7.03435402008213,0.555342741145947,0.0310394590589152,1
"ENSMUSG00000001844.10","Zdhhc4",53,34,45,162,215,48,4.99259149881105,1.3514984363258,0.0312202944540851,1
"ENSMUSG00000001847.14","Rac1",1025,1443,708,2804,6039,1212,-4.76515407592886,1.15546902314425,0.0312586094784176,1
"ENSMUSG00000001855.15","Nup214",243,408,165,1120,1754,402,-6.86377926412939,0.384335611689501,0.0313188354308137,1
"ENSMUSG00000001870.16","Ltbp1",0,13,1,5,0,19,0.747244478156798,5.04735582757507,0.0317156096672902,1
"ENSMUSG00000001891.16","Ugp2",102,100,74,249,334,105,-0.767690886179112,4.8209519830281,0.0317234753119391,1
"ENSMUSG00000001901.15","Kcnh6",0,0,0,0,11,6,-4.54936364005179,1.46327353714591,0.0317917708306465,1
"ENSMUSG00000001909.16","Trmt1",130.999,153.998,105.001,394.999,990.999,157,0.504224794039004,6.8724366357657,0.0318209010427704,1
"ENSMUSG00000001910.5","Nacc1",195,314.001,85,501,1626.195,363,-7.01457665018772,0.492432882826774,0.0318270579776612,1
"ENSMUSG00000001911.16","Nfix",281,399.999,215,1216,1762.999,463,-0.468182594668862,6.86375322547789,0.0318497138399872,1
"ENSMUSG00000001918.17","Slc1a5",37,95,71.001,241,320,84,0.857482314385694,4.58484371002386,0.0319467858709227,1
"ENSMUSG00000001924.15","Uba1",579,849,384,1565.001,3470,876,-7.11554828320258,0.532499957512664,0.0319544259667223,1
"ENSMUSG00000001930.17","Vwf",37,24,21,13,31,15,1.31038059668122,3.58949170341525,0.0322667849007338,1
"ENSMUSG00000001942.8","Siae",83,139.999,48,172,606.999,163,-7.12108424384364,0.575874307937659,0.0323038110015516,1
"ENSMUSG00000001946.14","Esam",7,2,6,0,0,0,1.11460813592375,4.4410313472069,0.0323051114936114,1
"ENSMUSG00000001948.10","Spa17",0,1,0,0,21,10,-6.99616454198807,0.45376231838278,0.0323276533921922,1
"ENSMUSG00000001962.8","Fam50a",80,144,36,302,659,229,-5.71557013377469,0.417990310373741,0.0323378475882857,1
"ENSMUSG00000001964.14","Emd",71.158,113.742,36,278.522,451.379,102.647,-7.19820971426895,0.60847242898885,0.0323525091407073,1
"ENSMUSG00000001983.7","Taco1",30,22,4,60,79,29,0.713026367409384,4.92753975864054,0.0325232143051512,1
"ENSMUSG00000001985.9","Grik3",0,3,0,15,0,11,1.79967489016026,3.08239090186606,0.0325458187762114,1
"ENSMUSG00000001986.16","Gria3",0,3,10,0,9,5,-7.10438761674522,0.539711780597868,0.0327613386455184,1
"ENSMUSG00000001995.9","Sipa1l2",1118,1679,693,3603,8187,1660,-0.884845423122983,4.3506660178137,0.0330486502168733,1
"ENSMUSG00000001998.15","Ap4e1",55,71,30,292,470,103,-3.4930710569499,2.29438234462546,0.033222633138567,1
"ENSMUSG00000001999.15","Blvra",46,36,52,97,125,40,-0.562791956759013,6.89352507561027,0.0333197621715351,1
"ENSMUSG00000002006.12","Pdzd4",6,18,1,27,101,27,-7.09749109195897,0.563779160540215,0.0333310872996789,1
"ENSMUSG00000002007.5","Srpk3",138,74,27,311.999,412,90,-3.06230858313218,2.2625184640816,0.0335495770941092,1
"ENSMUSG00000002010.17","Idh3g",259.001,280.999,161,636,1159.999,278,-6.8269779822951,0.369898690361146,0.033839560145905,1
"ENSMUSG00000002012.13","Pnck",16,6,8,16,14,0,-3.52012897147407,1.78750022271624,0.0340834338502308,1
"ENSMUSG00000002014.12","Ssr4",89.999,214,105,347.001,1133.001,178,-6.91815180092322,0.416108608377931,0.0340961274448064,1
"ENSMUSG00000002015.5","Bcap31",155,267,108,512,922,296,-0.56161825567879,5.72626235656451,0.0341409473243195,1
"ENSMUSG00000002017.10","Fam98a",52,75.999,35,161,432,123,-6.87065689471194,0.355200393861117,0.0341937872181566,1
"ENSMUSG00000002020.15","Ltbp2",28,0,0,1,0,2,0.932360603066969,4.8846658746975,0.0342303999094787,1
"ENSMUSG00000002028.13","Kmt2a",769,1073,423,2229,4764,1284,-7.24635433653809,0.789806045192428,0.0343271131150709,1
"ENSMUSG00000002031.13","Ift46",52.999,91.999,89,181,403,79,-5.45844512950406,0.322234927875887,0.0344371620979595,1
"ENSMUSG00000002032.17","Tmem25",6,7,6,0,11,6,-7.27436181299004,0.807308048915612,0.034493265763675,1
"ENSMUSG00000002033.14","Cd3g",0,2,0,8,0,1,-7.09072279870939,0.586906805454133,0.0346780865870534,1
"ENSMUSG00000002043.17","Trappc6a",8,10,12,31,81.001,33,-0.770159085594255,5.09375525839511,0.0347160856988173,1
"ENSMUSG00000002052.6","Supt6",247,496,229,1024,1959,429,1.17789259936236,3.7487083860318,0.0347307014144442,1
"ENSMUSG00000002055.9","Spag5",3,10,24,6,33,17,-0.620787039291764,5.28790600806934,0.034799212998206,1
"ENSMUSG00000002058.13","Unc119",0,12,0,27,4,25,-0.804966314708002,4.54477865724177,0.0350042538117912,1
"ENSMUSG00000002059.18","Rab34",25,27,22,82,148,7,-7.32883205858786,0.842116639729472,0.0350807943804959,1
"ENSMUSG00000002064.10","Sdf2",74,126,51,279,446,144,-7.11176692951966,0.514628847036247,0.035295997132832,1
"ENSMUSG00000002068.16","Ccne1",11,2,0,14,50,6,-4.4675956004175,1.42299445561515,0.0354723140162627,1
"ENSMUSG00000002076.12","Hsf2bp",4,25,0,13,68,18,0.490433611247547,7.00065910565983,0.0355904504773698,1
"ENSMUSG00000002083.13","Bbc3",102,102,68,404,623,209,0.791188171950978,4.69640686509491,0.0355922656510545,1
"ENSMUSG00000002100.15","Mybpc3",6,62,10,158,232,37,-0.83123118953381,4.38657507828099,0.0356294167613196,1
"ENSMUSG00000002102.15","Psmc3",233,228.999,85,450,1248,259,-0.664560148831631,5.31683013673554,0.0357316180834711,1
"ENSMUSG00000002103.16","Acp2",731,909.001,448,2027,4440.999,1023.001,-6.93983046627263,0.483220710390957,0.0358855615315886,1
"ENSMUSG00000002104.11","Rapsn",19,12,34,82,176,16,-1.4796362673033,3.21946604629595,0.0360262967820797,1
"ENSMUSG00000002105.15","Slc39a13",109,139,68,389.999,751.999,145,-6.86415959598536,0.391071850467086,0.0361445144751556,1
"ENSMUSG00000002107.18","Celf2",689.001,1156.999,524,2544,4534,1108,0.48128546164457,8.76055062401869,0.0361915929938291,1
"ENSMUSG00000002108.10","Nr1h3",2,4,9,0,36,0,0.796813127660803,4.60500489472254,0.0362294696519021,1
"ENSMUSG00000002109.14","Ddb2",97,118,105,261.001,672,157,-0.862636732361424,4.59043296840343,0.0365101143795685,1
"ENSMUSG00000002111.8","Spi1",1038,1067,647,2254,5201.001,1267,0.556365510338391,6.51299269487299,0.0365378258505796,1
"ENSMUSG00000002129.11","Sf3a1",238,273,145,784,1291,287,0.515400961641444,6.48238621859334,0.0365670830377296,1
"ENSMUSG00000002147.18","Stat6",599.001,823,472.001,1443.999,4006,947.999,1.90090910664746,2.73431704420426,0.0366316809984626,1
"ENSMUSG00000002190.13","Clgn",24,42,41,62,130,18,0.842409618695284,4.6045191923188,0.0368563917758839,1
"ENSMUSG00000002204.9","Napsa",17,3,24,14,44,34,-6.67292409165743,0.233508946985743,0.0369065494264271,1
"ENSMUSG00000002205.16","Vrk3",73,144.999,81,338,638.001,148,-1.81130201066102,2.74845265198057,0.0371791661741838,1
"ENSMUSG00000002210.11","Smg9",193.999,150,57,377,844,212,-0.50910042442283,6.38447163574267,0.0372919753118735,1
"ENSMUSG00000002221.11","Paxip1",129,97,52,206,634,111,-6.7035732365457,0.246463668033193,0.0372923095984519,1
"ENSMUSG00000002222.14","Rmnd5a",351,383,162,700,1649,359,0.628261851768368,5.62415585597718,0.0374372402151598,1
"ENSMUSG00000002227.15","Mov10",160,84,56,280,512,111,-0.714787279754675,4.98941608591418,0.0377230282066075,1
"ENSMUSG00000002233.13","Rhoc",49,28,27,55,312,54,-6.69733345159199,0.278697175524387,0.0378658179024798,1
"ENSMUSG00000002240.12","Prr27",6,1,0,0,0,0,-6.91657814991376,0.385789593155977,0.0380533170389186,1
"ENSMUSG00000002249.21","Tead3",10,28,8,24,109,22,-5.39174356928278,0.880591947259007,0.0381179342324558,1
"ENSMUSG00000002250.16","Ppard",276,241.001,149,932.001,1434,368,-0.550311788909986,5.60288129760852,0.038402011603081,1
"ENSMUSG00000002257.8","Def6",115,107,100,343,419,151,-7.24518370047226,0.775005138905538,0.0384359051809987,1
"ENSMUSG00000002265.17","Peg3",17,27,14,59,36,34,-0.588850410776422,5.73042352528282,0.0385139540469028,1
"ENSMUSG00000002266.17","Zim1",10,3,14,0,0,10,-0.459835024849942,6.89087766352537,0.038690246915317,1
"ENSMUSG00000002274.13","Metrn",26,14,22,50,90,19,-0.597068596964345,5.34487171207382,0.0387693064155962,1
"ENSMUSG00000002279.19","Lmf1",119,130,117,375.001,617.001,126,0.514172136386663,6.31183703065196,0.038952755836189,1
"ENSMUSG00000002280.11","Ciao3",130,97.001,83,268,525.999,121,-2.85900839804659,2.18853540797361,0.0390865783585768,1
"ENSMUSG00000002289.16","Angptl4",3,5,7,46,8,13,-6.88954483256455,0.37301061693984,0.0391964614097463,1
"ENSMUSG00000002297.16","Dbf4",11,32,6,116,205.001,54,-1.70114747680175,2.81716356586671,0.0392931269656711,1
"ENSMUSG00000002307.16","Daxx",80,102.999,80,252,494,125,0.477157504462645,6.6424079790078,0.0393254551267332,1
"ENSMUSG00000002308.16","Cd320",4,22,10,42,26,30,-1.64765133208365,2.85850618024353,0.0394106315557996,1
"ENSMUSG00000002319.16","Ipo4",137,134,41.236,365.001,773,206.001,-3.58011334015733,1.85840057378383,0.0395601856405945,1
"ENSMUSG00000002320.15","Tm9sf1",191,286.999,90.691,577,1119,319.999,0.943111739854293,4.37705256940578,0.0395811082110597,1
"ENSMUSG00000002324.8","Rec8",7,13,0,0,12,17,0.565288239828054,5.80625969408994,0.0397376319856594,1
"ENSMUSG00000002325.15","Irf9",184.999,437,153,1047.379,1515.782,409.006,0.551435490800957,6.33120632524576,0.0397732957597905,1
"ENSMUSG00000002326.6","Gmpr2",151.999,171,87,367,860,212,-0.713422760048939,5.18997432364505,0.0397843392629822,1
"ENSMUSG00000002329.7","Mdp1",50,113,90,360,503,124,-6.63767144154854,0.184329861646444,0.0397938534196004,1
"ENSMUSG00000002332.16","Dhrs1",48,72,51,160,298,69,-7.30895635208727,0.715186146659653,0.0397986047693609,1
"ENSMUSG00000002342.17","Tmem161a",86,100.001,25,203.999,302,80,0.482805482257793,8.29248556767829,0.0398136460921483,1
"ENSMUSG00000002343.11","Armc6",23,29,15,54,131,12,1.26181020628764,3.48053703887165,0.0399149768540772,1
"ENSMUSG00000002345.18","Borcs8",1,25,15,79,107,16,0.60876911587304,5.90567976647964,0.0400508573918246,1
"ENSMUSG00000002346.16","Slc25a42",19,15,3,102,70,18,-6.86928945027201,0.329976929734525,0.0400966487613739,1
"ENSMUSG00000002365.10","Snx9",97,282,83,715,1244,273,-1.21379178951034,3.45878030631353,0.0403284961945308,1
"ENSMUSG00000002372.9","Ranbp3",197,207,80,726.999,1068,358.001,0.4661154697164,7.80169855522155,0.040413575906501,1
"ENSMUSG00000002379.7","Ndufa11",2,28,26,67,105,26,-7.30767350296884,0.703494858006868,0.040528027521213,1
"ENSMUSG00000002393.14","Nr2f6",95,142,69,259,681,289,-6.74123006553144,0.233589266116797,0.0406102494683284,1
"ENSMUSG00000002395.14","Use1",134,170.001,58.001,333.001,595.999,99,0.486477178970622,6.62345806171021,0.0407507451999212,1
"ENSMUSG00000002396.8","Ocel1",78,81,81,250,495.001,146,4.68038124115766,1.1373388047199,0.0408023325416262,1
"ENSMUSG00000002409.18","Dyrk1b",40,25,7,132,157,67,-1.93789966681619,3.52331135181792,0.0410623563984945,1
"ENSMUSG00000002413.15","Braf",102,287,105,428,1132,252,-1.31273488912447,4.38955075881891,0.0410735093071444,1
"ENSMUSG00000002416.13","Ndufb2",17,32,23,88.999,176.001,33,-5.0319810317528,0.241440441561926,0.0411614279814363,1
"ENSMUSG00000002428.12","Hltf",358,467,176,932,1922,383,-6.68013476750719,0.207125212667942,0.0411726769021097,1
"ENSMUSG00000002455.14","Prpf6",143,229,109,488,986,244,-0.752462326819393,4.79108355762791,0.0412148110524271,1
"ENSMUSG00000002458.13","Rgs19",187.998,218.001,190,555.999,1126,347.001,0.555428214855645,6.09979315753628,0.0412763913788526,1
"ENSMUSG00000002459.17","Rgs20",0,2,3,8,0,0,-4.942796135549,0.996018299355535,0.0415190590589177,1
"ENSMUSG00000002475.16","Abhd3",15,28,10,28,45,3,-7.40352725618139,0.755292881364757,0.0415330324921698,1
"ENSMUSG00000002477.5","Snrpd1",30,39,25,104,169,35,-7.33491788899391,0.830113091859641,0.0415642898940137,1
"ENSMUSG00000002486.15","Tchp",108,99,114,313,647.001,221,0.654301148060274,5.15037375455297,0.0416852476704752,1
"ENSMUSG00000002489.16","Tiam1",86,208,17,317.999,709,238,0.626393345820232,5.7129980796443,0.0417441033761991,1
"ENSMUSG00000002496.10","Tsc2",234,375.001,174.001,1024.002,1965,430.001,-1.54253497273237,4.63056533702964,0.0418311660128156,1
"ENSMUSG00000002504.15","Slc9a3r2",12,10,0,22,63,11,-7.26533669306842,0.750516825114233,0.0420218010906757,1
"ENSMUSG00000002524.17","Puf60",164,332,196,697,1480,457,-6.78398177128556,0.290937661618586,0.0421023455388065,1
"ENSMUSG00000002546.17","Golga2",245.001,291,154,499,1294.999,310.001,-6.78398177128556,0.290937661618586,0.0421023455388065,1
"ENSMUSG00000002550.16","Uck1",123,133,117,329,386.001,108,0.461770974820608,6.79975271824696,0.0421170990466501,1
"ENSMUSG00000002578.18","Ikzf4",17,7,0,0,8,6,1.51322091761293,3.52312380241779,0.0421410465760885,1
"ENSMUSG00000002580.7","Mien1",11,23,6,46,141,29,4.61194348353884,1.10586287749254,0.0422549330139049,1
"ENSMUSG00000002602.16","Axl",83,105,36,205,222,172,0.855099275776862,4.52637490018467,0.0422713189506564,1
"ENSMUSG00000002603.15","Tgfb1",1249,1441,799,3677,6939,1614,6.48671336360411,0.488333585661946,0.0423894028043333,1
"ENSMUSG00000002608.8","Ccdc97",336,519,320,1227,2419,652.999,-7.14130134513417,0.696344606446392,0.0424525698002702,1
"ENSMUSG00000002617.14","Zfp40",80,82,32,189,304,130,0.677707559724849,5.38518070182969,0.0424759335270341,1
"ENSMUSG00000002625.10","Akap8l",482,430.999,232,1039,1988,683,6.8990619917217,0.84455446811542,0.0424829507807827,1
"ENSMUSG00000002635.11","Pdcd2l",40,37,28,81,151,60,0.524018987690793,7.01577775264081,0.0425506004428183,1
"ENSMUSG00000002658.9","Gtf2f1",83,227,120,532,850,171,-1.5221749746311,2.93815876846382,0.0425592592897354,1
"ENSMUSG00000002660.8","Clpp",15,25,13,71,163,60,-6.59514829088316,0.169390418943663,0.0427100286174033,1
"ENSMUSG00000002661.14","Alkbh7",10,14,3,52,47,8,0.496438768992866,6.34119651123307,0.0427195336033246,1
"ENSMUSG00000002668.8","Dennd1c",401.999,474.001,323,1677,2691,548,-2.90450768654694,5.47177137609954,0.0428359885799171,1
"ENSMUSG00000002679.14","Med6",24,23,17,185,216,31,-6.64885081253207,0.193932624135699,0.0428895864275942,1
"ENSMUSG00000002688.8","Prkd1",0,1,5,0,0,3,1.27131620059965,3.32069657731826,0.042892054896995,1
"ENSMUSG00000002699.13","Lcp2",719,964,642,2636.999,4337,1000,-1.56219118985364,2.88747973543897,0.0429443266315085,1
"ENSMUSG00000002718.14","Cse1l",196,266.001,69,595,1205,322,0.612163131083337,5.39035103229539,0.043016568496347,1
"ENSMUSG00000002728.14","Naa20",42,64,63,263.126,317,78,0.881840076582857,4.16680910349559,0.0431230648242666,1
"ENSMUSG00000002731.6","Prkra",45,42,21,127,200,26,-0.729585894238389,5.07521588860731,0.0431240130441605,1
"ENSMUSG00000002732.14","Fkbp7",19,27,9,75,85,24,-7.37057326474384,0.730088294292467,0.0432199225842349,1
"ENSMUSG00000002733.8","Plekha3",48,51,27,151,243,77,6.45844979923628,0.473122703070121,0.0432462180909097,1
"ENSMUSG00000002741.9","Ykt6",347,576,217,1096,2955,645,-5.79685318111022,1.14811582107532,0.0433035820120541,1
"ENSMUSG00000002748.7","Baz1b",421,713,278,1890,3338,775,0.467496886704175,6.41016789258944,0.0433450580286817,1
"ENSMUSG00000002763.16","Pex6",200,262,124,570,1227,325,0.514579005592273,5.91326195196173,0.0433803509527528,1
"ENSMUSG00000002767.13","Mrpl2",27,37,34,83,181,54,-5.47705422774698,0.703402262232205,0.0434434742076244,1
"ENSMUSG00000002768.8","Mea1",24,65,8,131,167,75,-6.79129996633843,0.258258994484355,0.0435732871740327,1
"ENSMUSG00000002769.9","Gnmt",0,5,0,2,26,0,-7.12602746477219,0.687212289346836,0.0436175696836823,1
"ENSMUSG00000002771.12","Grin2d",2,0,7,0,12,6,-6.04403867386623,0.657240937336381,0.0436729383082464,1
"ENSMUSG00000002778.14","Kdelr1",147,151,102,434,761,238,-0.862335203056685,4.24740870185212,0.0437876935384786,1
"ENSMUSG00000002781.19","Tmem143",54,56,9,67,236,62,-0.739158479223884,4.98122491642488,0.0437959766342388,1
"ENSMUSG00000002797.9","Ggct",3,7,5,12,109.001,2,0.661386483074335,5.20956492386002,0.0438397035046284,1
"ENSMUSG00000002799.6","Jag2",91,117,44,135,573.001,108,0.543399830319293,5.66471318505163,0.043869120909316,1
"ENSMUSG00000002803.14","Btbd6",100,60,58,157,395.999,118,-6.60158824828444,0.132787445459747,0.0439246299997684,1
"ENSMUSG00000002804.4","Nudt14",3,23,1,21,109,25,-1.12151843755217,3.65956314660926,0.044026126581164,1
"ENSMUSG00000002812.4","Flii",419,582.999,266,1125,2715,556,0.598904063107442,5.26494568147638,0.0440951757837145,1
"ENSMUSG00000002814.15","Top3a",65,150,58,315,659,128,0.516780699805498,6.06824021561594,0.044173047629053,1
