"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","logFC","logCPM","PValue","FDR"
"ENSMUSG00000020899.16","Pfas",186,149,81,393,682,190,0.832250380994946,3.31556358980355,0.182494648963967,1
"ENSMUSG00000020900.15","Myh10",59,122.026,32,252,544.029,114,2.56756577787895,1.39905664412194,0.182507227924291,1
"ENSMUSG00000020901.13","Pik3r5",709,792.001,498,1980.999,3910,965,0.297352696685986,7.4432899912551,0.182712511671145,1
"ENSMUSG00000020902.12","Ntn1",4,2,2,44,4,6,0.408870198126743,9.61671032206529,0.182808488656704,1
"ENSMUSG00000020903.13","Stx8",23,42,35,101,268,39,5.31496692691921,-0.407220727870265,0.182848614802228,1
"ENSMUSG00000020905.11","Usp43",7,2,0,0,0,0,-1.17449857544068,2.73833569625212,0.183026644617547,1
"ENSMUSG00000020910.16","Adprm",21,28,21,47,144,43,-2.21745167049944,1.55426305350433,0.183110268760085,1
"ENSMUSG00000020914.17","Top2a",39,6.001,63,2,293,16,-0.388391888561111,5.84589754152221,0.183216699846242,1
"ENSMUSG00000020917.17","Acly",653.001,1026.001,367,1936,4844,926,-0.421544184522929,5.13470714899993,0.183270430538314,1
"ENSMUSG00000020918.14","Kat2a",165,230,123,542,1093,207,0.643179404417737,4.04482207129042,0.183291324212987,1
"ENSMUSG00000020919.11","Stat5b",282.197,386.848,219.06,865.491,1699.213,434.613,-0.399818791874874,5.43901061091344,0.183317653127223,1
"ENSMUSG00000020921.6","Tmem101",37,31,21,180,203,54,-0.631032757630222,4.13556604800654,0.183363952970937,1
"ENSMUSG00000020922.11","Lsm12",87,110,117,388,560,136,-0.319876862344132,6.71932265029156,0.183394620306988,1
"ENSMUSG00000020923.17","Ubtf",331.999,449,167,1082,1746,498.999,0.33928450268412,6.46818113439923,0.18349802070456,1
"ENSMUSG00000020925.16","Ccdc43",34,46,43,84,181,53.999,-0.38327769571045,5.87653251135903,0.183501714952355,1
"ENSMUSG00000020929.14","Eftud2",116,214,151,373.999,988,176.999,0.493453717686021,4.77095157423713,0.183575425162903,1
"ENSMUSG00000020932.14","Gfap",7,1,0,0,0,0,-0.427248661458894,8.49094574128427,0.183673265319734,1
"ENSMUSG00000020935.8","Dcakd",94,116,96,382,679,120,0.478422996153891,4.87348681818984,0.183674256715612,1
"ENSMUSG00000020936.8","Nmt1",754,1025,481,2472,5044,1029,-2.42200096767298,1.49279495402883,0.183684567341461,1
"ENSMUSG00000020937.14","Plcd3",11,1,4,16,6,2,3.54025582481741,0.297945412193452,0.183698567782961,1
"ENSMUSG00000020941.7","Map3k14",262,248,102,760.999,943.001,306,3.60471686790604,0.257066707176086,0.183701117846314,1
"ENSMUSG00000020946.13","Gosr2",141,329,266,631,1483,390,-0.36162774234899,9.93906213726332,0.183707099510536,1
"ENSMUSG00000020948.9","Klhl28",61,72.999,68,332,313,104,0.297302375905852,8.38650076881279,0.183797087954036,1
"ENSMUSG00000020949.9","Fkbp3",103.001,61.001,38,217,316.999,75.999,-0.96803418151466,3.21657076302948,0.183855547587461,1
"ENSMUSG00000020952.10","Scfd1",98,102.999,20,251,457,118,-0.297827815390892,7.03247905946874,0.184143834137548,1
"ENSMUSG00000020953.17","Coch",0,2,0,0,13,5,0.447359816973489,6.8802501082179,0.184161088126446,1
"ENSMUSG00000020954.16","Strn3",166,238,157,536,874,232,-0.317048666023296,6.86696894548406,0.184185291727226,1
"ENSMUSG00000020955.9","Ap4s1",8,37,11,52,153,31,-0.350814428336555,5.64991336711192,0.184204202694814,1
"ENSMUSG00000020956.14","Dtd2",14,8,2,47,137,37,5.31080013155908,-0.405805810718744,0.184210631959877,1
"ENSMUSG00000020961.15","Ston2",101,173.999,90,402.999,594,181,-2.05123679683105,1.46421755247301,0.184281043203317,1
"ENSMUSG00000020962.14","Gtf2a1",200,606,172,1180,2593,427,0.434237524468289,5.17756133670924,0.184407364578809,1
"ENSMUSG00000020964.14","Sel1l",413.999,519,242,1419,2325,653,-2.30389874014452,2.11941758265953,0.184484692596958,1
"ENSMUSG00000020973.7","Dnaaf2",28,30.491,13,94,109,52.041,-1.1480216861158,2.61768778204555,0.184687568708642,1
"ENSMUSG00000020974.6","Pole2",0,2.342,0,4,0,9,-0.460314130069133,5.2291113878159,0.1848070384801,1
"ENSMUSG00000020978.10","Klhdc2",76,116,50,166,429,136,-2.81926439481462,0.938758965744989,0.184992026494599,1
"ENSMUSG00000020982.9","Nemf",178,263,99,534,950,243,-5.25032771787058,-0.781599432384154,0.185075255611758,1
"ENSMUSG00000020986.13","Sec23a",71,132,98,343,649,234,-5.25032771787058,-0.781599432384154,0.185075255611758,1
"ENSMUSG00000020988.9","L2hgdh",0,25,1,55,38,24,-5.25032771787058,-0.781599432384154,0.185075255611758,1
"ENSMUSG00000020993.9","Trappc6b",57,95,82,272,561,120,-5.25032771787058,-0.781599432384154,0.185075255611758,1
"ENSMUSG00000020994.5","Pnn",144,226,116,583,1062,272,-5.25032771787058,-0.781599432384154,0.185075255611758,1
"ENSMUSG00000021000.17","Mia2",297,415,283,1121,1692,523,-5.25032771787058,-0.781599432384154,0.185075255611758,1
"ENSMUSG00000021003.10","Galc",139,171,85,284,812,98,0.799418829647048,3.33147205535038,0.185084956881342,1
"ENSMUSG00000021007.14","Spata7",14,11,9,32,14,0,0.594382266098007,4.49372258188967,0.185166069278018,1
"ENSMUSG00000021009.15","Ptpn21",78,94,61,179,409,91.001,-0.568523390807309,4.37854373016296,0.185182869756067,1
"ENSMUSG00000021012.16","Zc3h14",158,209,117,375,861,273.999,-5.02456375415642,-0.760545798088629,0.185257618824921,1
"ENSMUSG00000021013.16","Ttc8",33,36,0,127.999,122,26,-0.500112787515732,4.63495699019345,0.185389567643716,1
"ENSMUSG00000021018.8","Polr2h",57,26,34,58,187,26,-2.79935182343102,1.3794370370745,0.185395014852376,1
"ENSMUSG00000021022.9","Ppp2r3c",84,93.026,34.402,218.599,328.895,71,1.12491293796267,2.78354201784343,0.185460773946201,1
"ENSMUSG00000021023.14","Prorp",21,42,26,67,153,29,-0.549579432275078,4.52784786152214,0.185573592994572,1
"ENSMUSG00000021024.14","Psma6",140,160,80,218,541,93,0.867322269759575,3.20819511020099,0.185618893216999,1
"ENSMUSG00000021025.8","Nfkbia",2343,4548,2836,7969,17899,4238,0.326347239328976,6.72044620691129,0.185635125708085,1
"ENSMUSG00000021027.17","Ralgapa1",135,234,164.001,627,1221,163.999,-5.04990239767087,-0.753305287696479,0.185702168972728,1
"ENSMUSG00000021028.8","Mbip",26,56,19,111,282,37,-5.06988764888416,-0.742641867553913,0.185758009259376,1
"ENSMUSG00000021032.13","Ngb",0,9,3,11,17,0,-5.06988764888416,-0.742641867553913,0.185758009259376,1
"ENSMUSG00000021033.11","Gstz1",57,50,26,114,377,87,-0.45310426754173,4.78728737547033,0.185875166090614,1
"ENSMUSG00000021036.10","Sptlc2",243,419,159,885,1765.001,451.999,5.1485188827108,-0.426890688310661,0.185931778639977,1
"ENSMUSG00000021037.7","Ahsa1",163,215.999,116,302,670,183.326,0.86244627166072,3.4236408762607,0.18594992669829,1
"ENSMUSG00000021038.17","Vipas39",92,112,51,170,617,97,-0.454942893092555,5.48616585670799,0.185971057281972,1
"ENSMUSG00000021039.9","Snw1",158,226,112,487,977,283,0.321988508259666,6.21233823632275,0.185991956310974,1
"ENSMUSG00000021040.15","Slirp",53,70,35,181,356,58,-5.01189833864338,-0.756140331539995,0.186021998917837,1
"ENSMUSG00000021044.15","Adck1",64,75,86,174.001,463,84,-5.01189833864338,-0.756140331539995,0.186021998917837,1
"ENSMUSG00000021047.7","Nova1",125,118,43.059,288,461,92.221,-0.302081687550526,7.14667274868187,0.186043041246353,1
"ENSMUSG00000021048.7","Mthfd1",87,112,60,163,484,170,0.624364455794197,4.2330740028903,0.186053664820054,1
"ENSMUSG00000021051.10","Ppp2r5e",113,206.999,75,515,851,194,-0.428226396130381,5.2645242269008,0.186069417321082,1
"ENSMUSG00000021054.6","Sgpp1",141,187,107,391,831,301,0.327803091095604,6.65027631075511,0.186128976549415,1
"ENSMUSG00000021055.14","Esr2",0,4,10,0,0,7,0.428122251005471,5.37235480966921,0.186292721331334,1
"ENSMUSG00000021057.15","Akap5",5,34,20,31,108,49,0.320725972215094,6.32442530871513,0.186443272093323,1
"ENSMUSG00000021061.15","Sptb",19,21,1,0,31,3,0.548237931726816,4.421311625432,0.186445805908904,1
"ENSMUSG00000021062.15","Rab15",12,4,6,0,22,3,0.28889012273144,7.26701277626541,0.186567293647387,1
"ENSMUSG00000021065.16","Fut8",68,113,118.001,276,385,71,-1.03229465180428,3.01438600739886,0.186572577291794,1
"ENSMUSG00000021066.9","Atl1",66,75,38,186,403,129,0.980848620876516,3.13685522346239,0.186684386124115,1
"ENSMUSG00000021067.8","Sav1",90,141,68,242,642,146,-0.292677793805136,7.80614285110789,0.186690248879888,1
"ENSMUSG00000021068.17","Nin",211,215,123,518,995,249,0.296621389540777,7.71933176208801,0.186717344811562,1
"ENSMUSG00000021069.17","Pygl",29,66,84,242,444,227,-0.790789158371267,3.56241600156721,0.186839657560431,1
"ENSMUSG00000021070.6","Bdkrb2",1,3,0,0,0,0,0.757618633583661,3.68545764804839,0.187005342622995,1
"ENSMUSG00000021071.17","Trim9",20,18,20,22,10,24,-0.435956747010362,4.95540516939788,0.187083115806817,1
"ENSMUSG00000021072.12","Tmx1",159,164,143,410,927,200,-0.386301616923574,7.26155434920394,0.187089360369527,1
"ENSMUSG00000021076.6","Actr10",84,112.001,38,311.001,550.001,96,-1.02875657685679,3.43568537664065,0.187218016212475,1
"ENSMUSG00000021079.16","Timm9",24,22,6,40,74,7,0.307802157362832,8.58332910118143,0.187247831927063,1
"ENSMUSG00000021081.12","Serpina1f",7,6,7,0,0,15,-4.18065851578817,-0.0867480774283498,0.187269352546901,1
"ENSMUSG00000021087.18","Rtn1",346,405,190,971,2030,400,-0.413865036122011,5.15387123836219,0.187290709236353,1
"ENSMUSG00000021090.16","Lrrc9",0,8,0,7,8,5,0.314435238787841,7.33944956186377,0.187410738566122,1
"ENSMUSG00000021094.10","Dhrs7",67,96,44,160,427,74,0.522911117957144,4.87504846617953,0.187415079216406,1
"ENSMUSG00000021096.11","Ppm1a",112,246,97.999,454,925.001,293.999,-2.53505007046963,1.05922067401445,0.187475663259495,1
"ENSMUSG00000021097.15","Clmn",25,40,4,72,19,70,0.326593638002489,6.38610961587856,0.187537076755107,1
"ENSMUSG00000021102.4","Glrx5",19,44,25,61,128.001,38,5.37925432400542,-0.400792607238704,0.187548079567806,1
"ENSMUSG00000021103.12","Mnat1",4,28,22,34,126,19,-1.25954001642422,2.55742363786217,0.187586695468711,1
"ENSMUSG00000021108.18","Prkch",133,185,105,309,888,170,0.439683256077345,5.15273990785151,0.187604677382715,1
"ENSMUSG00000021109.13","Hif1a",277,552,286,1140,2614.192,477,-0.732919155888729,3.9303948518226,0.187634825801449,1
"ENSMUSG00000021111.15","Papola",417.001,480,202.999,1234,2231,410,-0.505420573846879,4.66884642007042,0.18776722209004,1
"ENSMUSG00000021112.9","Mpp5",79,130,30,395,658,148,0.689009246331987,3.81311521718877,0.187768983076816,1
"ENSMUSG00000021113.5","Snapc1",62,97,16,189.931,379.755,82.893,-0.732332785919616,3.52332209196762,0.187793312650795,1
"ENSMUSG00000021114.9","Atp6v1d",79,209,97,462,596,182,-1.02416190268758,3.09710893357471,0.187815385524416,1
"ENSMUSG00000021115.15","Vrk1",178,214,74,776,1018.001,325.001,-3.48396629905636,0.202613890356183,0.187914522731041,1
"ENSMUSG00000021116.10","Eif2s1",113,147,103,329,554,102,-0.355335302274324,5.489548755003,0.187931569080368,1
"ENSMUSG00000021118.7","Plek2",6,3,8,0,0,1,0.608904944531535,4.19368305033482,0.187954801748682,1
"ENSMUSG00000021120.11","Pigh",22,46,7,77,220,62,0.337670856623346,6.85907327359595,0.187964531685082,1
"ENSMUSG00000021123.12","Rdh12",3,8,13,2,23,7,-0.639889155028444,4.08853124391483,0.188117799098164,1
"ENSMUSG00000021124.13","Vti1b",53,77.999,15,180,361,106,0.313674259398605,6.11014584889613,0.188124437350736,1
"ENSMUSG00000021125.6","Arg2",0,0,0,0,13,5,-0.469813570725842,5.0191546758302,0.188262396761793,1
"ENSMUSG00000021127.7","Zfp36l1",1828,3656,1454,8334.999,15775,4488,0.401972568458716,5.1585512908038,0.188286592041248,1
"ENSMUSG00000021130.8","Galnt16",16,6,4,30,57,1,0.371317584741356,5.77493632597276,0.188388719408249,1
"ENSMUSG00000021131.14","Erh",46,79.001,32,126.842,431.159,52.417,-2.70688854946407,1.1431096834101,0.188394306169009,1
"ENSMUSG00000021133.9","Susd6",306,429,208,1003,2350,518,0.828258355240889,4.32778822599977,0.188522192860615,1
"ENSMUSG00000021134.17","Srsf5",3031.958,5016.492,2244.973,12495.648,25170.676,6430.276,-0.417554212420213,5.03549341918155,0.188562003111392,1
"ENSMUSG00000021135.8","Slc10a1",35,4,0,0,25,5,0.39034174413468,5.6124142660078,0.188634043147205,1
"ENSMUSG00000021136.13","Smoc1",0,9,0,1,7,7,-1.23037242595066,2.85702681189462,0.18871228710499,1
"ENSMUSG00000021139.17","Gm20498",20.418,12.222,0,0,13.615,20.486,-1.33399925571803,3.05816099584824,0.188765965175742,1
"ENSMUSG00000021140.9","Pcnx",192.678,315,189.001,815.295,1271.209,403,-0.783260486692937,3.40616545719934,0.188777415614661,1
"ENSMUSG00000021143.10","Pacs2",281,430,269,1004,2079.999,365,0.38464348235848,5.52638370866357,0.188862322980498,1
"ENSMUSG00000021144.14","Mta1",97,185,89,525.001,990,269,1.21969307929838,2.70369594790899,0.188869063051885,1
"ENSMUSG00000021147.17","Wdr37",117,254,183,697,1303,376,5.17694557631459,-0.440514249839014,0.188883697645274,1
"ENSMUSG00000021149.8","Gtpbp4",145,258,87,428,794.001,177,-0.501087807829994,4.40015984845918,0.188886039570909,1
"ENSMUSG00000021156.17","Zmynd11",452.001,523.001,276,1243.999,2231,692,-0.394075956700617,5.55520753145922,0.188934500960853,1
"ENSMUSG00000021171.8","Esyt2",106,138,129,337,968.001,183,0.61106184996123,5.75922120079645,0.189084284995575,1
"ENSMUSG00000021175.15","Cdca7l",0,5,0,0,59,25,-0.741922810280205,3.75752424596662,0.189245297377604,1
"ENSMUSG00000021176.6","Efcab11",0,2,5,0,0,16,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021177.16","Tdp1",55,58,45,143,298,78,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021178.9","Psmc1",114,148,98,385,876,166,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021179.8","Nrde2",57,57,34,302,391,91,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021180.9","Rps6ka5",133,128,62,334,732,155,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021182.16","Ccdc88c",11,7,6,61,72,106,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021185.16","Dglucy",86,142,70,306,468,146.001,-5.12587057808211,-0.72909230511588,0.18925167351855,1
"ENSMUSG00000021186.9","Fbln5",2,13,5,2,0,0,-0.330401284291107,6.38156253819905,0.189254615293798,1
"ENSMUSG00000021188.14","Trip11",302,442,184,802,2053,326,-0.354598923301813,5.96069015322571,0.189294802136773,1
"ENSMUSG00000021189.11","Atxn3",119,140,40,245,495,156,-2.90805223164451,1.29865230823175,0.189466175807799,1
"ENSMUSG00000021190.14","Lgmn",7779,10085,5288,22998.001,47637,11045,-0.614082667252535,4.2145309619796,0.189503319119789,1
"ENSMUSG00000021192.16","Golga5",103,174,84,490,809,192,2.23804076951961,1.97390589632308,0.189519359766168,1
"ENSMUSG00000021193.10","Pitrm1",113,95.001,41,388,660.001,105,3.15721429372646,0.624333878094872,0.189596105201328,1
"ENSMUSG00000021196.14","Pfkp",38,48.999,24.999,33,95,103,-2.2118625678258,1.75584493923123,0.18962666196048,1
"ENSMUSG00000021198.16","Unc79",40,25,31,36,131,0,-0.284732168625184,7.29181689223765,0.189646050042936,1
"ENSMUSG00000021200.14","Asb2",234,277,113,739,1630,455,0.494787113631961,5.20664731055173,0.189766206563116,1
"ENSMUSG00000021203.15","Otub2",16,77,52,85,238,21,-1.93237101656374,1.93991948274118,0.189938624612959,1
"ENSMUSG00000021209.12","Ppp4r4",14,5,0,9,4,0,-0.593321162645275,4.46304643140277,0.190031105390218,1
"ENSMUSG00000021213.12","Akr1c13",0,9,0,37,9,8,-3.08551869975206,0.802883669638252,0.190145104938298,1
"ENSMUSG00000021215.15","Net1",0,3,4,0,27,12,0.352165237371829,5.93908499868599,0.190181181791009,1
"ENSMUSG00000021218.10","Gdi2",1040.001,1599.999,692,3431,6369,1406.999,-2.29261039556445,1.575701830734,0.190187466498971,1
"ENSMUSG00000021219.16","Rgs6",16,5,15,1,0,14,0.392998114622333,7.20176265118296,0.190244340790612,1
"ENSMUSG00000021222.9","Dcaf4",60,55,25,141,354,67,0.419458799991093,5.84709209628171,0.19026544279342,1
"ENSMUSG00000021223.13","Papln",14,39,10,85,138,43,-0.639651148554615,3.95673781559945,0.190396142968354,1
"ENSMUSG00000021224.15","Numb",933,1153,601,3046.999,5653,1382.999,-0.314318172566522,6.56871529149963,0.190459127555743,1
"ENSMUSG00000021226.7","Acot2",35,30.504,14,33,181,37.394,0.356860036710647,5.93048484180179,0.190498457166598,1
"ENSMUSG00000021234.9","Fam161b",0,7,0,11,5,2,0.417164752470141,5.20886406769132,0.190503077181758,1
"ENSMUSG00000021235.13","Coq6",25,27,0,53,152,40,-0.426567476227154,4.98662557343995,0.190507671817843,1
"ENSMUSG00000021236.16","Entpd5",57,61,16,84,215,49,-3.49146136301007,0.831412270443007,0.190515510170072,1
"ENSMUSG00000021238.11","Aldh6a1",102,112,80,202,440,102.999,5.20623433543877,-0.276179988256878,0.190625769552814,1
"ENSMUSG00000021239.12","Vsx2",19,2,0,0,0,0,-2.88450000282003,1.0361248575969,0.190660338992968,1
"ENSMUSG00000021240.6","Abcd4",94,59,41,162,256,52,-1.02484374148798,3.01206374558644,0.190768285976699,1
"ENSMUSG00000021241.7","Isca2",35,35,11,44,242,52.001,-0.769396570227717,3.61162542177864,0.190773050711912,1
"ENSMUSG00000021242.9","Npc2",768.999,1333.001,712,2427,5716,1023,0.422410073394564,5.86635181920868,0.190935720440968,1
"ENSMUSG00000021243.14","Fcf1",2,39,24,179,232,81,0.34536846155767,5.87193518482234,0.190958139993905,1
"ENSMUSG00000021244.15","Ylpm1",277.999,430,224.999,1047,2120,474,-0.401134765825108,5.28590925003514,0.190965426558413,1
"ENSMUSG00000021245.15","Mlh3",22,70,26,182,468,44,-0.496890600658147,4.65205449931805,0.191089701136475,1
"ENSMUSG00000021248.9","Tmed10",598,706.976,394.813,1597.908,3144.657,831,-2.88397753071387,1.45190822438822,0.191363439976843,1
"ENSMUSG00000021250.13","Fos",12823,15702,7441,25402,53425,17978,-1.33587508123472,2.29243898673926,0.19147884347304,1
"ENSMUSG00000021252.11","Erg28",17,15,6,30,28,2,-3.37194395945992,0.576835456650792,0.191717682924635,1
"ENSMUSG00000021254.9","Gpatch2l",245,320,128,700,1521,324,0.38539501156306,6.24620552233995,0.19171902029684,1
"ENSMUSG00000021256.5","Vash1",79,100,38,325,638,164,0.359426415185716,8.21292453086705,0.191895130275687,1
"ENSMUSG00000021257.14","Angel1",70,83,9,129,232,75,0.322695299946521,6.1767991664027,0.191965969792951,1
"ENSMUSG00000021258.10","Ccnk",103,176,87,446,776,207,-0.952673856967991,3.04721290714247,0.191999411533554,1
"ENSMUSG00000021259.5","Cyp46a1",18,17,3,35,80,15,0.675393845802194,3.90400839310073,0.192026235407377,1
"ENSMUSG00000021262.15","Evl",505,585,404.999,1680,2759.999,693,0.692704741134556,3.86409200179437,0.19212709619103,1
"ENSMUSG00000021263.11","Degs2",21,33,46,103,98,38,0.566964560393782,4.76968573932243,0.192274939381069,1
"ENSMUSG00000021264.12","Yy1",575,807,402,1657,3584,877,0.362031590176064,5.71339831815406,0.192284283464497,1
"ENSMUSG00000021265.3","Slc25a29",8,11,3,55,131,18,5.08781116397583,-0.48152453032822,0.192512456778132,1
"ENSMUSG00000021266.16","Wars",118,166,86,414,813,133.999,0.395705332077759,5.54369560464077,0.192568572729361,1
"ENSMUSG00000021270.13","Hsp90aa1",1800.676,4253.651,2693.739,7476.386,13041.747,3354.071,-3.38857577863746,0.437807196244817,0.192611186292225,1
"ENSMUSG00000021271.5","Zfp839",192,154,53,482,904,205,5.08542279307526,-0.488796928305596,0.192714969373552,1
"ENSMUSG00000021273.11","Fdft1",112,142,125,332,695,171,1.31668901995489,2.33135837917595,0.192776279449483,1
"ENSMUSG00000021275.16","Tecpr2",91,69,44,274,358,112,-0.732867842697409,3.54561924475363,0.192833952632506,1
"ENSMUSG00000021276.10","Cinp",28,34,45,95.001,220,69,-0.292657639509972,7.459141866181,0.193062139614945,1
"ENSMUSG00000021277.16","Traf3",196,316,143,695,1458,283,-5.11238149150235,-0.810318960380396,0.193107253606565,1
"ENSMUSG00000021278.7","Amn",0,3,11,14,20,0,-5.11238149150235,-0.810318960380396,0.193107253606565,1
"ENSMUSG00000021279.5","Cdc42bpb",336,615,246,1543.999,2962,805,-5.11238149150235,-0.810318960380396,0.193107253606565,1
"ENSMUSG00000021280.9","Exoc3l4",20,4,0,0,27,5,-5.11238149150235,-0.810318960380396,0.193107253606565,1
"ENSMUSG00000021281.15","Tnfaip2",77,406.999,122,687,1544.999,312,-5.11238149150235,-0.810318960380396,0.193107253606565,1
"ENSMUSG00000021282.17","Eif5",1952,4454.998,2210,9957.011,18173,4013.999,0.3825727011395,5.61985050831584,0.193119300655031,1
"ENSMUSG00000021285.15","Ppp1r13b",77,104,75,207,582,110,5.16870103001479,-0.437759913351769,0.193132305361681,1
"ENSMUSG00000021286.8","Zfyve21",37,24,19,87,85,25,0.291780509890415,6.69515193192759,0.193179899160997,1
"ENSMUSG00000021287.12","Xrcc3",20,15,4,67,124,34,-1.44485981523525,2.09268048490821,0.193216505733466,1
"ENSMUSG00000021288.19","Klc1",168.999,212,115.001,525,1015,294.999,0.484993849636031,4.69277344568844,0.193236138921209,1
"ENSMUSG00000021290.6","Atp5mpl",23,45,10,29,156,10,5.17374479117186,-0.41537206529348,0.193306382362133,1
"ENSMUSG00000021294.7","Kif26a",19,0,1,0,26,0,-0.664220225847118,4.14530145882647,0.193379609148566,1
"ENSMUSG00000021298.8","Gpr132",0,10,8,0,5,1,0.614905203573639,3.99406056783525,0.193399113697653,1
"ENSMUSG00000021301.9","Hecw1",0,8,12,0,1,17,-0.537010320809572,4.29446063010572,0.193477592384671,1
"ENSMUSG00000021302.10","Ggps1",62,118,37,228,485,87,-0.325002659802325,5.90252729761815,0.193478994475657,1
"ENSMUSG00000021306.11","Gpr137b",207.073,161.459,110.1,408.835,917.132,166.934,0.35021511832442,5.58031764692902,0.193493005385609,1
"ENSMUSG00000021311.9","Mtr",344,676,298.001,1274,2679,600,-0.348238875543326,5.94173739419382,0.193557045140009,1
"ENSMUSG00000021313.16","Ryr2",15,14,6,8,0,21,-0.342482214142548,5.77316273146986,0.193578396593649,1
"ENSMUSG00000021314.13","Amph",4,1,6,7,0,0,0.298598408597732,6.62102979040229,0.193894180555449,1
"ENSMUSG00000021322.8","Aoah",0,5,1,25,14,24,0.466146073868307,5.91572888833114,0.193937165296756,1
"ENSMUSG00000021326.13","Trim27",113,241,87,546.999,1125.999,331,-4.05531945495407,-0.089805030939577,0.194015174287706,1
"ENSMUSG00000021327.19","Zkscan3",246,390.875,156,913,2319.042,471.924,0.467557580451536,4.72065262136528,0.194197853153315,1
"ENSMUSG00000021336.17","Slc17a4",0,10,6,27,0,9,-5.03441053054157,-0.755499477188447,0.194236202541853,1
"ENSMUSG00000021338.17","Carmil1",39,54,25,108,184,57,-0.875955155852425,3.57031886661433,0.194393421641445,1
"ENSMUSG00000021339.4","Mrs2",142,177,71,481,948,215,0.294987186687704,7.6643185609075,0.194502087120927,1
"ENSMUSG00000021340.13","Gpld1",43,39,33,260,450,67,-0.404645411224703,5.2909064969766,0.194555115528676,1
"ENSMUSG00000021356.10","Irf4",29,48,84,117,371,89,0.317401240909817,7.91181386271595,0.194593995455594,1
"ENSMUSG00000021357.14","Exoc2",150,214.999,90,418,898,194,0.334941227207216,7.73563602334296,0.194696253652784,1
"ENSMUSG00000021360.16","Gcnt2",144,104,68,327,851,145.001,0.33663862478017,5.70678580734875,0.194778021532716,1
"ENSMUSG00000021361.7","Tmem14c",70,122,69,271,594,132,-2.89144903298276,1.26069505463806,0.194824016464119,1
"ENSMUSG00000021362.7","Gcm2",12,2,6,5,0,0,0.335814850376391,6.92489338049201,0.195109484840469,1
"ENSMUSG00000021363.14","Mak",0,8,4,0,9,13,-0.300192160717157,8.13007965870304,0.19525164614067,1
"ENSMUSG00000021364.16","Elovl2",0,3,11,14,0,8,0.279999473390107,7.12787914890048,0.195261818179628,1
"ENSMUSG00000021365.15","Nedd9",34,37,23,103,144,59,0.404962986589344,6.48592318160244,0.195294138023994,1
"ENSMUSG00000021366.8","Hivep1",270,313,139,649,1377,333,-0.658858850483089,3.87483324310569,0.195360262540067,1
"ENSMUSG00000021367.8","Edn1",35,29,36,137,221,50,3.37519861059681,0.242387028863047,0.195647788063627,1
"ENSMUSG00000021368.15","Tbc1d7",20,14,14,15,87,15,5.09617644515419,-0.358516278788268,0.195823875706165,1
"ENSMUSG00000021371.5","Mcur1",212,332,97,854,1352,344,-1.35645769221134,2.38260850252003,0.195913309528592,1
"ENSMUSG00000021373.16","Cap2",8,2,0,8,0,0,0.29575580253215,6.91791640713919,0.195954341484812,1
"ENSMUSG00000021374.10","Nup153",292,803,270,1578,2947.999,838,0.491693156260232,4.58792853373285,0.196427650233017,1
"ENSMUSG00000021375.11","Kif13a",128,292,187,880,1187,349,3.52764549236581,0.185208219223225,0.196691342631846,1
"ENSMUSG00000021376.11","Tpmt",7,12,4,24,23,22,0.456338211688986,5.41950467103284,0.196862927398656,1
"ENSMUSG00000021377.15","Dek",166,341.999,178,562,1393,301.999,0.419535461149701,5.10166063185697,0.197013937347665,1
"ENSMUSG00000021379.2","Id4",0,4,0,0,15,9,0.692267869079594,3.89977553647745,0.19708942857521,1
"ENSMUSG00000021384.14","Susd3",429,460,223,1362,2343,555,0.298471638365526,7.51789375370794,0.197123032615003,1
"ENSMUSG00000021385.10","Ippk",24,34,35,60,126,42,0.388129287250905,6.45801363661232,0.197124400518712,1
"ENSMUSG00000021391.10","Cenpp",0,1,0,6,8,18,0.29253178184968,9.04071631974468,0.197154072839429,1
"ENSMUSG00000021392.8","Nol8",77,89,63,231,376,99,3.44674141531474,0.198399712895571,0.197157106574876,1
"ENSMUSG00000021395.11","Spin1",167,198,65,519,921,227,-3.60291297674872,0.747933139746665,0.197522208435437,1
"ENSMUSG00000021396.5","Nxnl2",0,4,0,0,39,4,0.344665295598964,6.08850625090004,0.197560799670809,1
"ENSMUSG00000021400.8","Wrnip1",79,84,58,126,367,144,-3.34584864983877,0.511100485461406,0.1976005590777,1
"ENSMUSG00000021403.3","Serpinb9b",3,2,5,25,0,0,0.792047266415805,3.31123572170975,0.19765485806503,1
"ENSMUSG00000021408.15","Ripk1",145.895,507.387,168.949,743.001,1693.64,448.931,0.398873902963213,5.23036133603686,0.197784312708543,1
"ENSMUSG00000021411.16","Pxdc1",39,96,57,263,510,72,-3.34892916250957,0.758326583160286,0.19788867440382,1
