"","geneid_symbol","CTX_14A2","CTX_14A4","CTX_14A5","CTX_14L1","CTX_14L2","CTX_14L3","CTX_3A2","CTX_3A3","CTX_3A4","CTX_3L2","CTX_3L3","CTX_Naive1","CTX_Naive2","CTX_Naive3"
"ENSMUSG00000038352.15","Arl5c",36.79818,95.925722,76.504858,23.588522,71.613529,59.126257,35.260347,29.983352,46.626711,57.453607,42.363735,39.61333,26.090248,68.986281
"ENSMUSG00000038354.13","Ankrd35",0.061556,0.247648,0.230915,0.213768,0.440585,0.116966,1.241809,0,0.595304,0.056849,0,0,0,0.230634
"ENSMUSG00000038357.10","Camp",118.0955,25.865066,488.616533,26.02277,9.384749,10.054493,15.874195,22.704571,3.527378,39.077059,0,13.685164,135.155954,13.673751
"ENSMUSG00000038365.8","Fbxo25",16.654077,11.456501,14.790923,22.679112,14.206606,16.578605,10.902094,16.607739,15.828165,14.919626,13.250049,17.987848,27.80755,11.14089
"ENSMUSG00000038366.15","Lasp1",219.00344,252.458734,226.799672,197.976262,177.101399,258.685148,192.137837,186.543645,234.273342,232.713791,192.163491,175.192623,208.962839,176.457531
"ENSMUSG00000038368.16","Focad",7.590223,4.241594,7.622605,18.812146,12.863083,5.669228,7.108486,5.951013,11.812064,7.902969,12.207741,7.829403,10.675986,9.32091
"ENSMUSG00000038369.14","Ncoa6",27.123345,42.133746,32.429156,27.197808,43.010773,32.551118,55.046534,54.24177,43.489607,44.974818,39.357759,46.993953,43.542434,23.913545
"ENSMUSG00000038370.6","Pcp4l1",0,0.787036,1.494679,0.807101,1.958272,0.645763,0.920485,1.178795,1.446154,0.252719,1.955214,0.40186,2.45031,1.907714
"ENSMUSG00000038371.15","Sbf2",55.007067,62.275998,41.415634,47.184239,52.728724,45.053171,68.342639,59.955166,59.260506,65.375497,49.333015,65.335823,61.622848,60.886069
"ENSMUSG00000038372.14","Gmds",5.10806,6.696726,6.929798,7.923055,4.46375,5.889996,4.924345,4.885766,5.308245,5.085675,5.980686,5.856959,8.903995,9.503877
"ENSMUSG00000038374.10","Rbm8a",59.175512,48.023725,46.530839,54.160457,41.441388,47.625736,53.31698,59.040746,56.210526,59.837352,56.631182,39.987172,51.073671,40.862473
"ENSMUSG00000038375.15","Trp53inp2",17.768668,29.090662,27.134235,12.882055,32.015824,25.758059,86.495982,59.814332,36.392268,44.119962,30.647953,34.115746,20.207186,41.570716
"ENSMUSG00000038379.15","Ttk",0.294185,0.054176,0.350581,0,0,0,0.991278,0.093062,0.361721,0.41955,1.121098,0.790974,0.532608,0
"ENSMUSG00000038383.16","Pigu",41.354043,36.909338,41.405775,45.357876,57.015138,38.020665,41.600917,46.383119,48.717649,49.062897,40.152918,47.739086,51.650063,37.296809
"ENSMUSG00000038384.16","Setd1b",39.649184,24.75132,30.10873,26.192801,24.196513,30.41598,34.112847,42.840903,35.10051,32.545799,25.879957,38.157608,39.711795,25.251698
"ENSMUSG00000038387.9","Rras",19.318598,21.663831,20.882333,28.250211,20.052892,27.547883,24.118578,14.116519,25.361657,24.589989,18.235101,16.585772,28.862039,39.012106
"ENSMUSG00000038388.14","Mpp6",18.262385,18.441023,18.909454,10.689074,29.461904,22.898301,23.69006,31.061573,19.853327,19.574242,19.276521,15.498643,21.09821,26.220413
"ENSMUSG00000038390.11","Gpr162",8.039093,3.27708,7.260762,13.351019,3.25806,6.554667,3.905402,7.544135,7.544293,7.760777,5.307172,10.01782,9.777953,3.732423
"ENSMUSG00000038393.14","Txnip",740.754761,362.522723,499.850485,749.579949,437.654832,454.907614,492.561432,814.684416,572.950646,538.544346,462.525213,543.418012,984.842764,301.56416
"ENSMUSG00000038398.8","Upf3a",22.318554,24.52002,25.583802,22.885389,32.975975,22.633586,21.055692,24.207565,20.779842,21.278568,22.688318,20.63939,25.50666,21.746687
"ENSMUSG00000038400.15","Pmepa1",307.569052,167.91676,179.70615,288.166471,229.443144,265.663771,214.011094,204.368542,265.943051,245.915695,207.716762,214.712916,281.9638,151.841879
"ENSMUSG00000038402.2","Foxf2",0,0,0,0.102235,0,0.414195,0.098873,0.107872,0.167854,0,0,0,0,0
"ENSMUSG00000038403.10","Hjv",0,0.22283,0,0,0,0,0,0,0.297657,0,0.556326,0,0,1.445018
"ENSMUSG00000038406.17","Scaf1",113.774017,103.10839,120.205759,93.808096,60.869045,114.398,72.591665,85.544414,91.700455,90.982172,83.263549,100.927628,113.123848,73.259616
"ENSMUSG00000038412.8","Higd1a",20.666972,26.16764,26.968414,23.647114,25.220912,36.186402,28.182238,21.021438,29.800798,27.10306,30.639806,25.963691,17.418059,22.488121
"ENSMUSG00000038415.10","Foxq1",0,0,0.319547,0.236999,0,0.194325,0,0.101095,0.2352,0,0.592053,0,0,0.191607
"ENSMUSG00000038416.15","Cdc16",34.740034,20.201967,22.708638,33.436271,31.319651,26.167906,31.712898,33.777048,29.812755,32.807206,26.707168,29.646722,31.900214,26.185122
"ENSMUSG00000038417.4","Fig4",16.627603,14.844656,12.876038,16.386872,12.830354,14.883591,14.31752,16.026024,16.929181,17.868244,11.765167,18.955063,18.296283,18.411055
"ENSMUSG00000038418.7","Egr1",6368.285626,3517.860979,5355.799165,5406.59028,5812.217329,5381.618585,6514.92985,7413.773375,6440.450722,6751.573408,5042.51372,6649.873744,4604.781535,4589.155414
"ENSMUSG00000038421.13","Fcrla",0,0.091653,2.720882,0,0,0.960828,0.22679,0,0.463169,0.188061,0,0,0,0.592964
"ENSMUSG00000038422.2","Hdhd3",1.484965,0.537341,0.582329,2.445724,0,0,0.830475,0.91716,0.179626,0.687438,0.993838,0.548619,2.367881,0.864133
"ENSMUSG00000038425.18","Poli",7.31212,3.961851,6.243773,9.975148,3.716576,7.336214,6.157995,7.22552,7.580083,7.676192,3.766111,5.810012,9.371127,4.705222
"ENSMUSG00000038429.10","Usp5",54.661483,37.439347,42.450755,55.272699,34.113959,45.46901,40.245049,41.353505,56.665304,47.38344,48.525936,46.037527,60.529206,37.885644
"ENSMUSG00000038437.11","Mllt6",51.374913,58.948514,37.353676,39.347752,36.813897,35.890604,37.818733,38.853025,36.833333,42.53199,31.249542,34.76432,54.554707,33.403978
"ENSMUSG00000038446.8","Cdc40",23.239841,19.110969,15.626138,21.577059,20.872695,20.977823,23.44665,29.164049,24.990794,25.517932,22.354785,29.876085,27.57007,19.540586
"ENSMUSG00000038451.13","Spsb2",33.030366,27.47973,32.697475,30.8085,35.717131,40.29792,13.405737,18.561899,36.607523,33.020996,28.983753,25.092906,28.748399,19.043284
"ENSMUSG00000038453.17","Srcin1",0.323957,1.937807,0.392614,0.034219,0,0.211037,0.033776,0.25755,0.519397,0.284493,0.536206,0,0.310195,0.584451
"ENSMUSG00000038456.9","Dennd2a",7.072669,6.607179,6.781975,9.927275,5.776745,7.844484,6.779887,6.132087,7.467036,10.073887,8.986776,14.327741,8.337499,8.446346
"ENSMUSG00000038457.17","Tmem255b",0,0,0,0,0,0,0,0.226212,0,0,0,0,0,0
"ENSMUSG00000038459.10","Abhd17c",63.759726,52.191094,45.861766,77.732912,46.61597,46.712684,64.825373,59.691628,68.635662,67.964398,54.886149,76.813146,69.530772,48.409411
"ENSMUSG00000038462.3","Uqcrfs1",38.336491,41.280937,42.624182,72.050401,48.509868,31.230092,43.507154,41.144252,33.730953,38.607071,40.295344,28.021973,45.136814,38.241358
"ENSMUSG00000038463.8","Olfml2b",33.538507,28.401123,17.179367,40.392168,25.889913,32.602479,27.557708,25.457926,31.07761,30.551767,42.029452,18.444538,44.975533,23.872269
"ENSMUSG00000038467.15","Chmp4b",179.999798,172.830706,115.538495,125.193879,115.2767,104.75066,83.110419,83.655966,123.448917,107.481471,107.234094,118.594431,116.693112,162.685442
"ENSMUSG00000038473.14","Nos1ap",44.244087,42.594497,37.220237,46.479484,45.624601,57.619872,53.117775,40.04976,60.499784,44.591844,40.742692,44.139881,44.397167,23.831672
"ENSMUSG00000038481.13","Cdk19",41.502106,40.491731,32.646099,38.42677,47.822856,41.487271,47.502768,58.974569,47.388474,47.246197,46.742667,44.741654,49.193432,35.815899
"ENSMUSG00000038482.11","Tfdp1",23.537124,17.877676,22.654919,26.278785,14.143071,14.831295,15.116033,16.989331,16.933249,20.2277,15.915777,18.023806,27.474072,16.144803
"ENSMUSG00000038485.6","Socs7",21.225413,38.678689,17.457029,13.287078,27.07248,17.510235,21.790815,25.778394,20.422308,26.356245,21.645521,28.264269,37.832293,19.492369
"ENSMUSG00000038486.9","Sv2a",9.971224,4.178557,4.519865,11.185279,12.662631,10.35094,5.279477,4.652294,8.420854,11.49828,9.315975,5.4899,18.010071,6.880661
"ENSMUSG00000038489.8","Polr2l",9.105123,8.318835,10.17856,5.667809,5.584747,7.476205,9.966021,9.058024,7.368959,7.028484,9.081587,5.702955,14.179911,7.254848
"ENSMUSG00000038495.14","Otud7b",19.441111,23.558045,16.418335,15.378923,10.140044,18.533255,23.510612,28.31504,27.063953,27.783675,24.686178,25.283231,23.4861,9.294018
"ENSMUSG00000038496.16","Slc19a3",0,0.320808,2.612876,0,0,0.263779,0,0.343418,0.134078,0.103219,1.026143,0,0,1.277019
"ENSMUSG00000038497.7","Tmco3",17.36206,28.344296,19.134535,29.49971,41.115752,25.129676,23.155735,16.89142,27.605409,25.583925,28.092312,21.737117,36.316889,28.100349
"ENSMUSG00000038498.4","Catsper1",0.09529,0,1.484915,0,0,0,0,0,0.547655,0,0,0,0,0.443511
"ENSMUSG00000038500.15","Prr3",47.68012,42.272203,25.100623,38.718104,56.675106,29.312314,29.309688,37.728101,48.119819,35.466244,22.504045,20.847913,35.572392,59.288032
"ENSMUSG00000038502.17","Ptov1",164.908579,134.952514,113.593585,151.419525,154.253388,128.40381,91.528671,133.988931,124.817767,128.657108,117.836222,160.352499,202.425253,114.11486
"ENSMUSG00000038503.15","Mesd",49.409791,42.345581,25.577401,29.178376,94.047948,22.248321,35.484201,42.817373,64.603781,50.33131,46.746733,60.733036,88.564992,21.947449
"ENSMUSG00000038506.13","Dcun1d2",21.363354,16.1537,26.999494,22.864771,19.775175,15.495277,19.028351,23.278545,23.542311,19.90897,21.6093,21.876402,35.862759,25.908085
"ENSMUSG00000038507.6","Parp12",35.906849,53.860781,33.132511,44.537125,38.86537,39.153976,41.8586,40.894127,69.488814,36.34162,32.967812,39.539707,50.706713,38.524963
"ENSMUSG00000038508.7","Gdf15",23.085372,21.719847,16.240515,2.265802,7.971245,11.640468,3.738592,1.567661,3.217675,5.637773,11.068908,6.55458,2.582193,9.611013
"ENSMUSG00000038510.12","Rpf2",12.925433,18.660736,13.682358,22.11229,12.736357,10.653469,10.668659,12.87273,15.937131,13.847156,21.865709,11.427461,10.515431,17.083917
"ENSMUSG00000038515.10","Grtp1",6.527024,9.85026,8.256855,4.738354,7.74896,5.892881,12.277545,10.216167,7.584479,7.091412,11.016531,4.272903,4.155081,6.297551
"ENSMUSG00000038517.15","Tbkbp1",92.139524,68.697125,80.127731,91.804033,76.724316,78.456555,50.620724,62.723319,72.906303,70.768577,58.613851,68.896114,79.678789,46.991315
"ENSMUSG00000038518.15","Jarid2",19.203257,24.020206,27.319769,15.931951,15.488343,18.388419,25.701798,22.103596,22.346643,23.333695,21.133364,23.729156,16.715159,14.19594
"ENSMUSG00000038520.15","Tbc1d17",112.155934,38.000993,62.910371,102.390728,39.338208,56.104726,56.88972,76.857921,78.417933,66.887515,45.376022,62.022898,94.549519,81.670337
"ENSMUSG00000038521.17","C1s1",0.070301,0.150871,0,0,0,0.497936,0,0,0.134302,0,0,0,0,1.308741
"ENSMUSG00000038522.7","Mfsd4b1",0,0.118296,1.229453,0,0,0.362294,0,0.49867,0.073333,0.141748,0,0.224376,0,1.071162
"ENSMUSG00000038523.10","1700003F12Rik",11.932197,3.967254,0.594385,26.233802,2.583837,11.073308,4.773726,4.46903,6.72811,4.039503,10.803557,3.238128,14.787362,11.707043
"ENSMUSG00000038524.13","Fchsd1",14.966863,12.692083,13.675614,16.185037,6.715453,8.29471,14.61748,14.01341,16.33211,16.510124,15.569034,20.870349,18.846745,5.896148
"ENSMUSG00000038525.16","Armc10",20.526166,17.356525,19.003309,27.153441,10.74346,17.213203,16.957387,21.855707,20.891252,25.250076,28.443061,15.534453,24.881805,16.538768
"ENSMUSG00000038526.14","Car14",1.873653,2.311681,3.115252,1.602949,0,1.771007,2.997572,2.389997,1.988225,2.967821,4.479213,0.734043,1.562406,2.325664
"ENSMUSG00000038527.9","C1rl",9.075637,7.071893,6.951884,17.59137,12.120546,7.035525,8.490256,6.076737,8.79581,11.010247,14.58954,8.114488,12.597526,10.08672
"ENSMUSG00000038528.15","Mfsd4b5",0.181995,0.339951,1.596339,0,0.894317,0.684956,0.175149,0.71534,0.35855,0.125426,0.156623,0,0,1.112492
"ENSMUSG00000038530.11","Rgs4",1.387982,0.893723,0.995825,0.093035,0.993802,0.755333,0.090222,0.393353,1.591126,0.369412,0.747566,0.233957,0.845194,2.233126
"ENSMUSG00000038533.15","Cbfa2t2",16.490475,17.999832,18.208527,25.971973,16.055854,19.641454,18.580048,17.748679,21.221811,17.612809,13.923373,28.659986,18.315682,29.211985
"ENSMUSG00000038534.19","Osbpl7",15.648519,10.066734,14.128225,20.136126,11.469634,16.08212,11.212194,14.259428,21.91098,12.794922,12.59563,19.490538,23.353047,9.199096
"ENSMUSG00000038535.17","Zfp280d",24.178029,17.819877,19.435351,24.429659,30.162106,22.303546,49.217412,39.057527,34.337602,26.138903,26.692589,31.251561,35.551643,20.494253
"ENSMUSG00000038537.1","Mc3r",0,0,0,0.27353,0,0.555409,0,0,0.599681,0,0.140671,0,0,0
"ENSMUSG00000038538.17","Ubn2",21.595789,26.719649,22.775237,25.677273,38.007438,23.774618,46.005216,39.52635,34.852789,31.600967,26.458564,37.141461,35.31038,25.737966
"ENSMUSG00000038539.15","Atf5",8.915473,12.441404,10.573143,10.163874,10.878839,13.428036,4.010379,5.657713,11.90707,17.651001,13.480412,9.60185,4.472537,3.261928
"ENSMUSG00000038540.14","Tmc3",1.495209,1.347858,1.95868,1.241569,0,1.81344,1.206603,0.80037,1.588475,0.9469,1.554982,1.992301,1.103505,5.815295
"ENSMUSG00000038541.8","Srd5a2",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038542.14","Pcid2",21.236263,17.28836,13.236514,21.827365,11.773051,23.893024,18.463915,25.095642,20.546021,25.315677,18.31738,20.297304,23.238966,16.971629
"ENSMUSG00000038543.13","BC028528",46.392796,43.022355,40.109186,61.000389,31.792632,37.035476,46.730608,43.529172,45.304033,50.690669,64.379829,71.419519,67.590622,72.69937
"ENSMUSG00000038544.14","Inip",23.58624,20.122432,22.610012,31.130738,22.450559,19.885447,20.483316,23.807705,20.910754,24.79895,18.210983,14.46247,22.236251,12.62799
"ENSMUSG00000038545.13","Cul7",19.470546,11.106053,11.497583,16.885912,16.950031,20.130768,13.440544,15.326489,19.477439,18.784504,25.137395,21.460982,15.404567,15.694465
"ENSMUSG00000038546.9","Ranbp9",60.35259,71.044628,57.439471,56.233561,60.391272,73.259314,73.579979,61.632648,55.672557,82.148201,64.578045,59.326763,65.755613,69.561795
"ENSMUSG00000038550.10","Ciart",12.173823,11.385552,4.110031,4.630926,3.143817,6.162399,5.843781,8.077512,6.960916,5.828574,3.147308,10.946304,13.577761,17.280653
"ENSMUSG00000038552.14","Fndc4",1.754238,1.744507,5.278068,2.192344,1.273347,3.55231,2.123493,0.874977,1.630301,2.487915,1.257242,2.745143,8.964172,6.36683
"ENSMUSG00000038555.7","Reep2",0.875932,2.594917,10.077091,1.284121,1.568734,3.362694,6.531227,4.31398,4.306924,2.42924,1.961437,5.139831,0.194687,2.038511
"ENSMUSG00000038560.7","Sp6",0.056982,0.244248,0.265647,0,0.815626,0.134503,0.064409,0.420014,0.380431,0.105241,0.614053,0.166339,0,0
"ENSMUSG00000038563.14","Efl1",10.063731,13.053009,10.077392,8.269153,9.210476,11.726241,11.138966,12.573956,10.189826,10.616097,9.957318,13.555949,15.683371,7.379961
"ENSMUSG00000038564.11","Ift172",45.00686,27.459805,33.447438,50.817429,25.253108,26.196529,37.572168,32.803244,50.564375,38.933092,37.008092,49.182588,29.09593,24.449858
"ENSMUSG00000038567.5","Cyp24a1",0,0,0,0,0,0,0,0.069713,0.270608,0,0.407684,0,0,0.792277
"ENSMUSG00000038569.13","Rad9b",19.985026,16.484636,14.316699,42.574945,10.610587,24.294358,20.789337,21.696435,22.830638,25.78981,19.229057,14.567924,22.54464,15.43708
"ENSMUSG00000038570.15","Saxo2",0.147216,0.15802,1.030716,0,0,0.258521,0,1.312182,0.104986,0.271987,0.371281,0.624832,0,3.751074
"ENSMUSG00000038572.7","Bpifb5",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038576.15","Susd4",0.068378,0.048905,1.169816,0.261108,0,0.161434,0,0.168087,0.326501,0.10286,0.122742,0.199825,0.19795,0.318234
"ENSMUSG00000038578.15","Susd1",4.264451,4.431949,9.018902,2.28019,1.321754,4.046429,2.503896,5.879995,3.901795,4.419922,14.603092,8.628935,3.841384,3.437719
"ENSMUSG00000038580.13","Sct",0,0,0,0,0,1.017892,0,0,0,0,0,0,0,0
"ENSMUSG00000038582.15","Pptc7",22.017828,16.996195,16.443426,21.100445,24.000171,18.165878,22.057051,23.601017,22.93942,27.135684,19.090612,16.924444,32.311072,17.210922
"ENSMUSG00000038583.13","Pln",0.124426,0.697376,1.588731,11.107559,0.891593,1.203572,3.45766,1.093215,0.680494,0.328471,2.088135,5.727418,4.205773,3.474961
"ENSMUSG00000038587.10","Akap12",0.801598,1.118831,0.990795,0.537191,2.15044,1.576185,1.172624,1.632541,0.984926,1.109836,1.141099,0.389119,0.985671,1.243444
"ENSMUSG00000038591.3","Colec10",0,0.248612,0.473364,0,0,0.102795,0,0.160443,0.373338,0,0.704563,0.50796,0,0.608126
"ENSMUSG00000038593.18","Tctn1",46.644283,34.651206,36.811458,51.853691,33.501388,41.072553,39.814923,40.406192,45.649917,48.232744,43.461853,41.111748,48.661543,30.045082
"ENSMUSG00000038594.9","Cep85l",14.641155,18.887276,14.435599,11.649013,18.02376,16.082486,22.75706,18.386511,26.336442,19.04437,22.867924,18.451255,16.080993,12.960121
"ENSMUSG00000038598.9","Shoc1",0.085625,0,0.132923,0,0,1.772844,0,0.052563,0.336246,0,0,0.124806,0,0.199237
"ENSMUSG00000038599.14","Capn8",0,0,0.388365,0,0,0.589043,0,0,0.318143,0,0.44743,0,0,0.773964
"ENSMUSG00000038600.12","Atp6v0a4",0.234741,0,0,0,0,2.296325,0.069775,0,1.078229,0.527318,0,0.18035,0,2.119151
"ENSMUSG00000038602.7","Slc35f1",0.161311,0.057525,0.813713,0,0.288534,0.380665,0.045646,0.247538,0,0,0,0.23507,0,0.187673
"ENSMUSG00000038604.9","Ripor1",14.509594,11.752217,16.236978,15.780443,15.032407,13.72099,12.875201,17.278974,14.757224,15.381536,10.270167,13.822604,19.94106,10.231016
"ENSMUSG00000038605.11","Samd10",1.372797,1.055115,3.372194,4.524549,0.702307,0.463225,2.540687,3.18704,1.221421,1.426008,1.054552,2.260635,0,2.281963
"ENSMUSG00000038607.12","Gng10",264.107924,253.585017,193.875482,290.649947,190.143746,191.065461,279.871811,230.598922,224.168741,221.009224,276.407825,216.727219,290.032068,266.009988
"ENSMUSG00000038608.15","Dock10",161.658335,240.479288,212.196887,170.180717,247.380169,198.191888,257.86315,230.194091,258.79993,243.04693,180.110444,248.567807,212.175271,161.1048
"ENSMUSG00000038611.17","Phrf1",53.147947,65.762429,60.705548,36.658861,30.162485,51.868653,45.608199,55.185583,62.641446,47.675885,46.006713,46.279855,61.961346,32.340012
"ENSMUSG00000038612.16","Mcl1",1154.767833,1439.016721,1075.505377,612.875114,1206.189728,1091.400793,992.935659,1106.38278,872.806466,1153.863634,990.138156,983.010315,602.91677,1021.770979
"ENSMUSG00000038615.17","Nfe2l1",81.8785,68.365983,53.464262,54.919556,59.599039,63.191316,58.365737,52.752437,60.384137,65.875056,81.29613,57.710899,65.64917,46.744127
"ENSMUSG00000038618.12","Rassf7",5.492128,0.338079,1.330756,6.464051,0,0.670566,0.31845,0.524675,0.819524,1.049723,2.537021,0,3.058202,0.660282
"ENSMUSG00000038619.12","Ensa",41.433114,55.077964,35.494065,46.000622,33.833515,44.479685,52.798975,50.819167,43.125053,45.200991,48.020197,37.774983,36.869549,34.899819
"ENSMUSG00000038622.8","Med30",30.207344,22.018837,24.001844,39.229773,18.118567,23.351633,27.104885,22.374198,30.642112,27.066796,26.79188,20.225211,43.266187,18.159184
"ENSMUSG00000038623.9","Tm6sf1",199.527641,167.23645,241.835529,205.177967,166.938532,179.298168,206.225553,214.823855,223.759863,199.666318,168.973807,242.723545,277.505807,146.726902
"ENSMUSG00000038624.13","Nepn",0.329018,0,0,0,0,0.542696,0,0,0.661518,0,2.915642,0,0,0.534569
"ENSMUSG00000038628.8","Polr3k",16.190491,7.50706,6.138473,9.075851,2.973889,4.740583,7.662128,6.978607,7.141898,5.755984,6.462651,4.451868,9.60268,6.444823
"ENSMUSG00000038630.8","Zkscan16",0,0,0.570209,0,0,0.865332,0,0.360446,0.070039,0.135423,0.131544,0,0,0.682285
"ENSMUSG00000038633.5","Degs1",32.096153,41.232035,41.194703,43.14429,32.268337,32.919992,38.44889,38.344789,44.379358,46.123965,39.316434,37.972042,60.701514,46.301024
"ENSMUSG00000038637.15","Lrrc56",6.007163,4.838268,3.514113,4.357762,1.24063,6.307768,6.004914,5.00263,5.284455,5.701758,4.52323,5.059673,6.43901,5.025334
"ENSMUSG00000038641.12","Akr1d1",0,0,0.236692,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038642.10","Ctss",5378.79569,6466.261464,6104.829626,6566.878073,5591.925932,4953.894933,4276.611155,4417.30377,6038.746605,5067.864016,5706.013697,5710.664878,6468.390118,5522.748433
"ENSMUSG00000038644.14","Pold1",20.527919,15.704636,16.963741,8.832429,12.637337,15.075125,8.7815,12.625881,18.136604,19.024447,10.523253,13.404061,27.696176,20.713417
"ENSMUSG00000038646.13","Ramac",24.732379,22.809525,22.515885,37.157807,34.390999,22.39431,26.050002,31.056643,34.531848,23.28419,33.944175,32.233134,36.983898,27.239918
"ENSMUSG00000038648.5","Creb3l2",28.68187,28.216416,25.082623,28.486318,27.481414,29.426262,32.237823,35.115278,39.674213,36.154097,27.039698,39.062272,32.565227,25.781138
"ENSMUSG00000038650.15","Rnh1",110.863676,93.952675,80.489723,123.387174,84.801674,80.078777,89.543193,84.421317,108.136735,92.869416,97.833928,104.686448,112.062187,89.48965
"ENSMUSG00000038651.15","Sycp2l",0.155669,0.167165,0.726823,0,0,0,0.175658,0.406137,0.297639,0.071907,0,0,0,0.724505
"ENSMUSG00000038656.5","Cyp3a16",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038658.15","Ric1",15.641671,22.227699,14.952997,13.792438,13.168021,16.639496,28.236277,28.528983,21.269865,24.36162,22.705205,15.470758,21.018791,19.554483
"ENSMUSG00000038663.7","Fsd2",0,0.108007,0.313311,0,0.360867,0,0.228127,0.247736,0.144184,0.093124,0.271802,0.147115,0,0
"ENSMUSG00000038664.16","Herc1",26.303069,41.421133,32.527564,22.297149,43.158622,37.800141,61.147795,54.513685,40.185742,38.688256,37.582054,38.817532,52.414446,31.094972
"ENSMUSG00000038665.15","Dgki",0,0.038014,0.823026,0,0,0.649437,0,0.065384,0.561169,0,0.234378,0,0.092981,0
"ENSMUSG00000038668.14","Lpar1",0.187729,0,1.556517,0,0,0.443166,0.2121,0.384468,0.358323,0.231173,0,0.182768,0,0.873681
"ENSMUSG00000038670.11","Mybpc2",0,0,0.086871,0,0,0,0,0,0,0,0.100415,0,0,0
"ENSMUSG00000038671.15","Arfrp1",56.86174,47.554845,46.014262,61.278618,53.015442,45.643665,36.97018,51.490563,46.228314,51.982612,30.598057,42.354498,97.202336,42.794615
"ENSMUSG00000038676.6","Ucn",0,0,0,0,0,0,0,0,0,0,0,0,0,2.666214
"ENSMUSG00000038677.14","Scube3",0.286946,0.753653,2.224954,2.466344,0.380945,3.921969,3.518976,1.274342,2.090562,1.298173,1.218032,0.501226,0.437941,1.770643
"ENSMUSG00000038679.16","Trps1",0.347089,1.325737,3.489739,0,1.252108,1.411641,1.203966,1.364858,1.780592,0.635962,0.816709,0.866625,1.237517,1.921296
"ENSMUSG00000038683.16","Pak1ip1",38.492022,36.154989,34.848112,34.296795,39.982855,25.383684,37.996708,39.98897,32.463117,41.120731,32.966379,47.798847,28.896793,27.409335
"ENSMUSG00000038685.18","Rtel1",7.439073,9.10863,22.70966,10.041912,7.625835,7.283188,17.813202,15.056535,7.971479,6.262583,23.751622,18.790182,21.166262,10.241666
"ENSMUSG00000038690.15","Atp5j2",113.306903,70.557757,78.448634,78.548548,101.988718,99.011972,68.161909,53.604777,70.841238,83.376032,95.267458,62.327787,75.701963,92.727872
"ENSMUSG00000038691.5","Mbd3l1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038692.8","Hoxb4",2.247534,0.68974,0.874636,2.614958,2.298882,0.947714,0.905579,2.467716,2.225983,2.373123,2.448028,3.522631,0.707039,1.867924
"ENSMUSG00000038695.13","Josd2",46.564555,35.305923,43.59497,86.840005,22.324307,39.052547,43.077125,39.212146,43.046115,39.724136,24.769655,33.006954,70.329819,31.753377
"ENSMUSG00000038696.14","Mapkap1",53.796324,49.427638,38.066716,45.512606,34.777764,39.565429,41.379368,33.222814,52.2121,42.39758,36.658876,35.775748,47.593154,26.924187
"ENSMUSG00000038697.15","Taf5l",20.473736,24.472111,20.923589,20.93167,20.631451,18.952573,20.96681,26.480692,16.338826,25.336398,22.037809,15.839256,18.910042,24.756948
"ENSMUSG00000038700.4","Hoxb5",0,0,1.601489,0,0,0.26332,0,0.137243,0,0,0.199645,0,0,0
"ENSMUSG00000038702.6","Dsel",2.306637,1.557766,1.695234,2.526858,5.270024,0.974821,1.715427,2.971901,1.768661,1.588892,1.733265,5.924024,3.646793,1.602125
"ENSMUSG00000038704.12","Aspdh",0,0,1.146079,0,0,0,0,0,0,0,0.949138,2.176104,0,0
"ENSMUSG00000038705.13","Gmeb2",10.774665,25.325898,16.979392,20.910663,26.44138,13.000036,21.056473,21.822898,16.531796,23.930376,11.328412,15.709347,15.882598,19.513029
"ENSMUSG00000038708.10","Golga4",38.717207,52.19423,58.347305,33.208766,33.428925,46.299926,45.572438,60.334896,73.320724,54.018785,55.196657,58.357922,36.587573,35.644465
"ENSMUSG00000038709.15","Txndc8",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038712.16","Mindy1",14.016419,9.649224,17.592512,21.334826,8.231447,6.747608,10.732639,14.868335,14.98715,8.66822,9.443347,7.645467,14.427861,8.12364
"ENSMUSG00000038717.8","Atp5l",134.014674,108.63954,125.584717,131.545244,140.597574,117.265121,156.176846,96.408798,87.311489,104.001807,153.379619,79.371145,110.710957,103.705915
"ENSMUSG00000038718.15","Pbx3",11.863791,13.266908,13.680266,14.074662,13.376451,9.453665,14.542362,12.050184,10.014658,11.064852,12.991698,12.737136,6.606369,13.020028
"ENSMUSG00000038721.8","Hoxb7",0,0,0,0,0,0,0,0,0,0,0.306123,0,0,0
"ENSMUSG00000038722.17","Bud31",144.342578,247.934814,218.074277,119.068273,213.384573,220.758562,221.049569,200.440131,212.852027,238.133565,206.27175,176.007343,81.363954,196.652286
"ENSMUSG00000038725.13","Pkhd1l1",0,0.022911,0.589771,0,3.369938,0.108338,0,0.07891,0.778061,0.014126,0.289072,0,0,0
