"","geneid_symbol","CTX_14A2","CTX_14A4","CTX_14A5","CTX_14L1","CTX_14L2","CTX_14L3","CTX_3A2","CTX_3A3","CTX_3A4","CTX_3L2","CTX_3L3","CTX_Naive1","CTX_Naive2","CTX_Naive3"
"ENSMUSG00000038729.24","Pakap",0.11878,0,1.09339,0.170403,0.21242,1.328396,0,0.334374,0.440404,0.027407,0.94345,0.49261,1.741214,1.243695
"ENSMUSG00000038732.15","Mboat1",3.727329,3.068846,4.294509,3.998557,4.531006,3.154751,4.775825,3.544287,3.224439,4.152198,6.498106,4.255533,5.310712,4.254961
"ENSMUSG00000038733.14","Wdr26",166.244913,269.178319,167.249094,105.830718,198.977834,190.187835,304.269652,236.373715,180.488158,225.441183,204.525523,189.986672,147.57255,186.220522
"ENSMUSG00000038736.10","Nudcd1",4.990973,5.677211,6.10925,3.336241,6.608236,6.036356,4.508594,4.978342,5.655692,4.594799,6.221881,4.952342,2.350338,4.666609
"ENSMUSG00000038738.15","Shank1",0.199299,1.201395,0.555985,0.228135,0.570163,0.658221,0.090386,0.097782,0.571113,0.165516,0.143443,0.231891,0.310076,0
"ENSMUSG00000038740.9","Mvb12b",97.057314,117.788057,88.853704,108.207029,92.280103,100.373292,106.561825,99.482832,108.648286,107.116672,97.356242,107.188201,100.946375,78.011108
"ENSMUSG00000038742.7","Angptl6",4.083883,2.940805,3.191446,2.573247,1.95133,6.434749,1.3759,3.188207,3.929896,4.784628,7.062756,2.002101,3.173645,4.435587
"ENSMUSG00000038745.15","Nlrp6",0.524961,0.037607,0.770261,0,0,0,0,0.658611,0.257742,0.097256,0.378424,0,0,0.297614
"ENSMUSG00000038750.12","Omt2b",0,0,0.691083,0,0,14.241974,0,0,0.640404,0,0.783024,0,0,0
"ENSMUSG00000038751.5","Ptk6",0,0,0.254816,0,0.782468,0,0,0.067153,0,0,0,0,0,1.017661
"ENSMUSG00000038754.5","Elovl3",0.135079,0.09726,0,0,0,0.265476,0,0,0,0,0,0,0,0
"ENSMUSG00000038756.13","Ttll6",0,0,1.533135,0.073404,0,0.136979,0.071603,0.071293,0.120986,0,0,0,0,0.589935
"ENSMUSG00000038759.15","Nup205",16.487676,12.00313,13.121094,15.800528,18.705574,10.770255,15.659331,18.263142,19.187601,17.097638,14.240583,15.959005,17.843646,15.279978
"ENSMUSG00000038760.14","Trhr",0.244117,0.08777,1.90576,0,0,0.39623,0,0,0.480254,0,0.204441,0,0,0.269334
"ENSMUSG00000038762.15","Abcf1",79.662737,107.538587,69.692647,69.609788,87.375439,77.187008,70.630569,69.009303,69.978423,69.116229,65.416613,77.385401,78.382069,77.838884
"ENSMUSG00000038763.12","Alpk3",0.031041,0.066355,0.288879,0,0.222051,0.366199,0,0.114275,0.236159,0.08595,0.055822,1.175045,0,0.433353
"ENSMUSG00000038764.14","Ptpn3",0,0.176946,0.577759,0,0,0.219719,0,0.114275,0.672126,0,0.111644,0.271164,0,0.577804
"ENSMUSG00000038765.14","Lmx1b",0.081578,0,0.37987,0,0,0.192512,0,0.10015,0.310663,0.037655,0.293272,0,0,0.189821
"ENSMUSG00000038766.16","Gabpb2",19.03232,32.990005,28.282251,25.153777,30.070375,26.571103,29.874417,31.378763,44.315003,32.976943,22.81513,31.707052,25.672323,21.989841
"ENSMUSG00000038768.8","9130409I23Rik",0,0.079921,0.34717,0,0,0,0,0,0.427074,0,0,0,0,0
"ENSMUSG00000038770.17","Kpna7",0,0,0.143209,0,0,1.024772,0,0,0.176034,0,0,0,0,2.084716
"ENSMUSG00000038773.11","Kdm3b",72.813628,73.447743,75.4582,77.96067,71.087052,77.331656,80.295812,85.10937,92.50647,85.705272,66.217772,93.443143,97.689202,58.02703
"ENSMUSG00000038774.9","Ascc3",10.488817,21.343539,17.003328,8.150413,13.723902,24.822832,37.115797,21.153196,20.370264,15.86082,18.558897,16.455037,10.666562,20.569565
"ENSMUSG00000038775.14","Vill",1.898357,2.311498,3.303345,7.057846,4.294302,0.85191,0.694577,1.445428,1.238487,5.143703,2.625114,0.456333,5.137403,4.59646
"ENSMUSG00000038776.13","Ephx1",19.211947,8.975593,19.297556,25.204113,20.16693,15.035864,18.710756,21.557269,17.047976,13.691427,16.430517,16.535478,29.058117,17.087527
"ENSMUSG00000038777.19","Sema6c",6.594111,3.642646,5.099456,10.959063,10.170076,7.130786,2.957563,6.032271,8.690073,4.757236,12.561801,11.470835,6.070109,2.385778
"ENSMUSG00000038780.14","Smurf1",51.92078,63.759511,51.422649,53.152664,62.694584,64.860897,52.533387,53.447226,61.171299,62.804727,49.203855,58.932434,56.096997,44.799617
"ENSMUSG00000038781.7","Stap2",0,0.31606,4.001999,0.865766,0,1.853044,0.644411,0.969668,4.643837,0.132786,0.522705,0.776533,0.774095,0
"ENSMUSG00000038782.7","1700028J19Rik",0.430144,1.028347,2.510989,0.288831,0,3.041064,0.719957,0.2942,0.65351,0.838994,0.383288,0,0,0.897919
"ENSMUSG00000038784.13","Cnot4",23.013861,31.885773,26.63978,24.828739,54.080363,29.400844,40.288695,43.65558,33.426925,37.685656,29.74821,34.544739,32.61333,30.264621
"ENSMUSG00000038791.14","Scgb3a2",0,0,0,0,0,0.676605,0,0.354291,0,0,0,0,0,0
"ENSMUSG00000038793.8","Lefty1",19.801712,7.162484,9.090913,22.576765,9.213193,13.619687,4.616523,6.419636,10.201347,11.27262,6.386288,14.568286,14.799083,13.575456
"ENSMUSG00000038797.13","Zscan2",18.858022,6.014196,2.519616,18.853741,11.95575,8.655459,3.494224,9.44178,12.000103,6.804055,11.988041,7.317532,15.950257,2.859843
"ENSMUSG00000038801.6","Scgb1c1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038803.7","Ost4",89.711371,62.464243,67.17326,82.971845,62.701557,66.962924,85.350615,62.550974,66.040119,71.672756,72.937982,69.821873,82.176037,65.915953
"ENSMUSG00000038805.10","Six3",0.085511,0.061264,0.255471,0.099632,0,0.428944,0.09643,0.319342,0.163638,0.158023,0.76683,0.639835,0,1.375321
"ENSMUSG00000038806.7","Sde2",59.011891,122.287878,65.851869,30.220694,70.131765,80.487582,64.702679,71.530516,79.386475,76.284257,54.407142,72.452425,44.914363,68.391989
"ENSMUSG00000038807.19","Rap1gap2",19.872196,22.679025,25.928831,18.20624,16.600267,22.447377,22.200926,15.364336,26.049697,24.059743,21.269053,16.577782,34.913202,20.357233
"ENSMUSG00000038811.13","Gngt2",160.609796,136.264482,128.555527,194.839405,100.642158,128.795934,127.030739,112.84508,146.879954,146.595935,141.533831,140.809182,194.863278,148.985241
"ENSMUSG00000038812.16","Trmt112",178.360836,146.518336,135.961754,152.780036,154.128173,129.44119,158.44874,137.816161,148.828713,171.09971,166.468822,173.03332,117.15268,148.670955
"ENSMUSG00000038816.14","Ctnnal1",15.871134,15.598239,15.898796,20.548811,17.322474,14.486931,19.522011,21.967683,21.391297,17.15645,15.793675,16.934711,24.744665,22.239372
"ENSMUSG00000038822.15","Hace1",7.421431,10.170447,12.683622,8.402175,8.897579,6.644864,14.554771,10.598561,10.229035,10.104927,13.787824,11.666639,18.766042,9.881604
"ENSMUSG00000038827.11","Abitram",5.473502,6.380277,18.536314,6.36776,6.559411,4.060383,7.844389,8.699327,9.872651,7.772836,6.147924,7.096634,7.566124,6.228388
"ENSMUSG00000038828.13","Tmem214",44.202234,39.723623,37.656364,55.847053,22.930657,42.569123,41.519495,50.211409,42.48036,40.041167,38.864437,35.40405,51.245598,32.275289
"ENSMUSG00000038831.16","Ralgps1",19.254755,20.029506,21.816704,19.732248,20.037123,24.557229,36.981122,33.62515,27.118364,25.003041,24.855223,25.737656,26.397777,26.741511
"ENSMUSG00000038836.15","Agbl3",2.456046,3.781788,3.045016,4.641829,7.892356,3.936941,5.263086,4.332546,3.732605,5.699566,6.736974,6.578884,2.484819,4.199903
"ENSMUSG00000038838.15","Vars2",30.672424,13.824031,9.969142,27.953375,13.788586,16.990518,16.702926,14.25027,24.789696,19.040307,12.821024,13.242858,19.395078,21.632548
"ENSMUSG00000038840.7","Birc7",0.190583,0,0.221134,0,0,0,0,0,0.408538,0.130829,0,0,0,0.65834
"ENSMUSG00000038843.18","Gcnt1",72.836177,76.35066,68.047538,109.130008,85.419005,84.994918,100.997984,103.766998,133.452094,105.560526,85.299217,117.374087,119.937158,75.699522
"ENSMUSG00000038844.10","Kif16b",8.646069,10.446856,11.080255,5.539519,9.804449,7.399032,18.083393,16.080284,10.149782,8.260662,10.087598,10.73883,6.178168,9.530106
"ENSMUSG00000038845.11","Phb",66.673059,53.873733,63.835495,62.519808,43.750912,41.329813,35.805246,53.727268,85.639735,53.994188,74.318045,69.927144,58.264855,33.31916
"ENSMUSG00000038848.14","Ythdf1",37.946697,64.009718,37.618185,38.292521,35.175039,36.216768,42.562029,38.559073,40.329451,53.501163,35.292896,32.065309,43.174282,30.593241
"ENSMUSG00000038855.10","Itpkb",54.29765,48.372886,42.218772,56.468643,50.279853,49.868885,56.831482,57.152854,56.065372,57.119105,47.835949,51.936115,53.997022,40.095351
"ENSMUSG00000038859.7","Baiap2l1",2.063005,7.954087,3.109987,1.520098,3.132227,3.099137,4.591041,4.685923,2.625124,3.752892,6.285997,2.738832,4.818743,5.527923
"ENSMUSG00000038860.15","Garnl3",42.594884,46.055797,30.332761,47.885671,41.283719,47.814198,55.292453,43.946365,50.824968,52.610455,49.876706,40.258089,57.553735,41.381993
"ENSMUSG00000038861.14","Pi4kb",36.241088,35.228759,21.980281,33.763842,33.087106,39.899765,39.714116,37.130947,72.204909,41.173657,45.348299,53.17295,53.52959,25.227487
"ENSMUSG00000038866.15","Zcchc2",28.002203,30.508234,29.501125,26.094923,25.22697,31.930045,32.965694,36.823833,37.472937,37.234525,36.945457,33.32751,31.03992,24.534515
"ENSMUSG00000038871.5","Bpgm",11.120394,9.122564,19.204817,8.791964,5.374352,9.818741,8.802516,7.231652,15.722921,10.953947,7.06317,7.592816,8.795983,13.746531
"ENSMUSG00000038872.10","Zfhx3",103.875531,135.948677,108.20846,84.422957,118.825584,141.283794,190.18786,160.927022,131.881542,153.178637,117.33798,143.777494,131.371594,117.674504
"ENSMUSG00000038876.12","Rnf146",40.803901,31.514267,38.42838,37.810865,41.557376,31.702914,31.823315,52.218556,44.62995,44.434836,46.579178,34.336219,37.232932,32.065684
"ENSMUSG00000038879.8","Nipal2",0,0.089489,2.163391,0.213208,0,1.321441,0.209238,0.42087,0.922962,0,0.888135,0.548483,0,3.71281
"ENSMUSG00000038880.13","Mrps34",40.265892,15.809199,26.167361,22.624816,20.249101,25.715907,24.182429,28.780895,31.796354,24.58494,23.278906,22.956719,33.306155,17.924972
"ENSMUSG00000038883.3","Prl3a1",0,0,0.513559,0,0,0.387686,0,0,0,0,0.585862,0,0,2.289747
"ENSMUSG00000038884.14","Shfl",25.629574,16.568292,26.140537,40.904146,15.100852,17.406608,13.340059,17.535782,28.330106,20.565044,14.471306,30.496144,48.474957,17.104247
"ENSMUSG00000038886.10","Man2a2",130.279587,77.595177,140.516915,110.605832,125.398151,96.990714,99.427837,144.369392,119.335126,121.789907,85.375875,113.316148,125.176183,74.674919
"ENSMUSG00000038888.8","Ctu1",9.845369,7.291272,10.132705,10.590325,7.766527,6.896032,4.987597,9.74853,7.821788,9.482109,7.782242,7.325394,17.3617,4.271566
"ENSMUSG00000038891.3","Prl3b1",0,0,0.577133,0,0,0,0,0,0.529031,0,0,0,0,0
"ENSMUSG00000038893.12","Fam117a",17.125552,15.649018,14.729732,29.221807,8.979899,22.045785,20.778732,12.281914,14.62192,12.061314,13.065436,10.753783,14.243222,8.337631
"ENSMUSG00000038894.7","Irs2",26.269085,137.158581,118.697097,14.18307,52.795946,109.131669,53.064655,70.996938,49.01355,71.84275,53.314367,65.567259,22.514582,32.453319
"ENSMUSG00000038895.16","Zfp653",28.972024,25.03233,19.486508,28.937036,20.550724,27.402803,29.971621,33.954267,22.39476,26.200935,23.617594,27.552405,21.520299,19.897839
"ENSMUSG00000038900.17","Rpl12",574.903015,466.100558,444.365505,529.787129,306.882443,467.124427,551.054226,494.498674,530.598813,508.653381,540.563219,347.808528,609.731341,580.606734
"ENSMUSG00000038902.14","Pogz",41.387597,60.330233,46.189019,38.157308,44.609905,59.623041,77.872699,60.364902,53.146178,70.034245,46.295905,67.420755,58.663302,42.990206
"ENSMUSG00000038903.13","Ccdc68",0,0,1.540469,0,0,0.76819,0,0,0,0,0.574433,0,0,0
"ENSMUSG00000038909.16","Kat7",55.593429,57.110741,61.111576,46.811771,50.93737,55.040634,60.391662,58.87777,65.753935,67.78871,50.348263,62.477934,52.202282,45.390438
"ENSMUSG00000038910.7","Plcl2",133.840831,124.266922,114.57013,145.086172,130.054815,122.033874,120.854261,107.199842,129.20266,134.551216,128.443861,132.137709,143.330882,131.72325
"ENSMUSG00000038914.15","Dido1",29.808396,55.427883,42.992309,26.094795,32.566674,45.191936,45.586923,41.5454,50.058431,50.491446,36.437346,44.874497,30.138558,31.919359
"ENSMUSG00000038916.7","Soga3",0.048891,0.0349,0,0,0,0.11539,0,0,0.326119,0,0,4.036348,0,2.079883
"ENSMUSG00000038925.14","E330034G19Rik",0,0,0,0,0,0,0,0.507439,0,0,2.297275,0,0,1.852171
"ENSMUSG00000038930.11","Rccd1",6.208073,6.962169,6.932739,17.363295,2.174381,7.219724,13.16699,9.757522,9.131552,8.327479,6.920691,12.897335,12.787586,10.244632
"ENSMUSG00000038932.13","Tcfl5",0,0.968581,0.664742,0.956879,4.163942,0,0.105455,0.115138,0.638369,0.188981,0,1.096496,0,1.467707
"ENSMUSG00000038936.13","Sccpdh",10.002415,11.442531,6.745473,33.58731,11.82202,14.157335,14.453558,11.279986,16.446717,12.819212,11.317251,7.657312,21.690173,12.334074
"ENSMUSG00000038943.16","Prc1",4.358276,5.282655,9.7982,1.478495,2.490429,2.897248,4.196301,4.798686,11.596371,4.435197,1.41234,3.438613,5.18823,2.141299
"ENSMUSG00000038949.8","Cnst",18.109343,14.004423,10.758901,12.469565,20.644974,12.815694,10.745371,15.732273,15.109195,19.702327,10.51032,20.160054,15.321026,16.795061
"ENSMUSG00000038954.14","Supt3",10.698775,16.313074,12.761515,16.090576,9.552085,14.877484,16.807696,14.660109,19.875496,15.134165,17.357779,12.374329,10.458004,20.055322
"ENSMUSG00000038957.13","Edc3",19.056716,17.237451,18.327894,19.348619,19.139261,19.020126,21.792733,24.988955,21.603959,23.247986,19.240572,19.229626,21.963692,17.462253
"ENSMUSG00000038963.15","Slco4a1",44.375468,35.178519,35.553797,45.643599,31.872298,44.899835,26.65189,46.27101,42.921603,41.039285,29.357139,45.683847,72.506077,32.409145
"ENSMUSG00000038965.17","Ube2l3",74.853466,82.377695,76.300914,81.066503,83.471138,72.519098,81.202613,82.437136,67.327911,75.910299,66.702279,85.417134,100.399012,68.865426
"ENSMUSG00000038967.13","Pdk2",14.265054,7.903028,11.246034,12.652027,10.613989,6.344482,14.081536,14.132207,15.167972,10.52903,5.978741,10.039174,16.546259,8.191448
"ENSMUSG00000038968.3","Klk1b16",0,0,0,0,0,0.373337,0,0,0.456981,0,0.282201,1.396364,0,0
"ENSMUSG00000038970.7","Lmtk2",1.041629,1.259191,2.591272,1.360276,1.039593,0.971541,1.702223,1.010406,1.519288,0.983621,1.04587,1.339352,2.054655,1.352717
"ENSMUSG00000038973.2","Cldnd2",0.463408,0,0.742207,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038975.14","Rabggtb",36.632094,30.127614,31.080602,51.318739,15.135757,19.575733,45.978668,34.013936,35.176856,38.722249,42.955228,26.873052,45.337642,22.133279
"ENSMUSG00000038976.12","Ppp1r9b",274.757882,191.121007,156.579383,201.127662,166.088225,184.872208,128.226865,156.806779,197.208366,155.883803,184.364414,212.142431,204.44473,151.57096
"ENSMUSG00000038980.1","Rbbp8nl",0,0,0,0,0,0.21134,0,0,0,0,0.320929,0,0,0
"ENSMUSG00000038982.10","Bloc1s5",5.753199,8.92821,4.430212,5.585613,3.527007,2.825191,4.667811,7.037755,4.353908,8.791691,4.811977,13.16434,9.120589,3.277534
"ENSMUSG00000038984.4","Tspyl5",0,0.071534,0.233448,0,0,0.118246,0,0,0.381975,0,0,0.43846,0,0.466312
"ENSMUSG00000038987.8","Cfap157",0.246462,0.26587,0.962113,0,0,0.582383,0.692691,4.593582,0,0.683707,0.882428,1.086086,0.440163,0.573597
"ENSMUSG00000038990.14","Cables2",14.559745,18.378731,17.215342,13.946406,15.827972,15.339408,17.729632,20.829675,21.895812,18.773278,18.865411,21.218378,20.87615,11.605164
"ENSMUSG00000038991.17","Txndc5",35.122436,36.256125,41.137185,48.281224,29.362358,35.183226,33.732114,37.791506,41.972923,35.310367,42.617136,39.967563,37.59558,23.107567
"ENSMUSG00000038994.6","Hils1",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000038997.4","Asb17",0,0,0.628165,0,0,0.571732,0,0.099249,0.463081,0,0.144783,0,0,0.375622
"ENSMUSG00000039000.8","Ube3c",21.539401,27.005026,23.168405,20.923614,24.551665,27.232779,34.770901,29.256872,28.055481,29.881247,23.678493,28.006929,21.8412,22.472937
"ENSMUSG00000039001.12","Rps21",1457.880818,1069.435756,1019.685072,971.513714,796.791904,1103.220438,1190.089322,980.772213,755.714838,1004.178353,1319.19551,854.311302,853.768922,1156.42601
"ENSMUSG00000039004.6","Bmp6",0,0.120439,1.397264,0.064962,0,0.663279,0.317645,0.069039,0.482371,0,0.100942,0.164044,0,2.092379
"ENSMUSG00000039005.13","Tlr4",28.412222,23.656601,26.538438,33.064359,26.075065,20.221857,32.532384,34.227851,42.322121,33.298259,31.128445,47.506077,56.267411,19.936847
"ENSMUSG00000039007.10","Cpq",9.052581,10.634629,4.56774,12.506958,7.071396,12.196667,7.964839,6.861103,16.141296,8.581788,8.869901,5.738145,4.907312,7.997205
"ENSMUSG00000039013.16","Siglecf",25.368515,16.210226,18.275532,20.29423,16.067723,21.708664,20.880638,25.917368,26.273472,23.413994,19.165184,24.172907,25.123885,13.659724
"ENSMUSG00000039016.5","Timm8b",30.727768,15.214989,26.541414,39.745587,7.925701,22.224137,23.888454,29.634308,27.951103,24.58714,26.027492,33.588426,24.604745,15.360239
"ENSMUSG00000039018.15","Mtg1",11.810499,11.548557,10.996785,17.697202,8.420453,15.772518,12.044731,20.561828,12.881874,20.622827,15.960773,14.208394,11.848495,21.725846
"ENSMUSG00000039021.15","Ttc16",2.587218,1.858846,1.603307,3.031697,3.725249,2.900307,3.899273,1.861495,1.490381,2.46064,1.82086,7.95053,1.377518,1.683443
"ENSMUSG00000039031.16","Arhgap18",9.112018,7.890693,12.025754,36.732264,30.939216,9.244749,10.748118,7.838881,11.25564,13.734743,11.896298,10.484346,21.084781,7.350557
"ENSMUSG00000039032.2","Tsga13",0.415564,0,0,0,0,0,0,0.2445,0.899491,0,0,0,0,2.763004
"ENSMUSG00000039033.11","Tasp1",3.632322,3.999208,6.081028,3.873072,1.319118,4.392037,2.657579,4.438007,4.572912,2.942188,3.94169,1.372778,6.547451,3.374481
"ENSMUSG00000039037.5","St6galnac5",0.10501,0.299421,1.46633,0.281612,0.500833,1.156329,0.951297,0.558502,0.599456,0.420028,0.377617,0.815725,0.547151,0.814466
"ENSMUSG00000039041.15","Adrm1",104.174874,93.488382,82.095236,106.276333,92.428952,96.743996,104.754247,97.918676,101.632424,107.37452,90.479604,88.389096,92.709923,82.431763
"ENSMUSG00000039043.5","Arpin",0,0.065427,0.710918,0.639047,0,0.215555,0.102875,0.449151,0.349538,0.253024,0.490938,0.267306,0.161347,2.123951
"ENSMUSG00000039046.15","Usp6nl",16.124086,15.157355,10.035511,12.657721,15.431828,15.303547,17.060121,20.758232,16.225405,16.141614,16.587324,15.278189,28.012856,12.978031
"ENSMUSG00000039047.17","Pigk",51.860808,43.013566,54.521592,51.950372,72.972479,44.694362,47.894592,54.001495,55.857139,53.064886,41.961843,46.873667,53.695561,22.962958
"ENSMUSG00000039048.15","Foxred1",30.406712,36.885709,31.48034,29.012574,19.992,33.640859,18.023069,24.25453,42.093086,40.287318,31.440364,34.885017,34.9169,26.173913
"ENSMUSG00000039050.8","Osbpl2",25.523855,20.847028,21.387725,29.75045,11.496368,21.41812,24.88297,32.029751,29.369115,28.323709,19.738119,30.09055,23.093345,27.653181
"ENSMUSG00000039055.4","Eme1",2.504776,2.91181,6.033944,1.291554,8.49702,2.585646,5.943726,3.5083,4.137999,2.104831,1.97195,1.485196,1.044335,3.92303
"ENSMUSG00000039057.11","Myo16",0.058765,0.167465,0.455035,0,0,0,0.033288,0.1032,0.195563,0,0.264221,0,0,0
"ENSMUSG00000039058.11","Ak5",0.183028,0.697646,0.663849,0.353066,0,0.864117,0.137877,0.374816,1.222513,0.39441,0.438216,0.178165,0,0.851801
"ENSMUSG00000039059.11","Hrh3",0,0,0.694304,0.457827,0,0.716298,0,0,0,0,1.146536,0.221793,0,0
"ENSMUSG00000039062.15","Anpep",0.856047,1.398201,1.168663,0,0,0.279267,1.004945,0.363383,0.507888,0.163884,1.180152,0.957432,0.724623,4.528865
"ENSMUSG00000039063.5","Echdc3",0.228742,0.679984,2.581913,0.671572,0,1.840066,0.869028,1.087777,2.195772,0.317218,0.614506,0,0,1.491477
"ENSMUSG00000039065.11","Atpsckmt",9.414684,10.36292,16.014084,14.148023,3.985838,8.24056,14.958778,11.426574,13.323977,7.581385,13.19666,16.125673,11.503492,9.157713
"ENSMUSG00000039067.5","Psmd7",60.792889,47.12939,55.054631,62.66156,50.908613,45.031452,36.469884,47.254778,47.300562,57.791801,46.895816,36.689483,68.041109,49.622218
"ENSMUSG00000039068.16","Zzz3",35.825895,45.454278,39.52796,37.9569,64.900784,36.944352,45.883057,47.932362,38.952917,51.15174,44.961998,52.970232,42.220038,50.947978
"ENSMUSG00000039069.19","Mtg2",15.171059,11.601883,9.633274,21.669288,11.047042,10.922234,11.65998,15.900344,10.95248,14.466602,13.332515,18.236173,23.52745,17.850196
"ENSMUSG00000039070.5","Cpa4",0,0.160745,0.349484,0,0,0.176773,0,0.184091,0.07155,0.138325,0.134348,0,0,1.045325
"ENSMUSG00000039079.1","Trhr2",0,0,0,0,0,0.388349,0.184023,0,0,0.151997,1.173708,0,0,0
"ENSMUSG00000039081.10","Zfp503",1.806916,3.054439,7.679615,0.274179,2.041534,3.591162,1.936434,1.751775,1.857469,3.380495,2.306954,2.357591,1.326572,1.770315
"ENSMUSG00000039084.8","Chad",2.800733,1.190692,1.988448,6.001519,2.73684,2.707568,2.289151,3.294168,4.16105,2.354583,1.36714,4.489772,10.244555,1.777714
"ENSMUSG00000039086.9","Ss18l1",8.759755,4.639053,3.006726,5.527287,3.95876,5.440375,5.424619,6.906755,5.402024,5.618685,6.627965,5.646673,7.151354,4.720255
"ENSMUSG00000039087.17","Rreb1",89.172477,90.484426,96.028814,71.888082,77.395964,109.648821,121.195803,109.845417,114.913698,123.677678,75.849009,190.940766,110.318471,59.813322
"ENSMUSG00000039089.15","L3mbtl3",7.003315,7.846797,7.100388,5.74,6.160537,5.348571,8.928078,8.118931,11.294741,5.76787,7.056016,12.24963,7.002765,9.369563
"ENSMUSG00000039092.9","Sptlc3",0,0,0,0,0,0.220797,0,0.230051,0.089529,0,0,0,0,0
