"","geneid_symbol","PVN_14A1","PVN_14A2","PVN_14A3","PVN_14L1","PVN_14L2_b1","PVN_14L3_b1","PVN_14L4","PVN_14L5","PVN_14L6","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","PVN_naive1","PVN_naive2","PVN_naive3"
"ENSMUSG00000028906.17","Epb41",36.753046,31.022029,35.013953,30.30938,34.948322,37.811854,24.156022,28.174446,31.612274,19.355303,34.236534,34.358963,34.067084,31.108026,40.506246,75.768243,47.66541,44.212399
"ENSMUSG00000028907.7","Utp11",28.225566,15.311067,29.450948,22.083431,24.014081,38.920032,17.336476,19.688615,22.294224,28.683885,27.489709,15.811588,34.238491,25.140128,15.724938,46.103777,30.913946,8.404454
"ENSMUSG00000028909.17","Ptpru",0.802201,2.363979,0,1.789591,0,0.117984,0.961797,0,3.207529,0,0.752265,0,0.387353,0.721945,0,0,0.538339,0
"ENSMUSG00000028910.12","Mecr",13.576012,31.910996,26.8884,36.716157,39.204111,37.929444,19.087594,29.012404,18.735294,38.982376,23.925905,26.829053,33.81561,23.192638,8.213987,28.65616,12.603143,7.953006
"ENSMUSG00000028911.16","Srsf4",73.913699,98.31176,73.924954,74.831351,52.189752,98.383985,51.101096,85.153421,76.106889,99.872251,82.095162,80.590083,91.690304,83.273539,95.709469,97.398248,77.825287,58.684807
"ENSMUSG00000028914.13","Casp9",11.435446,11.731201,13.71807,13.423137,23.515599,2.023825,8.280312,22.342778,8.590554,10.820925,22.01191,15.291954,18.238924,12.903136,15.041002,26.810928,16.306923,10.98386
"ENSMUSG00000028917.14","Plekhm2",44.558956,97.323985,73.405738,38.733634,57.430809,107.83645,25.071222,65.891118,17.029061,69.895566,66.011126,53.191604,45.806233,53.787045,45.203305,42.081859,39.434512,35.622177
"ENSMUSG00000028919.11","Arhgef19",0.116872,0,0.647849,1.802079,0,1.801865,0.352407,0,0,0,0.665309,0,0,0.938992,2.250897,0,0.774546,0
"ENSMUSG00000028920.9","Fbxo42",12.325334,12.433877,14.694129,13.173098,31.508061,10.234224,10.703269,14.58909,17.112155,19.887243,37.629625,26.284235,22.038293,22.582713,18.650395,15.081746,15.928317,13.291291
"ENSMUSG00000028923.14","Necap2",95.519889,111.022092,120.04941,90.049698,65.829855,128.60689,92.399485,83.331029,80.952036,123.233296,103.535289,107.121448,89.735123,109.265672,110.787671,106.981369,113.778455,74.266956
"ENSMUSG00000028926.15","Cdk14",13.19458,17.73401,22.119415,19.99375,19.625985,37.753304,13.267015,26.748494,2.42289,18.730741,15.764976,11.249569,10.530237,9.946554,25.784665,21.379451,11.571313,11.394817
"ENSMUSG00000028927.6","Padi2",49.710363,54.09343,67.369722,61.078821,39.545405,63.519817,39.215578,56.485677,25.744082,80.019324,78.017709,67.676414,59.141247,61.688719,57.570312,79.769851,60.292671,49.963974
"ENSMUSG00000028931.12","Kcnab2",9.797845,0,4.914976,6.112946,10.068135,0.298487,1.808966,30.882301,57.153175,12.662082,12.993389,2.728068,1.742416,9.515548,19.280068,4.54656,1.180815,2.791205
"ENSMUSG00000028932.8","Psmc2",54.194132,66.053778,67.107305,53.773633,51.94117,66.670978,36.727479,86.989324,47.597837,63.679011,63.200485,63.648283,57.996246,56.563546,68.025726,70.605518,53.090283,38.822915
"ENSMUSG00000028933.11","Xrcc2",3.204898,0,7.125244,5.442345,0,1.662878,6.219764,0,2.049743,0,5.502953,2.207216,3.114019,1.121881,2.454071,9.655392,3.267004,0
"ENSMUSG00000028936.15","Rpl22",382.79192,312.192118,301.982304,239.156822,477.377005,388.437636,263.104322,215.434782,179.348968,444.959428,253.15937,336.449728,260.130207,298.79684,205.908868,337.254339,366.728271,346.246872
"ENSMUSG00000028937.14","Acot7",16.091756,0,4.5965,7.555849,0.7163,10.283542,2.811076,13.964234,6.392896,1.689083,5.083859,11.591785,2.427804,4.088131,5.419468,14.017771,1.240418,9.871484
"ENSMUSG00000028938.9","Galntl5",0,0,0,0.398224,0,0,0,0,0,0,0,0,0,0,1.947977,0,0,0
"ENSMUSG00000028940.2","Hes2",0.808633,0,0.894556,2.381453,5.551478,3.53228,0.97307,0,0,2.600072,0.788925,0.477761,0,0,0,2.804038,0.428113,0
"ENSMUSG00000028943.18","Espn",0.351489,1.102421,11.287658,3.682061,0.902163,2.784795,11.228394,6.193493,2.929669,7.111392,5.802232,5.787051,6.856925,5.041193,2.595096,6.918807,5.93125,26.167741
"ENSMUSG00000028944.14","Prkag2",19.733554,3.58421,8.067424,36.081495,7.96759,19.987657,10.013493,21.942896,10.874184,30.795384,16.167897,21.195621,7.700976,20.632671,9.256313,27.665682,18.827794,34.532557
"ENSMUSG00000028945.9","Rheb",82.201879,51.809216,63.599001,58.290186,141.974078,35.015122,39.222868,93.273081,36.96264,67.284325,81.804498,96.428772,63.732469,80.30086,57.860922,64.081617,94.078245,76.399762
"ENSMUSG00000028946.7","Hes3",1.381112,0,1.269045,0,12.626042,0,0,0,0,0,2.399386,0,1.651257,0,0,2.670005,0,0
"ENSMUSG00000028948.16","Nol9",14.291278,4.382745,14.257486,12.672091,22.419837,21.310224,10.18489,12.589261,12.147448,20.673598,21.08088,19.681578,15.888568,18.726374,15.89402,15.33252,18.852587,23.244954
"ENSMUSG00000028949.13","Smarcd3",14.95981,3.142618,20.931609,11.816299,49.863852,13.302973,12.126787,9.911544,9.236092,10.167974,25.907567,22.630705,31.617607,15.641519,26.467778,21.182728,13.101519,18.575671
"ENSMUSG00000028950.3","Tas1r1",0,0,0.520465,0.755116,0,3.170221,1.273913,0,0.335069,0,0.458605,0,0,0,0,2.442116,0.933742,0
"ENSMUSG00000028952.12","Zbtb48",19.808062,66.430938,17.709758,24.797753,64.205041,34.210647,29.40007,9.057437,33.48976,8.520394,19.924096,32.297272,26.481737,30.605514,25.342513,98.765975,30.576831,19.695261
"ENSMUSG00000028953.10","Abcf2",30.899242,15.755509,27.467203,23.757951,18.132009,32.165898,25.269384,45.812897,33.712846,23.774758,31.692743,19.342398,25.396461,30.168547,32.478925,22.890854,29.784725,22.106969
"ENSMUSG00000028954.11","Nub1",40.716198,40.217227,45.277868,32.705916,54.933257,54.915009,25.910589,48.685389,35.844291,27.021225,41.662833,41.544371,39.358892,35.572097,43.619414,42.621858,34.538186,18.292036
"ENSMUSG00000028955.3","Vamp3",74.017531,93.114893,105.740354,83.272275,96.973141,111.202951,71.966592,93.96811,72.436446,110.572856,84.794359,126.403387,84.623837,97.202394,95.41825,98.419086,114.03709,80.430896
"ENSMUSG00000028957.12","Per3",4.70614,4.316884,7.364277,7.834627,10.254435,12.530001,16.763435,3.946951,2.048667,5.197577,6.697573,9.400885,10.87812,9.718325,5.535642,13.591899,7.511773,5.001057
"ENSMUSG00000028958.15","Tmub1",17.447502,12.62495,11.918896,8.83672,1.468749,15.070527,12.812347,0,10.321034,22.860181,7.515185,5.289689,10.409636,5.936801,18.294742,7.063402,1.740119,2.899331
"ENSMUSG00000028959.14","Fastk",48.348616,156.166473,64.652367,55.02922,131.12195,59.660205,62.383471,84.85458,36.911309,101.613858,63.402789,64.199854,92.812294,55.354505,65.371341,77.423409,41.164249,86.548813
"ENSMUSG00000028960.20","Ube4b",94.473718,26.538484,36.347716,57.097445,68.433233,36.442721,36.228273,40.750898,45.986492,43.263767,76.780195,86.889881,77.794171,102.899488,70.320592,52.954887,36.449023,23.407262
"ENSMUSG00000028961.15","Pgd",151.09254,101.56774,121.419113,124.91387,141.283579,129.424273,96.847571,222.846932,477.470185,198.978696,195.839058,133.149295,132.333123,123.378953,134.858509,148.065476,137.003224,131.967215
"ENSMUSG00000028962.14","Slc4a2",24.86088,62.809821,30.737359,37.648249,146.280989,92.673833,72.444041,87.453169,48.628863,35.773602,58.547967,48.605958,32.818654,66.059182,131.184169,63.918221,52.830837,94.4951
"ENSMUSG00000028963.1","Uts2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000028964.14","Park7",100.928064,72.266651,138.671769,79.088375,142.572519,94.98636,57.553191,119.125662,80.15188,124.810853,101.075584,101.572573,82.063946,80.492961,70.159403,69.049777,104.839904,80.327373
"ENSMUSG00000028965.13","Tnfrsf9",2.78862,0,0.767136,14.571773,0,0,4.380279,1.399708,0.496132,0,0.338945,0,0,0,1.747937,0,1.102233,3.751281
"ENSMUSG00000028967.10","Errfi1",176.133604,135.689407,132.770865,130.685586,111.906931,44.209354,143.267696,139.554096,41.23775,67.396074,54.156651,179.622749,224.046924,172.767209,176.081263,47.00583,151.848416,192.035757
"ENSMUSG00000028969.10","Cdk5",18.38198,16.022524,43.40367,14.719268,52.232803,16.981268,18.174851,20.324348,30.13673,41.510493,22.8738,14.626774,28.383406,24.089123,47.243592,31.163781,24.231097,13.615719
"ENSMUSG00000028970.9","Abcb1b",41.340171,68.78607,30.977171,28.485548,21.065363,50.643885,18.458759,21.181508,4.671281,12.481639,20.881169,41.750818,14.448952,25.101757,42.845072,27.194128,29.50077,41.367296
"ENSMUSG00000028971.4","Cort",0,0,0,8.302648,0,0,0,0,0,0,0,0,3.610681,0,0,0,0,0
"ENSMUSG00000028972.11","Car6",2.081024,0,0,0.397596,0,0,2.459755,0,0,0,0.724547,0,0,0,0,0,0,0
"ENSMUSG00000028973.18","Abcb8",9.415669,44.290323,11.823117,29.331935,20.567625,23.813953,23.646689,6.897322,9.212304,32.219951,19.358364,9.426127,15.928167,17.936237,22.321377,26.689349,21.267793,9.047198
"ENSMUSG00000028974.13","Dffa",15.893951,4.547246,12.7362,21.761462,15.60188,11.217031,5.37656,5.589379,14.116564,19.321444,13.710591,17.885093,16.122146,8.125137,16.240833,20.534009,10.303757,6.511807
"ENSMUSG00000028975.16","Pex14",27.764267,78.179829,31.912928,30.638367,23.979548,49.326883,29.935867,31.586357,31.805327,25.966804,31.326485,23.207256,28.199014,23.295046,37.821219,36.436482,25.849383,12.880113
"ENSMUSG00000028976.10","Slc2a5",332.841182,282.271125,427.690118,435.157424,197.116164,289.638339,211.78226,263.037109,175.879374,272.944303,372.721776,527.541784,424.596481,518.110963,485.501329,597.481106,404.646879,399.059432
"ENSMUSG00000028977.17","Casz1",1.583489,0,2.804088,3.980955,2.232262,4.108316,12.553876,13.174953,17.188448,10.453811,8.094739,4.11149,0.52922,1.433932,4.644652,21.593008,2.277208,0.837026
"ENSMUSG00000028978.12","Nos3",0,0,0,0,0,0,0,0,0,0,0.310894,0.035084,0,0,0,0,0,0
"ENSMUSG00000028979.17","Masp2",8.672429,11.772018,5.580375,7.917135,0,3.376415,14.240166,3.536972,2.65366,9.146839,6.547897,9.590893,10.348921,9.52121,11.60418,4.549424,9.992532,11.23928
"ENSMUSG00000028980.14","H6pd",27.8493,31.726539,28.980826,28.02427,22.658616,37.141387,15.985586,22.017076,40.769623,19.788352,33.84669,32.870021,29.663204,37.466411,36.287157,36.62819,28.8567,19.749879
"ENSMUSG00000028982.9","Slc25a33",43.348198,55.110718,16.755699,16.06264,16.768449,17.135805,25.334041,7.458367,8.465604,8.949201,13.91169,30.820432,31.642146,19.966958,17.895671,11.598656,25.254885,50.485492
"ENSMUSG00000028986.12","Klhl7",38.692125,45.939772,40.388947,26.80798,65.512665,38.896542,30.552705,48.413776,27.254191,35.443274,31.467176,53.608127,40.087552,53.834321,54.363,44.925198,52.692789,35.446408
"ENSMUSG00000028988.13","Ctnnbip1",25.397921,16.529264,10.077189,14.220644,14.240482,10.625422,10.505251,20.410371,6.492293,20.731493,14.559069,24.840228,11.664072,11.646942,12.06828,26.296895,18.082176,10.244768
"ENSMUSG00000028989.3","Angptl7",3.067504,13.325327,3.176779,6.671396,0,2.832591,4.031139,0,2.508242,0,4.519516,2.398032,4.709398,6.649832,1.902298,11.097194,1.267558,8.193673
"ENSMUSG00000028990.13","Lzic",7.652288,0,15.766009,8.687472,4.769626,20.675093,6.951023,26.718999,6.624325,51.51379,15.830169,8.274577,30.522391,23.106664,15.501491,56.359897,11.02448,37.765099
"ENSMUSG00000028991.15","Mtor",14.173364,20.212632,14.102974,13.673047,30.86051,17.762644,16.588492,20.99057,10.57761,10.268038,19.053968,18.221187,16.462492,24.461644,16.733037,34.861263,16.604675,15.498839
"ENSMUSG00000028992.13","Nmnat1",15.275723,13.603197,15.201095,5.318375,5.945231,35.427793,9.460673,0,3.13214,6.713609,7.712519,5.995336,15.41028,6.433343,3.513155,7.016597,7.299636,20.208281
"ENSMUSG00000028995.14","Fam126a",17.214418,23.859565,10.895137,17.514814,6.314184,11.849064,16.29551,19.553343,13.858811,13.791563,19.385023,15.259606,11.093626,20.224197,21.656973,26.273563,19.891821,22.363315
"ENSMUSG00000028996.9","Rbp7",0,0,0,0,0,0,0,0,0,16.039696,0,0,0,0,0,0,0,0
"ENSMUSG00000028998.6","Tomm7",29.917317,39.788891,16.210019,9.72537,23.024699,52.457159,3.603884,2.697497,35.248051,19.081249,13.786076,16.022155,15.553873,18.324323,7.943406,22.870196,25.48822,28.123103
"ENSMUSG00000028999.15","Rint1",13.889602,14.753741,8.169865,27.108359,0.301923,9.487088,29.799076,7.658107,5.834079,8.119888,16.306169,9.461078,9.644704,14.870996,20.411188,30.125612,10.584676,7.71694
"ENSMUSG00000029001.15","Fbxo44",6.695134,0,0,1.539965,0,10.510394,0,0,0,0,2.993166,3.797338,3.745659,7.206786,0.674914,10.583482,1.428179,0
"ENSMUSG00000029003.11","Mad2l2",14.845531,48.05753,10.637548,17.031587,0,4.687401,5.035242,0,5.560458,5.391646,16.176607,12.40328,39.02427,16.602442,24.517916,13.438515,13.198442,0.872666
"ENSMUSG00000029004.15","Kmt2e",69.159578,108.401248,52.986794,62.691451,78.12511,121.923913,49.270872,102.799833,64.602429,67.858508,73.026733,87.378524,86.701827,84.909981,83.215524,100.660013,74.778069,52.254519
"ENSMUSG00000029005.4","Draxin",0.22552,0,0.417543,1.812441,1.723085,0,2.044435,0,0,0,0.611481,0,0,0,0.281255,0,0.299316,0
"ENSMUSG00000029007.8","Agtrap",11.77867,8.879615,10.250723,11.66508,20.863397,10.046383,7.767055,16.668878,55.347077,25.310809,27.557922,14.502487,46.224497,13.502609,16.029415,10.263886,8.138716,6.686348
"ENSMUSG00000029009.17","Mthfr",20.042492,20.328515,22.41296,31.231166,43.739353,41.042196,19.163475,64.3286,20.471264,16.608402,32.954699,41.81066,55.001295,34.920803,26.679373,46.123694,21.359988,27.911515
"ENSMUSG00000029012.11","Orc5",9.568922,37.917586,19.790893,19.077543,5.645316,20.256049,15.312121,7.943495,12.032665,14.696459,15.607587,20.775813,17.686134,16.742339,12.711498,27.855908,16.962137,9.755212
"ENSMUSG00000029014.14","Dnajc2",18.597392,68.941791,26.098489,16.822823,71.374196,43.132372,21.777108,36.492852,25.855808,30.494857,31.261711,26.205211,26.693476,27.792821,20.459832,27.813942,21.457437,33.363617
"ENSMUSG00000029015.9","Slc26a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029016.13","Clcn6",14.426034,44.805605,19.793329,16.202063,31.027905,18.792911,13.705334,8.618438,12.043292,15.707395,20.554632,24.416853,19.173877,16.78708,22.088657,14.135355,17.435823,16.260926
"ENSMUSG00000029017.13","Pmpcb",34.129012,13.108974,59.697007,30.931537,191.638208,125.312161,17.225583,10.649291,24.921312,20.721115,34.574027,31.363197,40.698462,45.622471,31.141984,28.246187,44.811773,31.858972
"ENSMUSG00000029019.8","Nppb",0,0,2.311373,9.408532,0,0,1.882842,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000029020.13","Mfn2",19.341492,27.813747,18.008175,29.939955,44.398644,31.437518,23.304905,15.582453,27.043718,25.768884,27.300634,19.896107,42.942045,25.537902,44.881355,38.931864,27.864627,18.427118
"ENSMUSG00000029022.18","Miip",20.59856,21.764059,23.249167,17.82977,105.755523,41.490406,53.799946,42.700523,25.93082,17.00252,39.796665,24.189822,24.563592,26.689592,23.155302,54.064832,12.797406,13.812682
"ENSMUSG00000029026.17","Trp73",2.625074,0,0.152807,2.287366,0.756876,3.245843,1.995142,1.046482,0,2.80159,0.568262,0,0.995558,0,3.652782,0.316824,0.876426,0
"ENSMUSG00000029027.9","Dffb",7.3327,7.76272,4.012356,6.365497,0,13.798144,5.727245,1.330845,7.682552,13.458761,9.994736,5.628663,13.709219,8.718758,12.350539,9.261718,4.371043,8.811465
"ENSMUSG00000029028.14","Lrrc47",19.8686,18.73545,35.76679,26.290397,57.119245,71.746854,19.142233,80.699432,18.988978,33.037739,31.741823,56.312377,36.927776,42.182504,38.922924,43.161283,34.07653,62.903604
"ENSMUSG00000029029.14","Wrap73",11.889237,50.627722,15.878047,14.746065,20.815511,15.841879,8.822657,5.807169,10.725724,8.673257,15.110612,15.297196,20.163759,11.435219,16.976994,27.785776,9.166012,12.048997
"ENSMUSG00000029030.14","Tprgl",65.362811,31.679742,99.077471,69.282842,116.650043,138.162727,46.4202,98.963431,112.633028,104.541249,108.738871,87.323076,77.53932,92.97411,86.115662,100.414971,77.1039,101.193119
"ENSMUSG00000029032.12","Arhgef16",0.383123,0,0.437683,8.905787,0,1.353646,1.171535,0,0,0,0.963835,0,0,0,0.614942,0,0.563931,0
"ENSMUSG00000029033.16","Acap3",26.570334,39.28375,8.726424,11.020588,25.731495,23.251261,12.003958,7.408554,25.689673,12.667817,19.910117,25.404882,7.079648,18.852949,22.434212,13.321873,7.404537,29.035687
"ENSMUSG00000029034.9","Ints11",28.149281,68.382843,16.818799,22.003029,13.912035,64.907352,50.584153,59.744841,35.429423,30.236137,36.623826,21.384222,21.349671,55.138511,20.803529,28.414127,32.05914,39.866284
"ENSMUSG00000029036.18","Atad3a",25.651728,88.052783,34.559708,33.88313,74.203985,70.704439,39.114945,11.399263,25.205181,61.26476,51.044609,66.08878,58.429014,34.936581,51.970812,43.744179,39.507123,35.266205
"ENSMUSG00000029038.9","Ssu72",38.970392,19.783555,54.128541,42.460809,50.122902,47.4112,42.935529,50.393782,71.515169,116.302184,47.160501,44.81244,54.049786,48.958428,73.608099,47.831915,41.731181,31.756615
"ENSMUSG00000029047.13","Pex10",6.134341,0,7.521984,4.138684,75.906607,10.232744,15.000212,7.800969,11.718116,36.502415,10.554332,3.725087,8.155921,0.681505,12.668926,24.14687,5.493772,15.686219
"ENSMUSG00000029048.3","Rer1",47.59597,27.820872,55.189302,49.754845,63.076905,84.049745,41.105881,43.411333,73.449989,63.112034,59.833683,63.045552,70.342493,56.598816,52.748591,76.775258,44.77332,35.760264
"ENSMUSG00000029049.14","Morn1",11.212531,0,7.967228,16.605173,7.541165,12.237434,31.524317,12.325379,1.373733,9.560201,4.852185,4.88929,11.640283,12.614479,15.195291,0,3.6605,13.630909
"ENSMUSG00000029050.15","Ski",210.947288,202.848435,205.091284,212.963888,204.166405,178.905519,184.874067,198.593043,105.320637,159.152692,239.950731,263.392086,251.630913,287.975556,268.919312,247.846352,251.077676,194.023162
"ENSMUSG00000029053.16","Prkcz",1.691743,9.17692,1.431781,14.661079,30.078082,8.919617,10.60164,2.068432,2.906893,1.500175,3.827357,8.915283,2.308592,9.830616,1.567245,12.57043,3.995743,5.191349
"ENSMUSG00000029054.8","Gabrd",0,0,1.202139,1.002434,0,0,1.30741,0,0,13.189806,0.121763,1.941503,0,0.951768,0,3.459853,0.594861,0
"ENSMUSG00000029055.17","Plch2",0,0,1.229212,0.116295,0,0.574233,0,0,0,0,1.893787,0,0,0,1.211479,2.157285,0,0
"ENSMUSG00000029056.13","Pank4",16.709363,29.319979,31.336805,22.442419,30.51807,22.615999,18.701139,35.239758,31.671842,31.963465,32.959039,24.07972,53.34981,31.614899,29.452419,33.247278,27.339197,30.207486
"ENSMUSG00000029059.9","Prxl2b",23.489992,0,32.636009,31.451279,1.241105,32.627116,28.811439,9.296276,14.393711,14.789178,24.374841,20.829987,22.772572,22.20635,21.325429,64.315452,20.001413,24.477798
"ENSMUSG00000029060.17","Mib2",110.602064,139.655405,155.584471,149.808781,403.075103,201.89951,80.791928,138.718089,107.47317,122.199699,175.741268,210.301776,153.389203,155.33512,171.923775,203.867379,162.045202,147.168747
"ENSMUSG00000029061.2","Mmp23",2.189492,0,5.962804,12.298731,0,8.941381,3.080907,0,2.751249,0,5.948471,5.775519,1.804465,26.658952,3.142351,25.758593,10.102352,0
"ENSMUSG00000029062.14","Cdk11b",118.991675,147.638198,90.305406,95.983972,137.916002,113.460501,77.44151,241.386609,178.719171,122.016295,101.154082,121.99162,70.642861,99.663855,81.432013,84.823284,96.452234,91.263912
"ENSMUSG00000029063.16","Nadk",90.342765,70.092657,63.080292,52.280343,82.877455,104.655577,47.464601,158.840197,206.96042,81.097453,85.018993,78.515462,81.899822,65.707871,63.552201,52.602155,79.503112,57.609075
"ENSMUSG00000029064.15","Gnb1",228.824364,137.771649,164.164268,178.774197,204.284819,145.957243,133.970464,241.335144,236.396922,143.37573,221.729638,179.680675,176.343552,217.789088,207.69669,251.02073,220.373921,186.332575
"ENSMUSG00000029066.12","Mrpl20",40.934745,35.71418,34.483787,26.529828,68.060932,28.672412,5.811466,13.108294,32.491029,23.480821,24.622334,20.908817,28.888917,27.497177,6.41014,23.488951,18.928289,0
"ENSMUSG00000029068.16","Ccnl2",126.602192,90.738444,85.199116,108.612653,129.313918,143.15373,109.283773,128.860669,94.506099,143.416516,132.988692,153.067799,162.635885,134.689774,131.494091,127.87749,120.078988,106.636419
"ENSMUSG00000029070.9","Mxra8",1.873287,0,1.518439,3.84297,0,13.11937,1.125633,5.033584,0,4.498218,6.685467,8.557112,2.469751,7.696349,3.718242,0,3.778997,0
"ENSMUSG00000029071.16","Dvl1",40.071007,44.433106,45.769836,53.204237,149.923554,117.550326,25.760612,60.710907,51.932417,75.257278,84.474836,71.013866,50.014721,70.351935,51.689291,108.576313,38.059403,28.918354
"ENSMUSG00000029072.3","Tas1r3",2.373944,2.252305,1.253503,1.816545,0,3.70359,4.773079,1.522322,1.879417,0,2.849951,2.511742,2.381261,2.414072,3.236795,0,2.847246,0
"ENSMUSG00000029073.9","Cptp",6.297092,16.682097,5.062916,8.777972,0,4.701837,5.966398,9.229115,12.32303,9.180451,7.562864,7.051169,13.07658,9.649028,3.031636,1.468098,10.685571,24.52477
"ENSMUSG00000029074.14","Ttll10",1.138711,0,0,2.132909,0.43408,0,0.570125,0,0,0,1.23935,0,0,0,0,11.226139,0,0
"ENSMUSG00000029075.6","Tnfrsf4",12.536271,0,0,0,0,6.651666,0,0,2.6911,7.294787,2.046205,5.467766,1.06318,0,2.758558,0,1.181011,0
"ENSMUSG00000029076.14","Sdf4",146.434934,92.46479,142.077044,95.264194,103.202083,110.987986,61.122604,140.689437,104.536494,122.738837,141.832424,117.449245,139.002891,177.704459,118.234022,125.688718,142.489079,146.085637
"ENSMUSG00000029082.17","Bst1",3.439729,7.033386,1.826387,2.437049,0,0.747304,0,4.075729,33.756983,4.543203,9.66456,0,0.934402,0,1.930993,0,0.187237,0
"ENSMUSG00000029084.5","Cd38",0,1.21831,11.901304,8.057122,0,0,0.368801,0,2.770043,7.984671,2.182309,0.04001,0,0,0,4.306652,3.727823,0
"ENSMUSG00000029086.15","Prom1",13.507177,0,2.633218,9.532507,8.472592,3.59566,4.619435,12.69619,57.583965,13.629631,17.58486,2.969369,0,1.946173,16.003357,0,1.785443,1.417912
"ENSMUSG00000029088.16","Kcnip4",0,0,3.198277,2.289799,0,0,1.771419,0,0,0,0.799156,1.16553,0,0,1.699001,0,0.936604,5.307154
"ENSMUSG00000029089.8","5730480H06Rik",14.827018,64.146796,9.353921,10.526854,3.915284,6.326996,2.675365,44.932664,10.661833,13.862423,10.724434,20.352062,6.603224,9.909744,14.3589,4.790362,5.59565,11.313066
"ENSMUSG00000029090.12","Adgra3",11.87485,8.756137,10.158716,33.473925,0.804832,17.31958,9.185715,10.058307,8.487777,9.157279,18.33415,20.062541,133.784609,11.351048,17.9087,130.904161,9.504185,11.570736
"ENSMUSG00000029093.14","Sorcs2",1.76122,0,3.383752,3.78617,0,1.264193,2.10398,11.043246,0.35981,1.277123,2.447859,0.196239,0,0,0.681259,3.450229,0.607128,0
"ENSMUSG00000029094.12","Afap1",5.163306,8.188663,7.119127,9.342538,4.415793,7.066229,5.381321,12.893782,2.849123,2.739306,5.606643,4.951513,2.228146,4.725876,3.552277,4.285193,4.564504,2.664203
"ENSMUSG00000029095.17","Ablim2",1.476393,1.402487,11.777186,3.931861,3.481271,0,8.739055,0,0,1.879777,2.979957,7.718097,0.98379,0.708964,5.533216,0,0.582234,2.033008
"ENSMUSG00000029096.15","Htra3",5.300485,5.858635,7.895179,14.729927,0,6.715345,14.327643,11.883744,3.849193,11.436567,14.307764,9.899865,5.508733,12.825328,8.905429,41.13108,5.196626,12.260116
"ENSMUSG00000029097.11","Trmt44",3.976736,0,6.410829,6.063397,9.589695,6.049932,0.947265,6.199077,2.485111,4.059775,4.94907,3.587635,2.772646,5.524264,6.777274,12.16532,4.28707,2.591948
"ENSMUSG00000029098.17","Acox3",132.458414,83.056036,71.639673,163.21367,81.340966,249.288988,122.863551,88.53759,88.897101,71.742822,176.322145,122.187789,128.359763,176.544259,126.780204,131.177883,147.875351,74.862768
"ENSMUSG00000029101.16","Rgs12",3.807609,6.792398,8.094694,8.085794,12.218508,1.59221,10.752021,5.28777,4.89994,14.360537,6.247759,3.643473,24.954277,5.884909,4.268943,40.55,5.13016,24.899588
"ENSMUSG00000029102.9","Hgfac",0,0,10.154759,6.577898,0,0,8.818991,10.106543,0.196041,0,0.402235,0,0,0,0,0,0,16.788605
"ENSMUSG00000029103.16","Lrpap1",50.397766,56.708843,104.816035,70.728061,125.669737,84.230776,52.859093,50.463239,39.033812,91.170085,77.081146,84.717706,54.437209,76.750143,66.537342,66.792029,85.094182,47.310397
"ENSMUSG00000029104.15","Htt",20.727109,17.335331,15.368266,22.866793,32.054643,12.050825,22.622709,19.290049,10.669191,23.317538,25.908381,13.066589,21.123995,18.011767,20.308474,22.961472,18.328924,12.609499
"ENSMUSG00000029106.14","Add1",85.508879,98.826013,117.101157,112.225269,89.304265,122.192608,65.339419,103.169978,196.029535,125.461753,129.50271,117.722598,121.065398,108.446199,114.560391,117.746852,111.392838,107.290969
"ENSMUSG00000029108.14","Pcdh7",0.525635,0,4.052748,0.352108,0,0,1.193206,1.050886,0,0,1.38984,0,0,0,4.118072,1.015889,0.664598,0.39478
"ENSMUSG00000029110.13","Rnf4",54.228684,41.684265,62.671259,54.973369,77.136471,72.147177,42.957592,72.152457,64.817183,50.166766,59.659366,53.342196,83.719664,73.741372,77.914192,58.425676,73.157114,28.08957
"ENSMUSG00000029111.7","Nelfa",15.24989,9.410007,13.856653,16.258364,22.877072,7.193828,11.580982,21.210565,14.247634,11.83234,16.420202,15.413152,6.343779,17.494344,22.368625,7.291028,13.153729,22.860995
"ENSMUSG00000029112.5","Nkx1-1",4.82069,0,1.353808,1.487065,13.52448,0,0,12.383934,0,0,0.301127,0,0,0.343728,2.736475,0,0.97513,0
"ENSMUSG00000029119.9","Man2b2",137.615638,104.018156,138.204693,145.207456,81.625076,142.646119,90.085311,173.504753,93.891103,108.412746,186.137469,157.022478,162.362335,172.54138,163.082244,162.40444,182.287833,153.445303
"ENSMUSG00000029120.10","Ppp2r2c",8.299381,0,0.714975,1.16485,0,0,0.29171,0,0,0,0.55021,0,0.407533,0,2.64887,1.298913,2.179019,0.870472
"ENSMUSG00000029121.16","Crmp1",1.558423,0,2.205297,3.24352,13.978417,0,9.214967,0,4.756739,1.857969,2.490635,0,0,0,8.703865,0.801039,0,0
"ENSMUSG00000029122.11","Evc",10.218487,31.470164,1.022287,12.939435,1.721937,0.069052,19.259309,0,0,0,12.901185,0.171005,4.19191,0,1.579161,0.699453,0.486403,0
