"","geneid_symbol","PVN_14A1","PVN_14A2","PVN_14A3","PVN_14L1","PVN_14L2_b1","PVN_14L3_b1","PVN_14L4","PVN_14L5","PVN_14L6","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","PVN_3L1_b1","PVN_3L2_b1","PVN_3L3","PVN_naive1","PVN_naive2","PVN_naive3"
"ENSMUSG00000054161.12","Fam83e",2.194656,0,2.485307,1.251687,0,0,2.64692,0,0.370421,0,0.886901,1.022437,0,0,0,0,0.183665,0
"ENSMUSG00000054162.15","Spock3",1.998995,0,0.532961,2.126724,0,0,0,0,0.343193,0,0.467043,0,0.848192,0,0,0,0.569444,0
"ENSMUSG00000054169.7","Ceacam10",7.232309,0,0,2.944394,0,11.607365,0,21.175976,78.74128,20.227481,5.195392,1.962886,0.260332,2.471119,3.782231,0,0,0
"ENSMUSG00000054191.9","Klf1",0,0,0,1.507202,0,2.895351,0,0,0,1.893173,0.22888,0,0,0.612713,0,0,0.371445,0
"ENSMUSG00000054196.7","Cthrc1",0,0,0.950005,0,0,0,2.708848,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054199.17","Gon4l",19.481581,20.010229,31.822224,27.861667,23.537059,41.811479,31.835072,28.243358,17.428043,27.527819,32.309609,30.44672,45.681479,35.260273,39.515573,26.710408,27.924968,28.070035
"ENSMUSG00000054200.7","Ffar4",0,0,0,1.250978,0,3.405125,0,0,0,0,0.253303,0,0,1.837373,0,0,0,0
"ENSMUSG00000054203.7","Ifi205",2.688063,0,1.897116,0.163607,0,0,1.473302,1.777363,2.040564,0,0.496808,0,1.175966,0,0,0,0,0
"ENSMUSG00000054204.6","Alkal2",0,0,1.049127,0,0,0,0,5.750091,0.341035,0,1.395177,0,0,0,1.413639,0,0,0
"ENSMUSG00000054206.2","Gzmm",2.804668,0,5.035047,2.246289,0,0,13.342234,11.172607,4.107856,17.153577,1.678052,2.184861,9.407621,7.215443,3.816445,0,4.98457,5.41264
"ENSMUSG00000054215.2","Sprr2k",7.637727,0,3.032806,0,0,0,0,0,0,0,0,0,0,0,0,5.078873,1.100258,0
"ENSMUSG00000054226.13","Tprkb",12.025711,9.785142,16.887454,21.350447,62.278959,22.521067,21.712724,27.361303,7.775414,30.18505,21.800114,15.012593,23.615205,31.648939,22.489574,23.895751,18.525667,15.323489
"ENSMUSG00000054236.6","Olfr481",2.010803,0,0.689456,0.79804,18.274661,1.43527,0.675164,0,0,0,0.666375,0,0,0,0.278648,0,0.098846,0
"ENSMUSG00000054237.6","Fra10ac1",8.47839,13.587282,7.019118,14.645983,16.975266,38.017389,8.657901,20.165321,7.793271,23.888574,19.189268,4.874843,13.1625,16.697756,21.902954,11.492222,11.026842,11.306248
"ENSMUSG00000054252.18","Fgfr3",0.120541,4.801793,1.667818,1.12035,0,0.064193,0.603148,12.142905,0,0,1.857489,0.050675,0,0,0,0.767593,3.005051,0
"ENSMUSG00000054256.11","Msi1",0.924658,0,1.652466,4.367734,0,0.197996,0.463802,0,0,0,0.333551,2.017806,3.731727,0,8.301468,3.902203,3.659064,0
"ENSMUSG00000054263.12","Lifr",56.051132,32.668999,29.966588,35.645396,15.996406,117.834771,25.730974,66.448464,16.311525,19.750267,80.646779,79.0223,25.184701,31.919633,32.599172,81.26221,62.657514,30.597989
"ENSMUSG00000054266.2","Serpinb9d",0,0,0,0.476486,0,0,1.061642,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054272.6","Zscan4c",0,0,1.806634,0.679342,9.924167,0,1.595973,0,0,0,0.608245,0,0,0,0,0,0,4.879746
"ENSMUSG00000054277.8","Arfgap3",10.450684,6.173094,9.090397,12.182483,20.917094,2.193223,9.221806,6.261323,9.286046,9.342198,14.920413,10.026686,16.491801,17.222302,22.657619,6.397532,10.927371,32.362294
"ENSMUSG00000054280.14","Prr14l",21.663245,14.633995,16.428778,21.133684,14.921064,12.452395,30.107664,16.905562,15.995541,15.077738,23.773512,19.43294,21.383237,23.127932,55.257143,21.151635,26.510367,21.534894
"ENSMUSG00000054293.10","P2ry10b",7.231992,4.008928,11.373862,10.382816,12.296103,6.701178,7.28057,13.5511,26.155037,4.595967,12.305949,13.552586,8.474069,11.34934,9.350528,13.139458,16.54082,33.151101
"ENSMUSG00000054302.15","Eapp",32.05993,19.747009,42.494356,11.205022,116.995044,33.939538,21.181731,5.265936,28.640162,15.956869,22.587932,18.848632,37.318322,24.891953,27.890857,13.77547,22.534609,12.125851
"ENSMUSG00000054309.9","Cpsf3",51.837213,70.718492,79.617537,65.691314,123.82333,62.658102,46.107133,46.54896,43.885093,79.128273,84.526828,72.360689,54.930846,78.746161,96.17145,70.99567,74.32385,132.040313
"ENSMUSG00000054310.16","Obox1",0,0,0,0,0,0,2.560923,0,0,0,4.281195,0,0,0,4.52573,0,0,0
"ENSMUSG00000054312.6","Mrps21",72.224953,49.338467,123.002517,43.733915,42.508977,105.895092,9.808376,88.244613,118.306935,108.712558,66.462818,33.362872,42.399743,48.070408,98.066218,123.689221,104.637915,61.509714
"ENSMUSG00000054320.16","Lrrc36",0.250071,0,0.459122,1.338221,0,0,0,0,0,0,2.050044,0,0,0,0,0,0,0
"ENSMUSG00000054321.7","Taf4b",3.732713,4.560349,3.666881,4.387539,0.174607,0.097873,2.301826,1.027039,1.084778,0,1.735013,1.488357,0.872965,1.366825,0,0.730572,2.325344,2.745237
"ENSMUSG00000054325.5","Lce3a",0,0,0,0,0,0,0,0,0,13.040771,0,0,0,0,0,0,0,0
"ENSMUSG00000054342.8","Kcnn4",6.050136,0,1.010179,3.841108,0,6.489198,29.975225,16.568581,1.925818,3.176139,4.567638,3.993651,2.186204,3.487335,6.542273,0.415192,4.447846,9.987684
"ENSMUSG00000054360.4","Bsx",0.952395,0,0.502331,2.003809,3.426549,0,0.819699,6.408085,0,0,1.880767,0,1.063096,0,0,2.094109,0,2.756109
"ENSMUSG00000054362.9","Lexm",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054364.5","Rhob",2173.868827,2122.194922,3418.350534,2544.903385,2965.015786,3932.686488,1574.020432,2516.194949,1424.998151,3122.6794,3709.606176,4665.327692,2539.844138,2329.777843,2899.349883,3601.498779,2408.675456,1838.362367
"ENSMUSG00000054381.5","Zfp747",15.841786,16.546316,16.496131,21.31703,51.962996,26.943558,29.38018,16.263026,12.140899,28.951751,13.766067,29.673724,15.235484,21.90783,25.583749,31.286661,14.047792,55.145317
"ENSMUSG00000054383.2","Pnma1",0,0,0.640627,1.861421,0,2.456625,2.613099,0,2.066725,7.687767,1.130541,0.799704,4.899871,0.924456,0.647342,4.691157,1.37992,0
"ENSMUSG00000054385.14","Ceacam2",1.956089,0,0.892162,0.881356,2.502686,0.093595,6.207387,0,0.177509,0.816425,2.476972,0,1.620045,0.71254,1.02327,3.528276,1.618748,0
"ENSMUSG00000054387.13","Mdm4",96.236904,141.814726,78.431714,98.790361,139.626424,113.770635,79.667833,163.788749,67.354321,65.290515,151.388203,108.988243,137.458523,140.114593,131.273402,136.124702,90.469525,172.517592
"ENSMUSG00000054400.16","Cklf",39.830114,96.107766,48.092787,74.667389,51.75846,97.425164,15.558179,44.537908,109.454429,26.95678,67.904874,71.69649,48.808031,75.229107,72.7718,72.440029,56.863056,105.482619
"ENSMUSG00000054404.13","Slfn5",36.373229,9.740067,10.121779,20.06416,11.910989,0.501462,12.358885,18.536606,5.042134,9.909599,4.920203,9.183814,5.162153,5.450653,7.527599,6.991023,5.872773,9.373804
"ENSMUSG00000054405.14","Dnajc8",61.248698,89.340023,72.926889,54.673315,198.732068,92.396682,55.708439,102.24152,88.047461,64.568574,75.368721,54.491722,89.781154,84.18846,75.934302,75.670381,71.558039,38.524655
"ENSMUSG00000054406.9","Olfr411",0.440234,0,1.601926,2.94096,0,6.503832,0,2.934055,1.578458,0,2.212594,0,0,0,9.442435,0,1.155124,0
"ENSMUSG00000054408.9","Spcs3",47.500953,54.992515,55.046987,37.117359,30.294735,42.853022,40.23329,32.523692,31.415255,40.782987,52.379321,52.096675,49.695262,50.524921,43.236932,56.365887,56.866176,41.429661
"ENSMUSG00000054409.5","Tmem74",0.790128,0,0.834422,1.964975,0,1.812762,1.361703,1.520047,0.134042,0,0.826165,0,0,0,0,1.735265,0.748156,0
"ENSMUSG00000054414.4","Slc30a7",13.549218,0,7.566169,11.987852,3.911568,20.213011,11.153306,53.172069,10.677419,23.338377,11.642185,17.329552,13.729031,15.190618,13.925677,14.339562,12.67717,52.218212
"ENSMUSG00000054417.5","Cyp3a44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281287,0
"ENSMUSG00000054422.7","Fabp1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054423.14","Cadps",1.311772,0,3.452868,5.219227,0,0,2.889358,0.608515,0.385208,0,4.498822,0.015951,0,0.226687,3.747894,0.346691,0.185035,10.021824
"ENSMUSG00000054428.12","Atpif1",84.661521,39.693545,64.147971,81.773523,121.57806,84.44894,89.880945,120.475015,91.114705,139.319973,130.595659,74.177221,84.497673,74.124438,64.591435,108.524017,110.709219,159.947806
"ENSMUSG00000054431.4","Olfr450",1.545136,0,4.058293,13.0408,10.091457,7.523476,0,3.387035,0,0,0.41328,0,0,0,1.244807,0,0.666771,0
"ENSMUSG00000054434.14","Tmem120b",6.113206,21.535013,18.784202,4.279104,17.157801,16.090139,10.133414,0,6.31857,13.319429,6.984178,10.003283,8.126636,5.134502,8.122071,7.96207,9.675711,15.005428
"ENSMUSG00000054435.16","Gimap4",5.142723,0,0,6.960276,0,0,2.802595,4.288587,1.915019,2.885579,0.569923,0.224342,0,0,1.736144,0,1.543451,0
"ENSMUSG00000054446.8","Cpa1",0,0,0.993949,0.362447,0,0,2.919525,3.630864,0,0,0,0,0,0,0,0,0.357391,0
"ENSMUSG00000054452.10","Tle5",112.521547,42.779769,104.396178,67.813285,53.638163,89.682626,47.109715,98.225808,279.0282,206.054149,111.281061,68.118689,87.129293,114.870248,101.108206,107.452394,100.925699,157.882888
"ENSMUSG00000054453.11","Sytl5",0,0,0,0,0,0,0,0,0,0,0.149895,0,0,0,0,0,0,0
"ENSMUSG00000054455.5","Vapb",30.053863,13.739322,37.167472,27.915899,67.489675,69.451779,10.487675,41.83741,18.147536,15.071649,41.405671,37.537692,72.83715,56.824502,36.765682,24.041009,28.484555,24.796297
"ENSMUSG00000054459.8","Vsnl1",0,0,0.918245,1.338221,0,0,5.242396,0,0,0,0.203211,0,0.149322,0,1.855866,2.903635,1.650295,0
"ENSMUSG00000054469.14","Lclat1",12.530842,14.052286,10.728255,12.419478,42.36916,58.497235,4.521187,11.869206,11.538233,10.15033,15.828683,13.421707,27.847463,23.366936,23.549428,10.141548,12.199782,26.976665
"ENSMUSG00000054474.15","Thnsl2",2.598248,0,2.125361,4.023567,0,25.863162,3.467067,4.655262,0.275332,2.794359,3.045345,4.661862,2.962902,3.316666,4.559551,8.634578,4.439617,6.240992
"ENSMUSG00000054477.16","Kcnn2",2.242173,0,2.375155,4.888927,12.086433,1.586664,8.315204,0,0,0.380177,5.916416,0,1.657602,0,2.43192,1.662243,2.78895,14.784815
"ENSMUSG00000054484.14","Tmem62",2.497463,0,5.707406,3.3992,0.77472,23.089466,5.578576,5.247922,1.475654,18.298473,10.325714,19.023209,26.704958,2.509665,2.732537,0,6.313576,0.7618
"ENSMUSG00000054497.5","Tas2r130",0,0,0,1.684044,0,0,0,0,0,0,0.341034,0,0,0,0,12.301677,2.205908,0
"ENSMUSG00000054498.6","Olfr308",2.588811,0,0.58678,0.210152,0,1.461472,0.319198,0,0,0,3.782132,0,0,0,1.07081,4.266004,0.572935,0
"ENSMUSG00000054499.9","Dedd2",32.908338,28.566655,15.560276,25.386766,10.780171,33.141749,32.623614,32.470536,74.64459,31.354371,32.73996,20.637891,27.126003,16.353413,20.448782,26.208899,27.304464,12.323305
"ENSMUSG00000054509.7","Parp4",21.774087,9.706666,12.158848,15.465864,53.044161,21.407643,19.204232,11.47486,24.941757,22.70241,14.285742,12.033025,17.453664,18.476263,14.180877,11.878843,17.266672,16.152508
"ENSMUSG00000054517.9","Trim65",29.488382,21.036247,25.726688,27.478332,39.11048,29.557952,23.277966,33.496422,8.119128,27.240125,36.866711,27.558991,25.135566,32.95786,34.807773,47.338953,38.190504,28.981239
"ENSMUSG00000054519.8","Zfp867",0.818612,3.494429,3.673416,3.445123,12.052963,1.427363,2.115746,0.787321,1.666626,2.190843,1.426547,1.299665,3.236888,2.129562,2.037812,8.990973,2.945099,0.263275
"ENSMUSG00000054520.15","Sh3bp2",48.609476,45.922979,74.843239,70.888446,95.898398,115.302277,72.376766,65.121852,66.994399,72.180762,80.196477,100.07219,110.792709,83.75518,134.520442,88.29841,74.175526,60.040079
"ENSMUSG00000054523.13","Ms4a5",0,0,0,0,0,0,1.78008,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054526.5","Olfr1500",1.387998,4.448852,0,3.054048,8.577738,0,4.167805,0,2.165952,0,3.692173,0,0,0,1.475133,0,0.786419,0
"ENSMUSG00000054537.8","Tmprss11e",0.583997,0,1.079083,2.346033,0,0,1.056567,0,0,0,1.329792,0,0.913645,0,0.436135,2.020442,0,0
"ENSMUSG00000054545.17","Ugt1a6a",1.793177,0,2.819337,5.856395,3.023537,24.157703,2.883341,1.609528,0.143955,22.868132,5.092478,0.824899,0,0.49444,1.807338,0,3.007859,0
"ENSMUSG00000054555.11","Adam12",4.503421,0,5.882424,13.817464,0,4.573764,6.586194,0.678736,0.298312,0.335962,4.471975,0,0,0,10.528097,1.541706,2.655933,0.453324
"ENSMUSG00000054568.7","Usp17la",0.611431,0,3.10149,4.297354,0,3.534972,4.600635,0,0,0,2.734233,0,1.101432,0,0,3.237749,0.607125,0
"ENSMUSG00000054580.14","Pla2r1",0.990678,0,1.60098,1.608216,0,1.991467,4.265573,0,0,0,5.070638,0.017677,3.888469,0,0,2.331509,1.377312,0
"ENSMUSG00000054582.4","Pabpc1l",0,0,0.321049,2.708071,0,0,0,0,30.359039,17.749812,2.743281,3.913918,4.339582,0,0.820798,0,0.691548,0
"ENSMUSG00000054594.13","Oscar",0,0,0,0.628656,11.811268,0,2.816424,0,0,0,1.527374,0,0,0,0,0,0.620441,0
"ENSMUSG00000054598.13","9130230L23Rik",26.157679,44.407174,8.390252,16.421205,0,2.274087,23.395441,8.325007,2.349628,0,8.937242,12.290094,0.12318,9.653427,4.509352,6.595299,15.753397,5.293518
"ENSMUSG00000054604.7","Cggbp1",126.865358,82.715791,74.932211,103.417241,58.29236,74.53686,73.130182,148.730505,80.029752,132.567036,54.904512,134.635473,137.561154,103.196144,73.192366,104.393289,75.188644,129.749382
"ENSMUSG00000054611.17","Kdm2a",60.754674,77.634086,50.362304,52.138114,67.959785,59.24814,39.228942,68.622707,33.963281,42.642929,66.132021,70.360094,48.873539,87.481878,92.443081,53.096473,89.816338,31.117476
"ENSMUSG00000054612.4","Mgmt",2.648267,0,2.82991,2.425975,0,0,0.419797,0,1.821663,1.679632,2.606723,2.739303,4.020464,1.70426,1.559718,1.341042,2.399978,0.627418
"ENSMUSG00000054619.7","Mettl7a1",33.940203,46.878692,71.564004,32.867207,47.283614,37.395081,28.357039,24.510115,27.386898,19.885932,61.020946,46.0651,39.120612,47.514114,37.511431,40.665314,37.741209,39.611107
"ENSMUSG00000054626.11","Xlr",65.506525,52.948443,73.18609,42.215135,3.251549,53.951845,27.894184,76.955927,25.642576,37.33516,43.576578,42.549637,45.187584,32.585382,56.15492,54.061413,63.169705,43.972396
"ENSMUSG00000054630.7","Ugt2b5",0,0,0,0.605266,0,0,0,0,0,0,0.735265,0,0,0,0.560132,0,0,0
"ENSMUSG00000054640.15","Slc8a1",33.51901,49.52828,65.526071,54.144685,21.343573,37.132023,49.652797,64.531935,15.181085,31.295933,70.186284,64.7148,89.039937,65.987725,54.703496,92.247666,67.238099,39.833184
"ENSMUSG00000054641.10","Mmrn1",1.055599,0,1.139367,2.798177,8.790913,0,0.265643,0,0,0,1.171413,0,0,0,0.5482,1.012964,0.466815,1.38672
"ENSMUSG00000054648.8","Zfp869",53.475423,114.088715,62.679199,50.841535,81.534945,107.562112,71.874505,46.928285,45.770621,45.870141,57.908532,114.025436,102.732057,83.929426,114.861574,51.415469,108.6259,47.83799
"ENSMUSG00000054659.13","Pm20d2",0,0,0,0,0,0,0,0,0,0,0.266995,0,0,0,0,0,0.432773,0
"ENSMUSG00000054662.8","Ano9",0,0,0.476325,1.899514,0,0,7.00717,0,0,0,3.646836,0,0.620386,0,0,0,0.845854,2.098935
"ENSMUSG00000054666.7","Olfr63",6.362421,0.886537,3.590281,4.553817,1.124777,0.0354,2.333657,2.396211,0,0,0.672439,0,0,0,5.318254,0.853152,0.146368,0
"ENSMUSG00000054667.7","Irs4",0.740292,0,0.114293,0.16528,3.253135,0,0.186548,0,0.292746,0.41215,0.250925,0,0,0,0.307946,0,0.573392,0
"ENSMUSG00000054672.13","5830411N06Rik",1.173236,0,0.513962,0.932033,2.231225,1.099382,1.571192,0,0,1.864179,2.917514,0,0,0,0,1.340525,0.119489,1.217039
"ENSMUSG00000054675.5","Tmem119",1417.649032,1263.04486,1863.61883,1472.309324,1666.531759,1947.177262,1147.86897,1545.153232,660.560104,1403.389914,1797.234109,2080.957743,2001.223149,1934.969977,1866.049164,2317.678141,1721.524687,1566.308365
"ENSMUSG00000054676.15","1600014C10Rik",27.892263,54.958889,21.84732,23.628002,94.44161,40.50829,20.382797,83.491956,47.140039,29.953641,29.450033,61.13592,30.344752,29.9556,39.76244,23.979799,26.46065,34.596791
"ENSMUSG00000054679.8","Srsf12",0,0,1.012298,0.791001,0.313882,0,3.303703,0,0,1.835549,0.557396,0,0,0,0.170479,0,0.3632,0.617147
"ENSMUSG00000054690.17","Emcn",0.791791,0,1.625015,1.658092,0,0,1.023414,0,0,0,1.550718,0.327722,0.476537,0,0.704072,0,0.149945,2.80126
"ENSMUSG00000054693.14","Adam10",90.762394,161.604906,103.297082,92.693323,149.948731,118.593403,61.233149,108.383269,70.972764,91.616952,147.568421,139.125453,148.365538,125.704105,135.013025,142.5785,137.703179,93.246864
"ENSMUSG00000054702.14","Ap1s3",1.122544,0,0,1.127189,0,0,2.535565,0.943988,6.668959,0,0.684575,0.459655,1.433394,2.596254,1.221203,0,0,0
"ENSMUSG00000054708.17","Ankrd24",10.539229,8.580777,6.164864,16.62408,87.692168,31.385361,10.171467,16.288429,6.615482,10.183952,16.662648,48.992735,31.298104,16.509718,10.609732,10.621072,9.321558,9.05898
"ENSMUSG00000054715.11","Zscan22",7.748422,11.840604,4.712898,10.434017,5.537187,5.777311,4.178703,5.424294,3.192361,0,10.759117,9.667966,8.449299,13.934672,16.339805,13.45457,7.060231,4.471585
"ENSMUSG00000054716.4","Zfp771",14.004349,14.424249,12.295556,19.120392,0,5.434971,14.82225,5.860531,5.215252,11.375085,8.058991,17.546827,24.273704,16.850648,16.818151,13.013892,11.640603,4.588656
"ENSMUSG00000054717.7","Hmgb2",207.035163,113.782655,160.291005,102.513532,54.496676,207.573429,143.477076,325.613789,1073.525903,328.436534,164.363609,242.459952,175.196519,236.224038,138.002427,72.748345,137.2487,290.792831
"ENSMUSG00000054720.12","Lrrc8c",6.402634,4.986903,1.850946,21.67315,0,0,2.685467,1.871429,5.664716,10.005894,5.3086,1.04596,0,0.647108,5.082654,0,1.547495,0
"ENSMUSG00000054723.6","Vmac",4.037624,9.197356,0,7.295619,12.146036,0,4.944002,4.279214,11.879389,8.267667,5.269545,3.293999,15.186509,3.38216,3.423056,11.073979,4.212202,2.389458
"ENSMUSG00000054727.2","1700013H16Rik",2.192525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054728.17","Phactr1",1.808329,0.73442,11.26329,11.177876,2.530611,3.971596,2.405046,24.969385,1.668402,18.625795,12.866048,15.891545,15.828405,15.342365,4.298599,3.105339,6.712549,10.666501
"ENSMUSG00000054733.9","Msra",22.645414,26.322859,14.909498,11.103799,17.176943,12.763247,16.503126,41.361864,141.015728,32.439306,29.754559,9.316327,4.65056,16.269453,1.958132,20.228155,12.856344,5.973403
"ENSMUSG00000054737.11","Zfp182",5.383469,3.263025,7.55007,7.195968,18.784626,20.035235,6.180365,6.619945,8.069766,11.244353,12.741616,9.536593,18.732247,11.994067,18.0982,22.49015,14.222338,21.548033
"ENSMUSG00000054745.1","Gm9955",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054746.18","Abca15",0.439196,0,0.29629,0,0,0,0.483444,0,0,0,0.522584,0,0,0,1.397164,0,0,0
"ENSMUSG00000054752.16","Fsd1l",3.846093,0,0.516851,1.450428,0,0,1.433837,0,0,0,2.433314,0,0,0,2.695555,0.807088,1.37114,0
"ENSMUSG00000054753.9","AU018091",0.950623,0,0,7.157231,8.436574,0,25.450242,0,0,0,2.483844,0.194239,0,0,0,0,0.314984,0
"ENSMUSG00000054757.14","Akr1c20",0,0,0,0,0,0,1.995247,0,0,0,0,0,0,0,0,1.950774,0,0
"ENSMUSG00000054759.6","Krtap5-2",1.178912,0,1.837595,0,0,0,0,0,0,0.39627,0,0,0,0,0,0,0,0
"ENSMUSG00000054763.9","Defb42",0,0,9.118094,2.936458,4.904261,0.140966,0.658228,0,0,0,1.965981,0.869053,0.131266,0,0,0,0.28992,0
"ENSMUSG00000054764.9","Mtnr1a",0,2.694954,2.872311,4.912837,0,2.4491,2.443957,0,0.973233,0,0.442544,0,0,0,0,0,0,0
"ENSMUSG00000054766.13","Set",162.542351,79.581542,138.270945,96.830541,197.418859,107.386416,74.241119,198.587244,147.591504,136.10955,141.472414,144.19648,152.411092,133.88409,150.137091,126.020853,161.147447,126.409221
"ENSMUSG00000054770.16","Kctd18",11.870277,5.83772,9.519084,15.6103,14.393186,6.303873,8.109197,25.602843,13.324469,14.365094,21.295129,13.968557,15.478292,14.554379,25.451783,92.526442,13.544579,11.772527
"ENSMUSG00000054792.15","Klhl18",38.185872,42.412093,56.785445,40.64356,42.357614,60.336078,23.676443,40.256917,43.693667,46.968379,57.369479,55.312153,61.846982,42.604257,44.729427,50.86033,33.722802,61.42662
"ENSMUSG00000054793.8","Cadm4",1.721962,0,0.352264,4.353207,8.314371,1.229057,0,0,0.68267,5.387247,3.266104,2.519018,7.107204,2.391521,0.237308,3.691468,1.517994,5.593101
"ENSMUSG00000054808.15","Actn4",54.693307,35.642862,61.330453,50.506031,190.583822,71.743794,35.199032,127.447418,127.731348,74.957921,71.483478,55.632787,56.422178,62.027275,54.47078,64.570025,51.250167,43.253474
"ENSMUSG00000054814.14","Usp46",6.087579,13.349805,11.709798,6.519005,26.042724,10.583061,8.519314,56.989787,29.234548,10.350869,11.654422,10.470543,8.942572,8.67922,47.067564,8.898985,7.34247,4.273434
"ENSMUSG00000054823.16","Nsd3",61.654423,92.555772,53.365805,56.109767,71.396498,54.484849,56.321366,58.676544,70.072968,63.832057,69.515915,62.466872,86.913795,69.114424,89.26498,77.953812,65.579938,51.445785
"ENSMUSG00000054827.12","Cyp2c50",0,0,0.476649,2.084782,0,0,2.332433,3.097836,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054836.12","Elp6",1.115091,0,7.575483,4.306292,0,0.119385,3.551235,2.267009,1.291278,0.249151,4.493871,2.444833,0,9.373953,1.25297,0,1.474768,5.330046
"ENSMUSG00000054843.9","Atrnl1",2.708146,0,3.272604,2.918044,6.749314,0.945503,1.602465,4.764971,7.752142,2.8317,3.78356,0.957007,0.817509,1.280124,3.086125,1.579516,1.563561,0
"ENSMUSG00000054850.4","Smim10l2a",1.882555,15.306856,3.154013,5.039847,9.789358,13.742273,3.087657,6.901436,1.220796,3.669501,3.617497,5.73488,6.467353,5.408349,4.674361,0.329856,6.11414,4.620593
"ENSMUSG00000054855.13","Rnd1",14.012318,14.882942,12.073782,9.601333,0.856962,2.888066,24.503029,13.842357,19.293901,11.620971,3.070716,18.042,25.621824,14.089213,6.506923,0,26.401233,24.084593
"ENSMUSG00000054863.9","Tafa5",0.306587,0,0.576222,0.627401,0,2.20779,1.384095,0,0.185673,0,0.747824,0,0,0,0.194084,0.300869,1.654445,0
"ENSMUSG00000054871.5","Tmem158",0,0,0,0,0,3.025975,0,3.32466,0,0,1.007366,0.164081,0,0.849183,2.146847,0,1.309017,0
"ENSMUSG00000054874.12","Pcnx3",62.527203,98.429754,71.839398,88.246841,91.008808,114.067916,84.092406,85.305969,72.440599,143.881205,126.849985,152.854705,85.741167,122.257818,140.600344,145.857617,84.881338,88.59179
"ENSMUSG00000054885.11","4930578G10Rik",2.650238,0,2.386308,0,0,0,0,0,0,0,2.148564,0,0,0,0,0,0,0
"ENSMUSG00000054889.10","Dsp",0.680706,0,0.742615,0.532989,0,0,1.090956,0.671034,5.139636,0.464994,0.960936,0,0,0,1.450596,0,0.532038,0
"ENSMUSG00000054890.2","Olfr1535",0.699672,0,0.924195,1.740175,0,5.529245,2.831611,0,0,4.565622,2.748291,0,0,0,0,0,2.506856,0
"ENSMUSG00000054892.14","Txk",3.224554,0,3.878589,6.201454,3.376786,1.750763,4.873994,1.893985,1.044395,0.393804,2.565743,0.030563,0.42401,0.371038,1.984946,1.412627,2.617207,5.004699
"ENSMUSG00000054893.15","Zfp667",1.731228,0,4.209786,4.527918,0,0.146338,3.778489,5.3683,1.89367,0,3.33269,0.409418,1.987877,1.760971,1.134315,11.914016,3.012595,1.795014
"ENSMUSG00000054894.6","Dmac2l",15.970847,0,4.42248,14.314274,35.545484,24.611429,3.205986,3.904021,8.404186,1.95969,8.226165,19.029687,27.852532,9.90824,16.843661,14.853919,10.874955,3.275081
"ENSMUSG00000054901.7","Arhgef33",5.265151,0,4.696138,3.541728,0,0,0.739994,0,0,0,6.886494,0,0,0,2.255498,0,0,0
"ENSMUSG00000054905.2","Stfa3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000054920.12","Klhl5",29.118385,30.430411,39.936603,36.592501,62.44529,47.193688,24.467459,56.765596,36.688718,31.439258,39.204285,38.922332,45.589831,55.337336,41.668645,34.661796,39.880838,16.417592
