"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","logFC","logCPM","PValue","FDR"
"ENSMUSG00000030872.14","Gga2",23,88,35,70,171,116,-1.98821568388094,0.420198056032969,0.512873296138539,1
"ENSMUSG00000030876.7","Mettl9",60,89,50,90,195,236,-1.85666206684233,-0.637482542566199,0.512971299793128,1
"ENSMUSG00000030878.11","Cdr2",18,32,3,3,45,61,-1.85666206684233,-0.637482542566199,0.512971299793128,1
"ENSMUSG00000030879.10","Mrpl17",45,89.999,43.001,126,122,428,-1.29481213672089,1.76032131300168,0.512973391011645,1
"ENSMUSG00000030880.14","Polr3e",100,106,80,124,196,354,-2.03297224593197,-0.604457424235174,0.513036598589976,1
"ENSMUSG00000030881.15","Arfip2",62.999,95.001,34,96.001,167,272.999,-2.03297224593197,-0.604457424235174,0.513036598589976,1
"ENSMUSG00000030882.19","Dnhd1",33,55.092,31.887,27.53,139.072,108.903,0.906691788352398,1.98370885367963,0.513071328307908,1
"ENSMUSG00000030884.12","Uqcrc2",123,202,165,151,320,588,0.268218888900312,4.58279323456933,0.513175564328542,1
"ENSMUSG00000030887.4","Pdzd9",15,8,20,10,20,19,1.71895872185337,0.885428401467538,0.513279340558001,1
"ENSMUSG00000030888.14","Rrp8",18,73,43.001,5,105,138,0.98427919931235,2.03346169955374,0.513322670095998,1
"ENSMUSG00000030889.14","Vwa3a",0,11,0,10,15,0,-0.352997366107593,3.83812923437929,0.513343657641758,1
"ENSMUSG00000030890.16","Ilk",246,342,172.001,425,673.999,1807.001,1.85410666450082,-0.583627533526615,0.513354104443424,1
"ENSMUSG00000030894.5","Tpp1",763.999,1212.001,593.999,695,1732.001,4480.999,1.90153803755336,-0.545547035610116,0.513455471784098,1
"ENSMUSG00000030895.9","Hpx",0,10,4,0,3,16,1.96449603520055,0.239494605853955,0.513488198606248,1
"ENSMUSG00000030898.15","Cckbr",0,1,5,7,12,0,0.19854142877364,5.89344604494241,0.513611152212296,1
"ENSMUSG00000030905.5","Crym",0,2,9,9,10,1,0.214532435184316,5.58396608874738,0.513643267818899,1
"ENSMUSG00000030909.6","Anks4b",0,3,0,1,9,0,-0.814462759532959,2.38928978804869,0.513677800777006,1
"ENSMUSG00000030917.13","Tmem159",63,74,55,33,115,198,-0.171490623947045,7.36815500458678,0.513728139061494,1
"ENSMUSG00000030921.17","Trim30a",269.185,371.231,179.852,288.85,406.904,1096.283,0.179599458121792,9.42753571354144,0.51378079546865,1
"ENSMUSG00000030922.12","Lyrm1",5,8,13,7,52,1,-0.389840708058188,3.77489117089186,0.513789830588867,1
"ENSMUSG00000030924.16","Rexo5",15,17,23,10,48,67,-0.259608778064359,4.83672586619158,0.513827198646384,1
"ENSMUSG00000030929.17","Eri2",31,35,29,5,80.001,100,0.185204502058518,6.65144538816346,0.513922458580146,1
"ENSMUSG00000030930.14","Chst15",110,99,67,116,245,416,-0.234854465923908,4.99853356273249,0.514119828354432,1
"ENSMUSG00000030934.9","Oat",144,412,224,267,252,1368,-0.628443777109761,4.13482098217548,0.514184888191604,1
"ENSMUSG00000030935.15","Acsm3",0,4,10,0,11,0,-1.6263236149003,0.978531153375796,0.514195708745527,1
"ENSMUSG00000030942.8","Thumpd1",54,52,34,60,157,271,-1.90086085005663,-0.624306824613946,0.514198609993384,1
"ENSMUSG00000030945.17","Acsm2",18,8,0,0,19,14,-1.68888841635901,0.484676897548095,0.514205387463171,1
"ENSMUSG00000030946.13","Lhpp",6,14,0,10,25,55,-1.26090766163183,1.27569491690747,0.514274780173521,1
"ENSMUSG00000030956.15","Fam53b",305,330,136,265,766.001,2050,1.99054710678627,0.0556045243939591,0.514279244493082,1
"ENSMUSG00000030960.16","Eef1akmt2",0,22,11,10,40.001,60,-0.967666028497086,2.12695436744874,0.514343847112701,1
"ENSMUSG00000030963.6","Umod",0,0,0,0,6,33,0.17354809435577,6.76744255989021,0.514384613465998,1
"ENSMUSG00000030965.19","Abraxas2",136,228,95,194,382.999,745,0.264339947533684,4.74147926002061,0.51440511347103,1
"ENSMUSG00000030966.13","Trim21",49,36,28,59,138,267,0.773881306698401,2.20038077236867,0.51442897287781,1
"ENSMUSG00000030967.15","Zranb1",170,368,130,226,428,1195,0.228860023249887,5.32110715246659,0.51455573342475,1
"ENSMUSG00000030970.16","Ctbp2",159,266,110,189,405.531,1347,-1.35653422722123,1.54346058424938,0.514598026262714,1
"ENSMUSG00000030972.6","Acsm5",0,1,0,6,9,4,1.04682460093668,2.29374826383197,0.514715782105806,1
"ENSMUSG00000030978.10","Rrm1",57,74,72,70,192,381,0.310640926176351,4.10365716528781,0.514739005718566,1
"ENSMUSG00000030979.13","Uros",31,19,6,59,51.999,95,-1.77818062498883,0.785680331077189,0.514752406464002,1
"ENSMUSG00000030980.17","Knop1",83,139,54,200,333,527,-1.59205072425585,1.0692237325937,0.514822791493051,1
"ENSMUSG00000030981.9","Mmp21",0,1,0,0,7,4,-0.765407637235827,2.40482975200998,0.514833169046821,1
"ENSMUSG00000030982.19","Vps35l",292,397,179,313,629.999,1491,0.597992506843847,2.712152880861,0.514966707795439,1
"ENSMUSG00000030983.4","Bccip",31,39,31,105,91,251,1.44135517670765,1.41832229348214,0.515023597865184,1
"ENSMUSG00000030986.13","Dhx32",73,140,80,150,180.001,487,1.87424597556249,0.0524525475553262,0.515062841994532,1
"ENSMUSG00000030987.5","Stim1",96,201.999,93,189,426,1057,-0.229886146033833,5.08438342848983,0.515114028915142,1
"ENSMUSG00000030990.18","Pgap2",21,110,26,85,139,346.644,-1.97679473398858,0.173731048305618,0.515284119614857,1
"ENSMUSG00000030994.16","D7Ertd443e",42,23,14,11,50,96,1.37626007350007,1.12512319761952,0.51540046416077,1
"ENSMUSG00000031004.8","Mki67",51,62,230,596,667,352,0.282546522988961,4.4045507306163,0.515429451814346,1
"ENSMUSG00000031007.2","Atp6ap2",206,612,304,426,740,1978,-0.376057234673037,3.65185627052313,0.515472640437263,1
"ENSMUSG00000031010.17","Usp9x",411,1115.461,418.999,374,1027.001,3212.245,-0.177133778798665,7.05161422263872,0.515597546537815,1
"ENSMUSG00000031012.17","Cask",173,272,126.999,108,355,797,-0.188409989327733,7.05031007821862,0.515671761237953,1
"ENSMUSG00000031015.8","Swap70",252,352,237,235,563.999,1128,0.248034701291946,4.78170845233117,0.515689949107511,1
"ENSMUSG00000031016.9","Wee1",13,5,7,15,20,16,1.62215211355268,-0.210992618715027,0.515748074307845,1
"ENSMUSG00000031021.13","Tmem9b",93,146,25,95,238,502,-0.275987010388604,5.07703816050554,0.515796904864183,1
"ENSMUSG00000031022.15","BC051019",1,0,0,7,7,0,0.245825818399259,5.78383367998488,0.515810582812029,1
"ENSMUSG00000031023.5","Akip1",0,12,7,4,17,40,-0.173199587574268,6.56759507992945,0.515879945577115,1
"ENSMUSG00000031024.13","Denn2b",126,108,67,38,214.001,532.999,-0.256727229310215,4.91413788179902,0.516013379361373,1
"ENSMUSG00000031026.15","Trim66",0,7,13,9,36,0,-0.183547627342268,6.73289623085205,0.516241345014322,1
"ENSMUSG00000031027.15","Stk33",4,2,0,10,0,0,0.208245747996816,5.70367117942429,0.516280592152028,1
"ENSMUSG00000031028.14","Tub",0,5,5,0,46,12,0.808648392954118,2.25846203528716,0.516304438422834,1
"ENSMUSG00000031029.6","Eif3f",203,278,156,233,366,615,0.173218556411534,7.97289040105666,0.51637171927315,1
"ENSMUSG00000031059.9","Ndufb11",42,95,88,142,133,353,-0.387212691362032,3.70622537899995,0.516447940848496,1
"ENSMUSG00000031060.16","Rbm10",81,123.989,54,137,220.786,551.985,0.214362899388322,5.72729120627926,0.516451879860874,1
"ENSMUSG00000031065.14","Cdk16",114.001,138,79,81,295.001,719,0.886654910411674,2.16631002512725,0.516484082315384,1
"ENSMUSG00000031066.10","Usp11",68,138,66,121,162,521,1.20082617909183,1.3690779188598,0.5165270399807,1
"ENSMUSG00000031068.8","Glrx3",62,111.915,100,94,179,288,0.51789303180811,3.13910052410608,0.516549328941307,1
"ENSMUSG00000031072.14","LTO1",109,163,94,190,287.001,761,-1.92312507395081,0.681142934194855,0.516861850823056,1
"ENSMUSG00000031073.6","Fgf15",14,5,0,0,18,0,-0.873198619491753,2.21350440822147,0.516862800203315,1
"ENSMUSG00000031074.14","Fgf3",0,1,0,8,6,0,1.57915666787703,1.02398484703782,0.51695910475181,1
"ENSMUSG00000031077.7","Fadd",42,48,15,30,77,197,-0.323907555160698,4.13648478224495,0.51704936538747,1
"ENSMUSG00000031078.15","Cttn",0,14,2,14,4,2,0.19033012134894,9.07034188123719,0.517072363787562,1
"ENSMUSG00000031079.12","Zfp300",3,4,0,0,8,0,-0.24911722307046,5.29663516835454,0.517213427541043,1
"ENSMUSG00000031090.14","Nadsyn1",21,23,24,35,63.001,171,-0.319492106593838,3.94343019232745,0.517255286250445,1
"ENSMUSG00000031093.14","Dock11",298,482,222,384,727,1804,1.33255377379614,1.5301829490709,0.517269156452099,1
"ENSMUSG00000031095.15","Cul4b",13,143,44,63,107,453,0.200866658279711,5.89246174398707,0.517292500266088,1
"ENSMUSG00000031097.15","Tnni2",36,9,16,17,14,71,0.307637699976609,4.4307051530505,0.517317620827332,1
"ENSMUSG00000031101.6","Sash3",354,474,148,566,769,1565,1.90435749300797,-0.504915408517584,0.517379150660279,1
"ENSMUSG00000031103.12","Elf4",476,615,222,370,951,2676,1.90435749300797,-0.504915408517584,0.517379150660279,1
"ENSMUSG00000031105.16","Slc25a14",7,13,17,16,14,73,0.179730951250983,8.6974195593187,0.517485499951618,1
"ENSMUSG00000031107.6","Rbmx2",2,17,9,12,26,36,-1.6909780426303,0.943438681272314,0.517641587598147,1
"ENSMUSG00000031109.16","Enox2",33,42,34,18,70.999,65,0.222937439228279,6.13708834359137,0.5177699635213,1
"ENSMUSG00000031112.10","Stk26",53,36,24,53,141,105,-1.11565983709933,1.60693084999068,0.517784133646629,1
"ENSMUSG00000031119.4","Gpc4",0,3,0,4,12,1,-0.185290434699835,10.0489791390528,0.517827833267508,1
"ENSMUSG00000031125.2","3830403N18Rik",0,0,0,40,16,15.202,-0.290298155414377,7.08776334759107,0.517841417116383,1
"ENSMUSG00000031129.9","Slc9a9",406,561,257,312,690,1834,-1.8568398894782,0.474919831417811,0.517873019195164,1
"ENSMUSG00000031130.3","Brs3",6,3,0,0,0,0,0.403562665805549,3.47544581943184,0.517935530285842,1
"ENSMUSG00000031131.11","Vgll1",0,2,0,1,1,0,-1.87248235581461,0.61158213486929,0.518074635641833,1
"ENSMUSG00000031132.1","Cd40lg",0,2,0,6,3,0,1.3246438684525,1.23243137069846,0.518130424788315,1
"ENSMUSG00000031133.12","Arhgef6",395.001,619,262,563.001,968,2013,-1.93717133460072,0.640817925938727,0.518183217257926,1
"ENSMUSG00000031134.16","Rbmx",148,186,87,133.999,270.001,723,1.66014198837513,-0.167245257727924,0.518218864786722,1
"ENSMUSG00000031137.17","Fgf13",31,23,29,11,36,32,-0.850111741251582,2.63172787450005,0.518254030247451,1
"ENSMUSG00000031138.4","F9",19,42,20,18,49,106,1.57735996464751,0.963363540971777,0.518285443238901,1
"ENSMUSG00000031142.17","Cacna1f",6,0,0,10,9,0,-0.203823325863096,5.63332546049381,0.518306858089277,1
"ENSMUSG00000031143.4","Ccdc22",126.507,130.007,114.488,147.17,315.217,607.77,1.7071196586748,-0.0865420262645392,0.518470734084977,1
"ENSMUSG00000031144.15","Syp",29,18,17,5,36,7,-0.2723339952226,4.83101982791077,0.518501788179788,1
"ENSMUSG00000031145.15","Prickle3",65,40.001,27,75,141.001,265,-0.215521241193638,6.20219886201205,0.518528782499239,1
"ENSMUSG00000031146.6","Plp2",0,5.872,13,99,184.734,151,-0.205645977917353,5.98127365576832,0.518545782462638,1
"ENSMUSG00000031147.8","Magix",10,0,0,0,1,7,-1.79240743768052,0.980676626210484,0.518570820474362,1
"ENSMUSG00000031148.14","Gpkow",82,143,50,111,225,477,0.989174366712328,1.96957079603111,0.518584829378581,1
"ENSMUSG00000031149.7","Praf2",1,16,16.614,57,33,99.29,0.723763079388184,2.40830489522396,0.518616462438426,1
"ENSMUSG00000031150.13","Ccdc120",1,0,0,0,11,21,-0.198197745027349,5.90004180439375,0.518661713918011,1
"ENSMUSG00000031153.16","Gripap1",134.001,265,190,255,430.001,1315,0.187211295363679,6.08517183715978,0.518689967886701,1
"ENSMUSG00000031154.15","Otud5",333,575,246.001,586,877.001,2209,-1.39407762567228,0.809090502387121,0.51873835906782,1
"ENSMUSG00000031155.17","Pim2",18,70,37,36,124,246,-1.87574790251836,0.284622495057451,0.518842578430735,1
"ENSMUSG00000031156.18","Slc35a2",56,143,38,60,129,464,-0.311416903778772,4.30429267412554,0.518898485856361,1
"ENSMUSG00000031157.10","Pqbp1",102,139,111,168,223,611,0.229993652372049,5.51477101348043,0.518922695536053,1
"ENSMUSG00000031158.11","Timm17b",12,48,26,122,79,221,-0.256511768681815,4.75454459180719,0.518952155798182,1
"ENSMUSG00000031161.15","Hdac6",83,102,40,85,171,384,-1.63000458719042,0.741112201669162,0.519016009020554,1
"ENSMUSG00000031163.2","Glod5",0,0,0,0,1,1,-0.171808765597824,7.14748777535387,0.519149602722406,1
"ENSMUSG00000031165.6","Was",258,253,140,243,635,1539,-1.64841724094452,0.962765861270118,0.519164502819496,1
"ENSMUSG00000031166.13","Wdr13",184,262,209,160,533,998,-1.75049039698931,0.342136664943927,0.519204273936613,1
"ENSMUSG00000031167.16","Rbm3",431,560,288.001,579.999,1089.837,2648.9,1.32231538503363,1.51316234533272,0.519215151937965,1
"ENSMUSG00000031168.14","Ebp",68,107,24,90,171,306,-1.42688308463995,1.14335687754286,0.51922432105456,1
"ENSMUSG00000031169.13","Porcn",2,28,4,29,35,117,0.295677073536232,4.28892087857507,0.519243821351698,1
"ENSMUSG00000031171.11","Ftsj1",37,33,11,29,84,175,-0.214239877639817,6.52399871941883,0.519394157087376,1
"ENSMUSG00000031174.17","Rpgr",3,21,6,5,14,4,1.63189838841408,0.826564203936488,0.519412410837349,1
"ENSMUSG00000031176.8","Dynlt3",58,117,48,122,152,357,-1.94709521589048,0.228332906612022,0.519460928705532,1
"ENSMUSG00000031196.13","F8",0,4,3,0,5,0,0.185509363212865,9.14019560661192,0.519487599187233,1
"ENSMUSG00000031197.11","Vbp1",31,134,44,110,145,350,-3.69590731059832,-0.99217622415764,0.519492511795962,1
"ENSMUSG00000031198.4","Fundc2",0,38,20,59,56,63,-3.65043235941709,-1.01013320832715,0.519492511795962,1
"ENSMUSG00000031200.16","Mtcp1",21,6,0,2,38.343,22,3.57666166135208,-0.915031406099693,0.519492511795962,1
"ENSMUSG00000031201.17","Brcc3",33,70.001,42,71,80,120,-3.57021088202539,-1.04898479322631,0.519492511795962,1
"ENSMUSG00000031207.16","Msn",1192,2121.001,967,1539,3256,8180,3.56035671187969,-0.920043279763233,0.519492511795962,1
"ENSMUSG00000031209.14","Heph",0,2,6,0,10,0,3.56035671187969,-0.920043279763233,0.519492511795962,1
"ENSMUSG00000031210.10","Gpr165",238,232,52,103,427,481,3.45099860381503,-0.975801604868251,0.519492511795962,1
"ENSMUSG00000031214.13","Ophn1",623,759.001,288,542,990.999,2405,-3.40468536210684,-1.06763063516866,0.519492511795962,1
"ENSMUSG00000031216.13","Stard8",284,286,137,305,417,1134,3.28993377444895,-0.990672967325635,0.519492511795962,1
"ENSMUSG00000031217.8","Efnb1",135,170,105,169,263,776,3.23034443943502,-1.01299611922466,0.519492511795962,1
"ENSMUSG00000031221.7","Igbp1",94,133,71,59,159,489,3.23034443943502,-1.01299611922466,0.519492511795962,1
"ENSMUSG00000031226.13","Pbdc1",34,84.001,9,57,53,93,3.23034443943502,-1.01299611922466,0.519492511795962,1
"ENSMUSG00000031227.8","Magee1",10,32,0,21,44,90,-1.59501794361656,1.12793474461663,0.519555923984538,1
"ENSMUSG00000031229.16","Atrx",353.002,869.999,412.999,653.001,1174.999,3030.999,-0.177322487058745,9.04956850230671,0.519556430194654,1
"ENSMUSG00000031231.4","Cox7b",31,54,13,90,77,98,-0.168055475448277,6.64565326231797,0.519563972304809,1
"ENSMUSG00000031232.17","Magt1",190,402.001,139,253,483,1119.999,0.874502512450224,2.08729167999793,0.519628650678678,1
"ENSMUSG00000031233.6","Pgk2",0,0,0,17,17,0,-1.81411953359173,-0.0662722421604973,0.519711610046598,1
"ENSMUSG00000031241.17","Tbx22",0,4,0,11,1,0,-1.81411953359173,-0.0662722421604973,0.519711610046598,1
"ENSMUSG00000031242.7","2610002M06Rik",47,41,11,12,69,220,-0.544121895548113,2.92840625926249,0.519735823453404,1
"ENSMUSG00000031245.8","Hmgn5",14,27,20,30,19,20,0.193365718731425,5.82461222246869,0.519889005295792,1
"ENSMUSG00000031246.14","Sh3bgrl",31,46,21,109,78,212,0.176229657106054,6.43086593269892,0.519901555437969,1
"ENSMUSG00000031256.11","Cstf2",120,113,55,52.001,188,508,0.297782154384459,4.18130494685588,0.519918907565749,1
"ENSMUSG00000031257.14","Nox1",1,5,0,14,10,16,1.55041392914785,1.20475693546359,0.519958851997686,1
"ENSMUSG00000031258.4","Xkrx",0,6,6,0,11,10,0.668832899918382,2.88425037005652,0.520030765002414,1
"ENSMUSG00000031262.12","Cenpi",0,1,0,17,16,18,0.48714753802654,3.19662645403814,0.520086164895146,1
"ENSMUSG00000031264.13","Btk",120,296,124,207,546,1483,-0.37434300409381,5.39142452861767,0.520094071494304,1
"ENSMUSG00000031266.7","Gla",65,177,94,142,154,557,2.02227832151177,0.273317063908067,0.520126994221626,1
"ENSMUSG00000031273.16","Col4a6",0,4,2,0,6,0,-1.02351416886035,1.60669202596421,0.520218843470013,1
"ENSMUSG00000031274.16","Col4a5",0,6,0,0,3,12,1.94893596295287,-0.509321246895992,0.520226282449504,1
"ENSMUSG00000031278.12","Acsl4",308,543,322,446,636,1801,1.94893596295287,-0.509321246895992,0.520226282449504,1
"ENSMUSG00000031285.14","Dcx",18,3,2,0,13,0,-1.33288898710712,1.59157969062665,0.520244918004569,1
"ENSMUSG00000031286.6","Glt28d2",5.432,1,0,0,12.503,0,0.260983261802037,4.94382667962054,0.520323338939671,1
"ENSMUSG00000031292.14","Cdkl5",15,8,19,10,24,26,1.61676146240529,0.81661434485339,0.520340540720045,1
"ENSMUSG00000031293.13","Rs1",0,4,0,6,10,0,0.733088242138093,2.49023655088588,0.520358988045068,1
"ENSMUSG00000031295.13","Phka2",122.999,224,101,249,354.001,678,1.98407173013221,0.267896529539687,0.520422795934578,1
"ENSMUSG00000031297.14","Slc7a3",0,0,0,6,9,0,-0.300142035491441,4.31436023594546,0.520439234590528,1
"ENSMUSG00000031299.10","Pdha1",165,163,66,203,302,914,0.223415735208691,5.61518286856126,0.520533558040983,1
"ENSMUSG00000031302.16","Nlgn3",0,3.544,0,11.175,5.704,0,2.01111208756273,0.257289620120707,0.520666016166618,1
"ENSMUSG00000031303.8","Map3k15",46,48,30,60,110,176,-1.54907978372347,1.13127641200313,0.520681905371159,1
"ENSMUSG00000031304.18","Il2rg",0,20.001,23,20,42,178,1.70736707701404,0.27526492111941,0.520745118543826,1
"ENSMUSG00000031309.15","Rps6ka3",249,403.999,191,253,629.999,1313,0.175458310959298,7.72480459749257,0.520829443433772,1
"ENSMUSG00000031310.16","Zmym3",249,322,129,281.001,465,1102.001,0.188205597356082,6.14810820134731,0.520850212468007,1
"ENSMUSG00000031311.17","Nono",376,453,221,445,750,1643.972,-0.198059018358779,6.38611459309457,0.520921502489011,1
"ENSMUSG00000031312.5","Itgb1bp2",0,0,0,5,9,0,-1.62505306876365,0.998932480149723,0.520950117145503,1
"ENSMUSG00000031314.18","Taf1",157,197.999,107,155,271,631,-2.19441927686016,-0.0120656548375914,0.520969158858815,1
"ENSMUSG00000031320.9","Rps4x",804,1215.978,714.993,714,1362.969,4145.869,-0.476148210526107,3.34100967555009,0.520980520610986,1
"ENSMUSG00000031327.10","Chic1",9,16,0,7,17,21,-0.254356835442124,4.79810430746896,0.521207658263838,1
"ENSMUSG00000031328.16","Flna",634,784,601,2264,4378,5160.999,-0.756818304636023,2.23077551337758,0.521279229457943,1
"ENSMUSG00000031333.7","Abcb7",66,208,94,104,215,759,0.187918087668424,6.0886141599453,0.521324180000032,1
"ENSMUSG00000031337.16","Mtm1",24,73,12,45,105,150,0.346664385015788,4.49546894168981,0.52135982846746,1
"ENSMUSG00000031340.8","Gabre",0,1,0,6,4,0,-0.429631547670019,3.28975398673187,0.521421028339353,1
"ENSMUSG00000031342.17","Gpm6b",0,22,0,38,43,73,1.59643324934169,0.557933508953109,0.521433101867095,1
"ENSMUSG00000031344.11","Gabrq",0,1,6,13,16,0,-0.263049420198468,4.54657983510526,0.5214625027251,1
"ENSMUSG00000031347.12","Cetn2",13,49,1,63,49,197,-0.192157903419097,6.27922393956401,0.521536802626533,1
"ENSMUSG00000031349.4","Nsdhl",31,33,35,11,31,112,-0.174477936639716,6.5469529498291,0.521673657127166,1
"ENSMUSG00000031352.10","Hccs",141,100,34,105,143,357,1.91688025413739,0.435889740700728,0.521762613657787,1
"ENSMUSG00000031353.13","Rbbp7",120,273,123,227.001,319,857,0.332521035656132,4.36085311518967,0.521835799691718,1
"ENSMUSG00000031355.16","Arhgap6",0,4,0,7,18,16,-0.190132624378701,6.60201127686957,0.521873585572205,1
"ENSMUSG00000031357.3","Syap1",93,124,25,106,191,378,-0.168468200914674,6.60182868307268,0.521944947820916,1
"ENSMUSG00000031358.17","Msl3",62,66,44,78,140,313,-1.92760659710127,0.241005512029891,0.521948075531601,1
"ENSMUSG00000031360.14","Ctps2",116,176.001,95.001,142.001,214.999,647,-0.175449887265362,6.65853397480565,0.522039217004782,1
"ENSMUSG00000031362.17","Xlr4c",0,8.265,0,13.446,3.095,10.779,2.00012994879791,0.2408850225447,0.522059730973758,1
"ENSMUSG00000031365.13","Zfp275",137,177,36,53,188,656,-0.209634922397048,5.68973177599104,0.522074478289144,1
"ENSMUSG00000031367.15","Ap1s2",89,207,122,126,288,640,-0.202251669177906,5.88279374204864,0.522086503544487,1
"ENSMUSG00000031370.12","Zrsr2",99,191.001,155,200,246,1161,0.87380135238279,2.21641012712523,0.52209522665569,1
"ENSMUSG00000031371.14","Haus7",12,23,11,24,30,100,-1.43030923227447,1.37976315984834,0.522108276237505,1
"ENSMUSG00000031373.4","Car5b",0,1,4,0,11,0,0.171020738476864,8.34517757303028,0.522148075344569,1
"ENSMUSG00000031374.13","Zfp92",0,10,15,0,4,12,-0.179868325141468,6.48969800927236,0.522323997370348,1
"ENSMUSG00000031375.17","Bgn",9,2,3,0,6,3,0.456946859223212,3.26287724918226,0.522364664173167,1
"ENSMUSG00000031376.15","Atp2b3",0,44,1,0,0,0,-0.481608805570513,3.21671638819721,0.522402794731618,1
"ENSMUSG00000031377.11","Bmx",0,2,1,26,41,17,0.314376178226247,4.19234117217532,0.522495915715104,1
"ENSMUSG00000031378.14","Abcd1",435,437,261,444,868,2301,-0.600182274675561,2.68664232452352,0.522648794779451,1
"ENSMUSG00000031379.13","Pir",0,3,0,10,7,0,-1.04818092287671,1.64683212034564,0.52270460107688,1
"ENSMUSG00000031381.16","Piga",24,66,41,54,76,206,0.170429448328049,6.82924127904915,0.522725347957805,1
"ENSMUSG00000031383.8","Dusp9",12,1,7,0,4,10,-1.48009128965835,1.58296815457829,0.52289558345002,1
"ENSMUSG00000031385.14","Plxnb3",68,70.001,33,22,120,286,0.174746734671561,7.07281319785985,0.523014296357955,1
"ENSMUSG00000031386.14","Hcfc1",451,845,389,628,1157,3350,-0.170780004745928,6.64363102211383,0.523175533963332,1
"ENSMUSG00000031387.14","Renbp",108,162,81,153,404.999,642,0.240072741066102,4.91705175933831,0.52324401061241,1
"ENSMUSG00000031388.14","Naa10",45,73,26,86.999,83,319,-1.64780364649539,0.923342283188903,0.523310388404208,1
"ENSMUSG00000031389.17","Arhgap4",774,931.999,440,1232,2034.002,4697,-0.249569237180742,4.87739346294566,0.523317700289438,1
"ENSMUSG00000031390.8","Avpr2",109,130,51,116,219,454,0.180337967980142,8.47124856823694,0.523378413609632,1
"ENSMUSG00000031391.18","L1cam",1,26,14,33,30,54,0.198908124026429,5.66449479403703,0.523378493974724,1
"ENSMUSG00000031392.18","Irak1",266,425.999,216,476,722,1851,-0.80642645985581,2.68815758703677,0.523449907168778,1
"ENSMUSG00000031393.16","Mecp2",285,271,64,222,407,537,0.624321660860918,2.85317542772259,0.523529916632704,1
"ENSMUSG00000031394.11","Opn1mw",0,1,9,0,5,0,1.81122561086703,-0.623770056930264,0.52352999231651,1
"ENSMUSG00000031397.11","Tktl1",0,3,20,23,4,4,-0.176956563143334,9.24113874480607,0.523740530378048,1
"ENSMUSG00000031398.13","Plxna3",35,37,18,59,120,226,0.216957858757211,5.56017398342686,0.524014414592175,1
"ENSMUSG00000031399.15","Fam3a",133,145,82,114,207,481,-0.885404035215251,1.96736603467919,0.52402637845094,1
"ENSMUSG00000031400.10","G6pdx",148,196,169,492,650,1091,-0.186149573455458,7.40111676526593,0.524037815892681,1
"ENSMUSG00000031402.12","Mpp1",34,80,60,167.999,178,213,-0.220491454778406,5.23538544994191,0.524237639405622,1
"ENSMUSG00000031403.14","Dkc1",37,61,29,60,107,219,-0.197018108431487,5.64124010666488,0.524245303768711,1
"ENSMUSG00000031409.1","Tceal6",0,2,0,0,2,14,-0.494837361375074,3.31953179715192,0.524395153461816,1
"ENSMUSG00000031422.16","Morf4l2",285,545.842,248,437,437.813,2319,-0.175178686741603,6.14795339884025,0.524531429348741,1
"ENSMUSG00000031425.15","Plp1",16,38,37,52,65,44,-0.403446965478298,3.47428469553504,0.524662530040584,1
"ENSMUSG00000031428.11","Zcchc18",0,7,0,0,4,5,-2.0226569758498,0.359266837942023,0.524685084631219,1
"ENSMUSG00000031429.14","Psmd10",16,31,27,95,53,210,0.536887125749706,3.03604429042773,0.524761452150616,1
"ENSMUSG00000031431.13","Tsc22d3",579,968.001,423,1083,1603.001,6237,-0.198705528741299,6.20820366180052,0.52490833060349,1
"ENSMUSG00000031432.3","Prps1",2,43,12,56,47,124,1.57395958510735,0.582724005035206,0.524910560698423,1
"ENSMUSG00000031433.15","Rbm41",59,61.999,26,41,84,134.001,1.80871347872058,0.646326108540753,0.52517867969304,1
"ENSMUSG00000031434.15","Morc4",0,3,1,0,2,0,0.172891875634532,8.80995376573092,0.52519618151194,1
"ENSMUSG00000031438.11","Rnf128",50,99,40,82,142,206,1.74408810468653,0.149529605327905,0.525203454441512,1
"ENSMUSG00000031441.15","Atp11a",160,190.999,96,219,357.999,905,-0.338194379050825,3.9894160361157,0.525239120350823,1
"ENSMUSG00000031442.21","Mcf2l",14,2,0,6,40,1,-0.231766742712528,5.19791431968535,0.525240638386227,1
"ENSMUSG00000031444.16","F10",0,7,7,0,20,25,0.209289627919198,5.64360180116828,0.525297048825146,1
"ENSMUSG00000031445.5","Proz",19,24,26,19,41,22,-0.24345156405621,5.22691943759474,0.525304735706031,1
"ENSMUSG00000031446.14","Cul4a",107,204,104,222,291.999,831,-1.84114297854918,0.39599960787172,0.525491552296174,1
"ENSMUSG00000031447.7","Lamp1",1659,2078,1132,1427,3334,8025,-0.179847542073921,7.06707662349803,0.525518156137828,1
"ENSMUSG00000031448.12","Adprhl1",16,0,0,3,15,0,-1.80586222712462,0.379274190417241,0.525637570075759,1
"ENSMUSG00000031450.8","Grk1",0,11,3,0,45,0,1.87403535017341,0.462973548083651,0.525649719278,1
"ENSMUSG00000031451.6","Gas6",704,684,299,554,869,2283,1.65772773977467,0.923001472660967,0.525661997872633,1
