"","geneid_symbol","PVN_naive1","PVN_naive2","PVN_naive3","PVN_3A1_b1","PVN_3A2","PVN_3A3_b1","logFC","logCPM","PValue","FDR"
"ENSMUSG00000031452.15","1700029H14Rik",4,1,0,0,2,0,-0.20955437478062,5.56578188663745,0.525672126035939,1
"ENSMUSG00000031453.16","Rasa3",522,660,221,504,1209,2665,-0.351651477702263,5.79657779176753,0.525806448854522,1
"ENSMUSG00000031458.8","Coprs",9,10,13,27,38,92,-0.254140908783218,8.72453424434537,0.525854215527141,1
"ENSMUSG00000031461.4","Myom2",23,4,5,0,28,2,0.271834525435804,4.77569602875646,0.525956120286704,1
"ENSMUSG00000031465.6","Angpt2",0,4,0,0,9,24,-0.191544104990798,11.5370360997955,0.526023621685433,1
"ENSMUSG00000031467.10","Agpat5",55,60,26,81,127,145,-1.11742449559831,1.59582934105882,0.526036594166463,1
"ENSMUSG00000031478.16","Nek3",13,12,6,59,28,60,-1.62946667417085,0.959621701396233,0.526054632200428,1
"ENSMUSG00000031479.9","Vps36",50,99,60,62,182,475,0.634946749972348,2.69686679925596,0.526173608697429,1
"ENSMUSG00000031480.15","Thsd1",10,22,0,31,43,86,1.86489976721771,0.449973967913879,0.526188187842895,1
"ENSMUSG00000031482.9","Slc25a15",8,39,15,26,79,95,-0.339151807040946,3.8428467255799,0.526219022752402,1
"ENSMUSG00000031483.8","Erlin2",236,244,123,196,430,856,1.25450132255161,1.26224817617801,0.52623890609495,1
"ENSMUSG00000031485.15","Plpbp",155,193.999,127,197.999,335.001,846,0.29466453190345,4.32914158827054,0.52635913382983,1
"ENSMUSG00000031486.15","Adgra2",15,13,1,0,6,18,-0.180410368249746,8.82869555708982,0.526367660414542,1
"ENSMUSG00000031487.5","Brf2",23,17,7,11,64,101,-0.714734179570288,2.3593922072871,0.526406917723727,1
"ENSMUSG00000031488.14","Rab11fip1",21,15,34,95,158,82,-0.198662192895195,5.69651875280548,0.526586191427315,1
"ENSMUSG00000031489.15","Adrb3",0,1,0,6,1,3,0.418485509097059,3.37517538849463,0.526620017257443,1
"ENSMUSG00000031490.6","Eif4ebp1",50,33,24,58,192,289,-0.603456736365793,2.70133283416987,0.526671066397307,1
"ENSMUSG00000031492.13","Chrnb3",0,7,0,7,23,0,-1.17612250703809,1.91419918252626,0.52673401204415,1
"ENSMUSG00000031493.10","Ggn",22,15,10,2,33,22,-0.380112469618565,3.6317127111091,0.526769635897291,1
"ENSMUSG00000031494.7","Cd209a",0,0,3,0,5,10,-0.181037667018269,7.81192301797186,0.52677009587803,1
"ENSMUSG00000031497.9","Tnfsf13b",53.999,82,79.001,167,218.999,499,-1.54555992746972,0.95024871942521,0.52678735989988,1
"ENSMUSG00000031502.11","Col4a1",1,1,0,0,10,9,1.60736032090269,-0.247343887255637,0.526822980808036,1
"ENSMUSG00000031503.13","Col4a2",9,5,0,11,3,9,-0.185676868197431,6.04274276939286,0.526830269408203,1
"ENSMUSG00000031504.6","Rab20",42,173,61,87,114,565,-0.199623645230573,7.07425831462176,0.526915072179986,1
"ENSMUSG00000031505.11","Naxd",96.999,118,46,83,155.001,363.999,-1.72666439526234,0.453375945226605,0.527024570552835,1
"ENSMUSG00000031506.11","Ptpn7",8,8,14,110,121,96,-0.167738239729279,7.09298855292907,0.527193112678248,1
"ENSMUSG00000031508.14","Ankrd10",314.001,383,132,302.001,659,1313.001,-0.172732047071979,6.96678810931069,0.527224332690867,1
"ENSMUSG00000031511.16","Arhgef7",233,307.001,155,299,522,1402,0.528822434724537,3.04634867227477,0.527309227094473,1
"ENSMUSG00000031513.8","Leprotl1",106,205,67,175,388,782,0.234993002250833,5.01016862999531,0.527358042742769,1
"ENSMUSG00000031516.11","Dctn6",89,67,13,60,121.001,133,-0.237600202417016,6.49004252299698,0.527390707053878,1
"ENSMUSG00000031517.8","Gpm6a",0,36,0,0,4,1,1.6978293481685,-0.0858008628621936,0.527494258375123,1
"ENSMUSG00000031521.5","Aga",56,73,38,31,160,297,-0.202655042702904,5.65763117712844,0.527494417611523,1
"ENSMUSG00000031523.16","Dlc1",48,58,31,24,107.999,234,-1.8395418151232,0.325629224700356,0.527533266750431,1
"ENSMUSG00000031527.7","Eri1",69,84,44,100,170,369,-0.549275226861507,3.17165838711415,0.527575358199183,1
"ENSMUSG00000031529.5","Tnks",265,405,195,291,610,1473,-1.74069370961188,0.687796735913644,0.527576364501542,1
"ENSMUSG00000031530.6","Dusp4",15,35,45,7,25,127,1.19541066826148,1.46732299657999,0.527585307151464,1
"ENSMUSG00000031532.7","Saraf",746,1302,485,945,1657,5088,-0.18729239877533,5.96577515654257,0.527621497807371,1
"ENSMUSG00000031533.4","Mrps31",46,42,2,21,69,123,0.169016778702772,6.74513692851128,0.527659088928184,1
"ENSMUSG00000031534.15","Smim19",47,48,30,68,101,177,0.422942722764904,3.45523633990547,0.527670004663963,1
"ENSMUSG00000031536.6","Polb",97,62,26,56,123,253,-0.180708298829007,8.44598090311234,0.527675377215601,1
"ENSMUSG00000031537.15","Ikbkb",291,454,274,321,799,1681,-0.97179516191429,2.21032162279894,0.527714919484351,1
"ENSMUSG00000031538.6","Plat",15,10,22,8,4,4,-0.170402215602556,6.56789501624566,0.527796732660178,1
"ENSMUSG00000031539.6","Ap3m2",146,164,74,81,266.999,730,-0.216956984067207,5.70331017734666,0.527964829090827,1
"ENSMUSG00000031540.14","Kat6a",937,1365,677,775,1751,4668,-0.183938949754326,8.94038864058511,0.528097628263456,1
"ENSMUSG00000031543.18","Ank1",5,15,13,18,27,27,0.229258107928776,5.17114565423456,0.528174563880057,1
"ENSMUSG00000031545.6","Gpat4",152,252,159,200,431.999,901,1.92731500120785,0.234076570296438,0.528174637124617,1
"ENSMUSG00000031546.6","Gins4",30,41,47,59,82,173,-1.81956142651162,0.202298530636855,0.528186735754947,1
"ENSMUSG00000031548.7","Sfrp1",6,15,8,23,30,4,-1.75174004132401,0.088483538908762,0.528213190067113,1
"ENSMUSG00000031549.16","Ido2",16,3,0,0,3,1,0.223660400600966,5.69249183415675,0.528452620316799,1
"ENSMUSG00000031552.13","Adam18",7,0,0,0,3,43,2.01053001054461,0.226799332846365,0.528484385143461,1
"ENSMUSG00000031553.16","Adam3",2,12,9,8,22,58,-0.479301912062745,3.83885826305863,0.528603959623045,1
"ENSMUSG00000031555.15","Adam9",134,219,67,176,391,749,1.60088050950339,0.70065629518208,0.528611321845121,1
"ENSMUSG00000031556.6","Tm2d2",97,106,68,146,211,488,0.188986916311282,6.3797983121885,0.528628727131172,1
"ENSMUSG00000031557.16","Plekha2",328,424,200,351,551,1774,1.77873087653683,0.602653552495983,0.5286645292136,1
"ENSMUSG00000031558.15","Slit2",19,11,12,20,54,0,0.17267902460816,6.43531983407446,0.528682406826393,1
"ENSMUSG00000031561.16","Tenm3",0,4,11,2,23,0,0.578691063065617,2.72624643351346,0.528782108802439,1
"ENSMUSG00000031562.15","Dctd",1,9,4,4,31,39,-1.30877323667063,1.41318534721612,0.528876763301457,1
"ENSMUSG00000031563.8","Wwc2",90,215,63,108,245,602,-0.870733995748277,2.30419208953921,0.528905458469123,1
"ENSMUSG00000031565.18","Fgfr1",6,17,2,18,26.001,43,1.4109419263081,1.39347806903893,0.528941423229482,1
"ENSMUSG00000031568.16","Rwdd4a",50,48,26,36,69,132,-0.164599087493417,7.27680049255668,0.529030140346145,1
"ENSMUSG00000031570.17","Plpp5",47,61,5,49,74.001,212.001,1.66949838347291,-0.247330114028137,0.529031581314668,1
"ENSMUSG00000031574.8","Star",10,30,20,14,19,73,0.174335542447876,6.54919765477157,0.529053751868673,1
"ENSMUSG00000031575.18","Ash2l",163,144.999,123,59,319,634,-0.26631304327232,4.43076569207921,0.529149718237821,1
"ENSMUSG00000031577.10","Tti2",52,73,38,44,105,288,0.386602100396246,3.49080491510653,0.529299976797765,1
"ENSMUSG00000031578.5","Mak16",55,78,33,31,142.999,401,0.378703187012147,3.5732293060937,0.52944893729595,1
"ENSMUSG00000031583.13","Wrn",94,141,89,116,225,458,-0.178601522772028,6.19184362434825,0.529491226985012,1
"ENSMUSG00000031584.16","Gsr",51,62,55,423,530,490,-1.77858289653389,0.688205473247503,0.529760740368892,1
"ENSMUSG00000031585.13","Gtf2e2",43,57,42,60,115,288,-1.42076387665305,1.10287478774454,0.529913162403837,1
"ENSMUSG00000031586.17","Rbpms",46,44,54,47,60,170,-0.346267296772833,4.9072939219722,0.529964101140251,1
"ENSMUSG00000031590.8","Frg1",46,73,9,65,109,301,-0.435387782390436,3.35026526035087,0.529982834218622,1
"ENSMUSG00000031591.14","Asah1",670,1070,556,803,1821,3727,-0.175587917466918,6.04290034020628,0.530003769290295,1
"ENSMUSG00000031592.10","Pcm1",187,430,157,196,467,1341.999,-0.469859003155611,3.12421421348237,0.53013943141696,1
"ENSMUSG00000031594.9","Fgl1",6,5,4,6,11,0,0.492657309553303,3.00300961575251,0.530191807671027,1
"ENSMUSG00000031595.9","Pdgfrl",10,2,0,0,8,9,-1.7972480710696,-0.0114023022617607,0.530448664084337,1
"ENSMUSG00000031596.15","Slc7a2",8,3,17,0,18,0,0.535130898163252,2.84630640534541,0.530504602023363,1
"ENSMUSG00000031600.11","Vps37a",168,233,91,115,375,608.999,-0.301043527619649,4.19171595802714,0.530672203242134,1
"ENSMUSG00000031601.16","Cnot7",127,230,133,113,250,593,0.348322746505086,3.99066967599382,0.530677609665405,1
"ENSMUSG00000031603.14","Fgf20",17,0,0,0,1,3,-1.98025231845616,0.400103087108893,0.530693808918006,1
"ENSMUSG00000031604.10","Msmo1",6,49,14,59,92,207,-0.465475736504178,3.14390000880651,0.530753774944355,1
"ENSMUSG00000031605.8","Klhl2",35,113,40,51,159,434.001,0.675372137961816,2.69082334902967,0.530802604445299,1
"ENSMUSG00000031608.13","Galnt7",178,149,53,117,256,522,1.42648400574003,1.31989895366465,0.530806255173558,1
"ENSMUSG00000031609.3","Sap30",15,20,1,19,88,119,-1.91664926298675,0.216717910512968,0.530815368766803,1
"ENSMUSG00000031613.9","Hpgd",727,986,609,840,1324,3373,0.211125628408028,6.02971992608504,0.530857644404274,1
"ENSMUSG00000031616.7","Ednra",10,8,0,14,35,0,0.257337792366222,4.90392970963786,0.530878350016401,1
"ENSMUSG00000031617.16","Tmem184c",47,49,37,71,114,304,0.268339364218378,4.69044591469687,0.530942603572905,1
"ENSMUSG00000031618.13","Nr3c2",57,77,18,33,69,255,0.871930848570807,1.84267957024307,0.53099682815548,1
"ENSMUSG00000031622.16","Sin3b",241,279,112,242,594.001,1334.001,0.349914924587264,3.95170251472957,0.531078333662641,1
"ENSMUSG00000031626.18","Sorbs2",17,15,16,8,90,1,1.09525609050306,1.58428037893738,0.531112624782062,1
"ENSMUSG00000031627.9","Irf2",210,382,178.001,289,491.999,1608.999,0.268203022737819,5.47599797205726,0.531165835216814,1
"ENSMUSG00000031628.9","Casp3",143,129,73,86,194,426.999,0.171631916962826,6.43695859488296,0.531196272982902,1
"ENSMUSG00000031629.14","Cenpu",10,19,27,19,51,240,-0.17581065146214,6.23200102937865,0.531208637954667,1
"ENSMUSG00000031631.15","Cfap97",120,68,79,60,118,252.903,-0.287712321686041,4.57845647370487,0.531382586160526,1
"ENSMUSG00000031633.4","Slc25a4",141,200,92,230,320,844,0.206520539112756,5.58216912133089,0.531467871941004,1
"ENSMUSG00000031634.13","Ufsp2",87,70,20,42,157,283,1.7437000138829,-0.168492146468924,0.531480248281755,1
"ENSMUSG00000031637.13","Lrp2bp",11,1,0,0,8,23,0.266448540523263,5.05359240811304,0.531693341371224,1
"ENSMUSG00000031639.12","Tlr3",287,343,170,173,465,1355,-0.182894286704762,6.21040471166754,0.531802619093343,1
"ENSMUSG00000031640.11","Gm45753",0,2.584,18.229,16.318,0,0,-0.363182939463147,3.89464149959045,0.531937215961778,1
"ENSMUSG00000031641.14","Cbr4",35,28.001,1,30,63.999,101.001,0.170676854693876,6.54702883571179,0.531943448470517,1
"ENSMUSG00000031642.9","Sh3rf1",18,8,0,10,23,20,0.200717629931274,5.91858089623331,0.531964060146381,1
"ENSMUSG00000031644.19","Nek1",8,54,24,38,69,198.999,1.6738962749274,0.163346901988823,0.531991531622134,1
"ENSMUSG00000031647.10","Mfap3l",0,14,13,9,53.001,15,-0.687801281310484,2.69135328733448,0.531997437699279,1
"ENSMUSG00000031651.5","Triml1",0,2,8,0,16,0,0.218353646700493,5.2991658532903,0.532025054641276,1
"ENSMUSG00000031652.11","N4bp1",386,472,187,419,892,1924,0.221874092005956,5.31098652282036,0.53203006955661,1
"ENSMUSG00000031657.16","Heatr3",90,83,70,23,111,307,-0.317385600668084,3.96923979592016,0.532042286563784,1
"ENSMUSG00000031659.13","Adcy7",795,959,508,832,1636,4724,-0.7144993133541,2.40616465923296,0.532051658585731,1
"ENSMUSG00000031660.13","Brd7",95.001,130.999,85,93,257,531.001,0.28069238000274,4.31338139536355,0.53209171326074,1
"ENSMUSG00000031661.12","Nkd1",3,1,0,0,9,0,0.497902388752859,3.34864150158736,0.532148696696011,1
"ENSMUSG00000031662.8","Snx20",227,232,150,231,588,1142,-0.198057679135027,5.73791488523182,0.532161205516507,1
"ENSMUSG00000031665.7","Sall1",3208,2921,1319,2183,5206,13636,0.663380686515145,2.38503167812372,0.532173856243247,1
"ENSMUSG00000031666.15","Rbl2",200,251,159,163,370.999,1184.001,0.168825666308651,6.4662925342514,0.532339403183522,1
"ENSMUSG00000031667.16","Aktip",23,73,41,102,95.001,317,0.174828052376137,7.062715991372,0.532345244771381,1
"ENSMUSG00000031668.14","Eif2ak3",192,215,137,179,411,879,-0.648641516297719,2.73564207588845,0.532548711308821,1
"ENSMUSG00000031669.10","Gins3",4,4,10,6,36,46,0.236905266908791,5.7573601139352,0.532617889596009,1
"ENSMUSG00000031671.11","Setd6",19,15,0,0,33.999,15,1.45157787961615,1.0162814569968,0.532677864172887,1
"ENSMUSG00000031672.8","Got2",218.971,137,83,72,326.54,607.896,-0.417395920829972,3.53384765326152,0.532754188289112,1
"ENSMUSG00000031673.6","Cdh11",1,8.004,4,0,20,0,0.174904052475971,7.36475911398431,0.532811479065184,1
"ENSMUSG00000031681.16","Smad1",189,164,100,217,301.999,946,-0.169137030478497,8.72665440303603,0.532891580108339,1
"ENSMUSG00000031683.16","Lsm6",59,97,48,80,166,262,0.891269818119688,2.12982621586355,0.532907223947702,1
"ENSMUSG00000031684.11","Slc10a7",71,69,47,34,148,291.001,0.185052804617101,6.44613907425559,0.533078313380357,1
"ENSMUSG00000031691.14","Tnpo2",192,364,195,267,630.999,1678,0.182504902703436,6.02657153996817,0.533097347476917,1
"ENSMUSG00000031696.9","Vps35",368,469,225,273,716,1651,-0.451627702715571,3.65932224014379,0.533162870631352,1
"ENSMUSG00000031697.12","Orc6",21,16,4,60,41,116,-0.173701310612268,7.10753899789346,0.533176842393306,1
"ENSMUSG00000031700.11","Gpt2",63,60,48,15,131,236.001,-0.235533233375053,4.74779115768478,0.533200511340847,1
"ENSMUSG00000031701.6","Dnaja2",217,314,232,242,401,875,-0.321992381870777,4.25025962636033,0.533221221458287,1
"ENSMUSG00000031703.8","Itfg1",235,237,117.001,163,410,1032,0.174719151324607,7.62371159828919,0.533263971881884,1
"ENSMUSG00000031706.7","Rfx1",74,168,69,126,278,910.999,-0.266913193150523,4.43548787519755,0.533305619958691,1
"ENSMUSG00000031708.17","Tecr",234.001,151,91,316,446,954.001,-1.84511986815029,-0.164509329345075,0.533453937515835,1
"ENSMUSG00000031709.15","Tbc1d9",582,1244,427,606,1567,4859,-0.168680610976169,7.21698688074411,0.533462952284096,1
"ENSMUSG00000031710.4","Ucp1",6,27,9,8,11,60,0.3025527715302,4.21038682232586,0.533486476153973,1
"ENSMUSG00000031711.7","Zfp330",69,114,17,82,160.001,511,0.325213855978083,3.91815403729943,0.533551724034495,1
"ENSMUSG00000031712.10","Il15",42,30,12,31,53,149,0.420156607128828,3.59292888449954,0.533573718924978,1
"ENSMUSG00000031714.9","Gab1",276,409,119,209,525,1579,-0.199464068565117,5.714520162247,0.533679249154096,1
"ENSMUSG00000031715.14","Smarca5",191,590.693,241.895,340,511.935,1872.902,0.181141912069571,8.37442079761958,0.53371100435435,1
"ENSMUSG00000031722.10","Hp",22,13,101,935,835,590,-0.171576927275583,7.51324828353226,0.533791478402878,1
"ENSMUSG00000031723.8","Txnl4b",20,21,3,41,78,120,0.579036387052228,2.99351223626369,0.533949931468748,1
"ENSMUSG00000031725.8","Ces1f",0,0,0,0,1,2,1.00333971996766,1.96427083367884,0.534006954682488,1
"ENSMUSG00000031728.10","Zfp821",62,44,23,37,68,173,-0.250028780625486,4.63182598143149,0.534082423224987,1
"ENSMUSG00000031729.6","Ist1",291.001,385.999,196.001,438,639,1645,-0.770990253360124,2.17234043414633,0.53411966363522,1
"ENSMUSG00000031730.18","Dhodh",22,60,27,23.001,86.001,244,0.19850593590816,5.9804470652316,0.534121373790891,1
"ENSMUSG00000031731.16","Ap1g1",376,551,260,447,861,2039,1.58275518302837,0.373212879765249,0.534189061544875,1
"ENSMUSG00000031732.12","Phlpp2",208,257,75,153,352,1020,1.41202275014311,1.39444520563674,0.534199062920461,1
"ENSMUSG00000031734.13","Irx3",0,1,0,0,11,1,0.232782330679475,4.86571027921006,0.534235275162998,1
"ENSMUSG00000031737.11","Irx5",0,1,0,7,11,0,0.549835075010173,2.87671137859048,0.53424493470766,1
"ENSMUSG00000031740.8","Mmp2",126,138,84,144,183,469,1.70231079622779,0.149986046360824,0.534414731406563,1
"ENSMUSG00000031748.16","Gnao1",8,10,17,8,31,29,-0.556027169869839,3.09514568775701,0.534447192262809,1
"ENSMUSG00000031749.12","St3gal2",403,444,194,431,843,1798,-1.18448620543149,1.41526895753465,0.534496441182806,1
"ENSMUSG00000031750.15","Il34",0,5,0,0,3,1,-0.369592109542769,4.07276919646684,0.534512591613256,1
"ENSMUSG00000031751.14","Amfr",610,825,335,644,1348,3179,-0.168943729180122,8.15428561212315,0.534606662442231,1
"ENSMUSG00000031753.16","Cog4",118,111,89,115,187.001,396,0.204575354391193,5.52945412337225,0.534625707252376,1
"ENSMUSG00000031754.10","Nudt21",88,88,78,88,180,409.635,0.188890399114833,6.04727364926533,0.534665127655585,1
"ENSMUSG00000031755.6","Bbs2",17,45,25,51,59,106,1.8296622310281,0.395399631427446,0.534718523050995,1
"ENSMUSG00000031756.5","Cenpn",0,1,19,0,16,20,-1.77511211088624,0.555421489239909,0.534731298613283,1
"ENSMUSG00000031758.10","Cdyl2",7,6,13,12,48,53,-1.82678961570205,0.271769564077145,0.534763462956068,1
"ENSMUSG00000031760.9","Mt3",12,21,0,13,3,0,0.198457915986906,5.47374559830772,0.535043006642649,1
"ENSMUSG00000031762.7","Mt2",11,41,14,15,26,128,1.97226684801485,-0.16967027990687,0.535094692267395,1
"ENSMUSG00000031765.8","Mt1",124,336,233,356,340,1161,-1.2872128319594,0.969601047831054,0.535113518043172,1
"ENSMUSG00000031766.4","Slc12a3",19,4,10,5,40,21,-1.71630239258405,-0.137315187723796,0.535191616870109,1
"ENSMUSG00000031767.13","Nudt7",4,38,37,31,59.999,62,-0.18889156006483,6.41933430542469,0.535266041790633,1
"ENSMUSG00000031770.16","Herpud1",563,1320.001,583,882,1250,5721,-1.61313401526286,0.729617892775445,0.535428650852145,1
"ENSMUSG00000031772.17","Cntnap4",10,2,0,4,4,0,1.50299795951064,1.01279227334969,0.535448647793918,1
"ENSMUSG00000031774.8","Fam192a",42,100.999,43,126,199,276,-0.380781699035183,4.00374018497777,0.535482724449691,1
"ENSMUSG00000031775.5","Pllp",0,8,0,2,16,1,-0.723732864111474,3.21244487923347,0.535659922735363,1
"ENSMUSG00000031776.17","Arl2bp",20,59,53,29,98,129,-1.14906685734775,2.01430569085925,0.535662898850015,1
"ENSMUSG00000031778.13","Cx3cl1",5,6,0,0,13,1,-0.28879209956989,4.46513649283386,0.53586925867221,1
"ENSMUSG00000031779.3","Ccl22",11,4,5,17,24,6,0.185695062523679,5.77964842472777,0.535941915265801,1
"ENSMUSG00000031781.14","Ciapin1",58,87,16,130.001,135,336,0.165331147524941,7.08079793539177,0.535946365638229,1
"ENSMUSG00000031782.15","Coq9",42,68,63,80,149,335,-1.92784017932402,0.378432525367098,0.535987974122457,1
"ENSMUSG00000031783.10","Polr2c",58,49.904,34,74,123.999,277,-1.92784017932402,0.378432525367098,0.535987974122457,1
"ENSMUSG00000031785.16","Adgrg1",2645,3153,1381,2052,4153.999,11887.001,0.952123150201693,1.80021019800494,0.535998770963887,1
"ENSMUSG00000031787.8","Katnb1",62,54.001,21,95,91,212,-0.343041173522258,4.07809168628441,0.536022302076889,1
"ENSMUSG00000031788.14","Kifc3",65,75,13,55,119,390,1.43653129288923,0.76058637161044,0.536143244099453,1
"ENSMUSG00000031789.17","Cngb1",0,3,3,15,17,0,-0.223325304953064,5.77473095732029,0.536155369820809,1
"ENSMUSG00000031790.8","Mmp15",13,33,4,11,63,66,0.229472646593502,5.47363307242879,0.536296986781877,1
"ENSMUSG00000031791.8","Tmem38a",13,18,4,25,41,58,-1.74934899600798,-0.0151493668673754,0.53632379545255,1
"ENSMUSG00000031792.15","Usb1",24,30,23,57,98,233,-0.180814357327292,5.88521680844104,0.536394563736353,1
"ENSMUSG00000031796.7","Cfap20",72,102.999,36,43,232,444,-0.38971099466627,3.8461806667291,0.536419821471989,1
"ENSMUSG00000031799.10","Tpm4",73,110,63,104,182,349,0.858937375672133,2.02163309669567,0.536443322186225,1
"ENSMUSG00000031803.8","B3gnt3",10,26,4,0,9,12,-0.354463663091226,3.56162083006396,0.536453962346611,1
"ENSMUSG00000031805.17","Jak3",280,522,312,485,933,2228.76,-0.164172946260235,7.79506399299448,0.536469528356783,1
"ENSMUSG00000031807.10","Pgls",43,73.08,60.001,96.001,191.349,275,-0.372296261908026,3.57243885101657,0.536479473774823,1
"ENSMUSG00000031808.7","Slc27a1",88,104.999,54,88,335.999,419,0.16444351426686,7.82880626476321,0.536638825628572,1
"ENSMUSG00000031812.16","Map1lc3b",381,773,324.662,598,811.999,2979.531,0.166027045757219,6.3665107793477,0.536734667139165,1
"ENSMUSG00000031813.8","Mvb12a",14,39,13,50,100.999,213.999,-0.17227542059636,6.5563525118204,0.536797501080557,1
"ENSMUSG00000031816.15","Mthfsd",49.001,38,37,87.001,111,123,-0.244396126513526,5.29032885491268,0.536835798658523,1
"ENSMUSG00000031818.12","Cox4i1",134,309,143,321,426,682.001,-0.167457172331454,8.00539802617309,0.536874211809272,1
"ENSMUSG00000031819.13","Emc8",99.001,89,76,122.999,242.999,329.001,-1.98392858850039,-0.109911907023342,0.536994487570561,1
"ENSMUSG00000031820.9","Babam1",72,117,37,109,142.999,673,0.248025846366639,4.71037137210941,0.537135274369251,1
