avg,symbol
-1.28459717816323e-17,Btg2
-1.28689905108634e-17,Tcf4
-1.28840395530988e-17,Ctif
-1.28970697883737e-17,Puf60
-1.29136207580395e-17,Zfp954
-1.29286616817483e-17,Sox13
-1.29308753333485e-17,Dolk
-1.29390046847017e-17,Tulp3
-1.29523623672181e-17,Gpx3
-1.29762741343808e-17,Sass6
-1.29806933190545e-17,Cwh43
-1.29982807539562e-17,Zeb2
-1.29989789472481e-17,Ears2
-1.2999641960258e-17,Gm15834
-1.30100039064402e-17,Lgals4
-1.30492163901645e-17,Zfp568
-1.30580195792298e-17,Fcor
-1.3062038249922e-17,Cttnbp2
-1.31007311479407e-17,Ckmt1
-1.31261962598693e-17,L3mbtl3
-1.31377029183093e-17,Zfp248
-1.31688185247871e-17,Dgkg
-1.3169493039043e-17,Tspyl5
-1.31753295831612e-17,Bptf
-1.3204663173039e-17,Smyd5
-1.3211126873341e-17,Mgam
-1.32327762777436e-17,Nr2c1
-1.32406864288773e-17,1110037F02Rik
-1.32496709317044e-17,St14
-1.32786371582512e-17,Gm19426
-1.33177231282686e-17,Setdb2
-1.33779896577745e-17,Rps6ka1
-1.33782981617873e-17,Ccdc126
-1.34126417282886e-17,Hrct1
-1.34263057160502e-17,Tnip2
-1.34609934742543e-17,Kmt2a
-1.34734635311903e-17,Fam118b
-1.34788379958332e-17,Ppp1r35
-1.34962833565185e-17,Rras
-1.35021381673216e-17,2410089E03Rik
-1.35144891525333e-17,Xpc
-1.35787662342048e-17,Stx12
-1.36462853141857e-17,Cav2
-1.37062704014343e-17,Hipk1
-1.37150275855152e-17,Prss23
-1.38750295383848e-17,Fam161b
-1.38888695966931e-17,C330021F23Rik
-1.39414911802693e-17,2210013O21Rik
-1.39427143716181e-17,Kdm6b
-1.40015358033801e-17,Srsf5
-1.41457208367018e-17,Rpl10-ps3
-1.41661768176868e-17,Lsr
-1.41944374089589e-17,Nle1
-1.42285284554543e-17,Thoc5
-1.4232664506511e-17,Cpe
-1.42648899832363e-17,Psen2
-1.42693822346499e-17,Cxcl16
-1.42829618235614e-17,Pcolce
-1.42944847190548e-17,Crip2
-1.43037499875952e-17,Gm42754
-1.43310343260376e-17,Glce
-1.43684444968454e-17,Tmx3
-1.43812068207407e-17,Ss18l1
-1.43888219987394e-17,Clic6
-1.44189369968074e-17,Gm10451
-1.44645840894465e-17,Fam60a
-1.44718474646236e-17,Gm10263
-1.44982164391861e-17,Sipa1l3
-1.4515633385028e-17,Arhgef39
-1.45169431739944e-17,Ep300
-1.45314503045758e-17,Nr3c2
-1.45602744569063e-17,Snx30
-1.4563002281861e-17,E4f1
-1.45742315573071e-17,Irx1
-1.46214773231526e-17,Zc3hc1
-1.46252334948165e-17,Ctsd
-1.46536050392862e-17,Scaper
-1.46587251234274e-17,Slc12a6
-1.46596127490079e-17,Dpy19l4
-1.46946793717891e-17,Rhcg
-1.47240197271059e-17,Pax8
-1.47891573726024e-17,Pigl
-1.47914792712246e-17,Casc4
-1.47916551726353e-17,Scamp5
-1.48015300072185e-17,Fat1
-1.48072941611407e-17,Ssh1
-1.48157523128233e-17,Hist2h2ac
-1.48694171270742e-17,Coro1c
-1.48884686029485e-17,Ptprk
-1.48888961786855e-17,6230400D17Rik
-1.48957211534234e-17,Gramd1b
-1.49450168472483e-17,Car14
-1.4955995801456e-17,Dpys
-1.49696755188629e-17,Mroh1
-1.49856852534187e-17,Snx13
-1.50069557932443e-17,Hspa5
-1.50188683780169e-17,Cnnm2
-1.50194907983934e-17,Gpd1
-1.50553638614887e-17,Tmem59
-1.50795678956108e-17,Olfm3
-1.50925575382524e-17,Pde7a
-1.51290814365675e-17,Snca
-1.51605366680768e-17,Sympk
-1.5164073935509e-17,Stbd1
-1.5164687941371e-17,Map10
-1.51766817114101e-17,2210011C24Rik
-1.52036027457848e-17,Zfp747
-1.52474052415145e-17,Fga
-1.52601022789247e-17,Myd88
-1.52976639955633e-17,Lpl
-1.53341865407906e-17,Creld2
-1.53383757005425e-17,Syde2
-1.53733936121638e-17,Rpl36-ps3
-1.53882884023929e-17,Cubn
-1.53916873588841e-17,Rps6kb2
-1.54432345907668e-17,Zmiz1
-1.54633117071747e-17,Slc9a3r2
-1.54954746035905e-17,Col27a1
-1.55043075605867e-17,Asxl2
-1.55176760678054e-17,Pgm3
-1.55457445206134e-17,Exosc2
-1.55578465376745e-17,Nrd1
-1.56373215012367e-17,Eef1a1
-1.57512000745703e-17,Hist1h2al
-1.58777076926534e-17,9130019O22Rik
-1.59184173680009e-17,Nudt13
-1.59207325011842e-17,Hspa1b
-1.59379018319633e-17,Pigm
-1.59802697163793e-17,Dhx40
-1.6000252116643e-17,Atp2a2
-1.60280824260026e-17,Smn1
-1.6031865659422e-17,F5
-1.6039285992781e-17,Cyp4a10
-1.60549385121641e-17,Tle3
-1.60638120617937e-17,Shroom3
-1.60712459260305e-17,Arid3a
-1.60973280459846e-17,Tuba4a
-1.62060513548947e-17,Luc7l2
-1.62196255314552e-17,Aldh2
-1.62497993888414e-17,Slc5a3
-1.6256494467153e-17,3222401L13Rik
-1.62630758860914e-17,Ggh
-1.62818134456019e-17,Anapc4
-1.62858943583318e-17,Plin3
-1.62871283743827e-17,Gm20342
-1.63042530532652e-17,Limch1
-1.63360993271416e-17,Pgrmc1
-1.64027578432974e-17,Tex9
-1.65049863308868e-17,Rps26-ps1
-1.6507741217597e-17,Gm15417
-1.65321779828165e-17,Smtn
-1.65727597913693e-17,Bhlhe41
-1.66005792760267e-17,March9
-1.66227915649439e-17,Prmt1
-1.66548868069708e-17,Mid1
-1.67582978932757e-17,Zfp827
-1.6766511136071e-17,Tmbim6
-1.68228428863267e-17,Zkscan5
-1.68277248270195e-17,Nans
-1.68308964647645e-17,Tns1
-1.68572654393269e-17,Degs1
-1.6865925201088e-17,Gstm5
-1.68752127955767e-17,Glg1
-1.6898615801736e-17,Nktr
-1.69143440940346e-17,Psma7
-1.69526094163163e-17,Lad1
-1.69573046308961e-17,Mical2
-1.69890020651172e-17,Fam213b
-1.69936539808882e-17,Zfp408
-1.70171029920318e-17,Lasp1
-1.70337189099109e-17,Mex3d
-1.70894986003543e-17,E230001N04Rik
-1.71342912180635e-17,Ints7
-1.71509612594535e-17,Sox6
-1.71905201336483e-17,Apoo-ps
-1.72392475306076e-17,Cstb
-1.73943005649395e-17,Utp23
-1.74756860884402e-17,Msantd2
-1.75554154325041e-17,Gclm
-1.75667867821666e-17,Mcm2
-1.76512789951991e-17,Noct
-1.76956602742246e-17,Dusp1
-1.77066365222567e-17,Fam188a
-1.77227057926746e-17,Card14
-1.77408209318085e-17,Ccnt2
-1.77601213758335e-17,Lrrcc1
-1.77879733345975e-17,Slc24a5
-1.78018993139796e-17,Rmnd1
-1.7840689634318e-17,Akap13
-1.78562416869339e-17,Ypel1
-1.78707660693844e-17,Cuedc1
-1.80093709687214e-17,Sfrp1
-1.80106158094746e-17,Atp5a1
-1.80567696334855e-17,Rab6b
-1.80677052888844e-17,Zbtb16
-1.80824187653515e-17,Tsku
-1.81254658998307e-17,Ybx1
-1.8160646181985e-17,Slc39a1
-1.81877079374884e-17,mt-Nd4
-1.82133570693544e-17,Zbtb48
-1.82150619599511e-17,Polg
-1.82165016453439e-17,Capns1
-1.82800318225635e-17,Smug1
-1.82970157803174e-17,Ppt2
-1.83118239729288e-17,Adnp2
-1.83706291676376e-17,Stat1
-1.83787476942886e-17,Cdc14b
-1.83832074715955e-17,Hoxb3
-1.83906061555501e-17,Itm2b
-1.83954123233275e-17,Slc27a2
-1.84071895993226e-17,1110002L01Rik
-1.84338494877567e-17,H2-DMb2
-1.84814849428814e-17,Ifih1
-1.85138129160057e-17,5930430L01Rik
-1.85330808859241e-17,Mkrn1
-1.86038094901076e-17,Slc22a4
-1.863478843472e-17,Spata5
-1.86954027077842e-17,B230303O12Rik
-1.87012859334306e-17,Retsat
-1.88232532654841e-17,Gm12996
-1.88304787542035e-17,Rbm12
-1.88354905913227e-17,Shank2
-1.89343309471231e-17,Fkbp5
-1.89364471764035e-17,Shoc2
-1.89592277621862e-17,Erlin1
-1.9029436780664e-17,Lrrc3
-1.91280011065582e-17,Arel1
-1.91326882026114e-17,Gm12576
-1.91370343205453e-17,Taz
-1.91967325531856e-17,Tfpi
-1.92784575748659e-17,3110002H16Rik
-1.92975863035954e-17,Sap30
-1.93002437679859e-17,Gm4723
-1.93309263863755e-17,Maf
-1.93566905307025e-17,Laptm4b
-1.93584103052647e-17,Rhbdf1
-1.95014587448553e-17,Slc35c1
-1.95199094497575e-17,Prr15
-1.95377431466342e-17,Utp11l
-1.9572035803208e-17,Wdr89
-1.96248170511417e-17,Sdc4
-1.96428943038179e-17,Golga5
-1.96444314115305e-17,Gstt1
-1.97211947871913e-17,Cyp2j13
-1.97249238970996e-17,Slc5a8
-1.97428604286473e-17,Prdm4
-1.9763654681576e-17,Prdx1
-1.97704417698563e-17,Mboat7
-1.9775161340016e-17,Sco1
-1.97779432884818e-17,RP23-306P12.3
-1.98507718848923e-17,Zxdc
-1.98906933866109e-17,Nfia
-1.99151463888837e-17,Cdc42bpg
-1.99576549944283e-17,Dst
-1.99721709200803e-17,Psip1
-1.99869249891807e-17,Mrto4
-1.99995032931387e-17,Rasal2
-2.00458918778786e-17,Rnase4
-2.00975101468695e-17,Tmf1
-2.01176657423684e-17,Ctsb
-2.01205884119628e-17,Zfp593
-2.01520671533722e-17,1700034P13Rik
-2.01989700806026e-17,Asap1
-2.02773598677691e-17,Inpp5j
-2.03093279195452e-17,Chchd10
-2.03197304583607e-17,Mocs1
-2.04969673667664e-17,6430550D23Rik
-2.05018019493871e-17,9330160F10Rik
-2.05077014120868e-17,Rragd
-2.05471818071906e-17,Snap91
-2.06118025731571e-17,Hgsnat
-2.06412890619535e-17,Serpina3b
-2.06428261696661e-17,Gm16586
-2.06465173931167e-17,Pttg1ip
-2.07298243012582e-17,Pqlc1
-2.07531407097999e-17,Acy1
-2.08173744926626e-17,Sh3bp4
-2.08868501375663e-17,Shf
-2.08984298627462e-17,Angptl4
-2.09422861437149e-17,Ints2
-2.09729038138913e-17,Slc16a14
-2.10675550099398e-17,Ascc1
-2.10992037330009e-17,Myg1
-2.11191671900357e-17,Gstt3
-2.11361782095451e-17,Apela
-2.12174554860238e-17,Exph5
-2.12551795731955e-17,B3galnt2
-2.13549183792786e-17,Rfx1
-2.13803807850316e-17,Nrep
-2.14592360343928e-17,Gsta2
-2.14668999235514e-17,Hist1h2bc
-2.1529412578764e-17,Irs2
-2.16005633463334e-17,Rnf186
-2.16659012488207e-17,Gm9493
-2.17165175563141e-17,Kcnj16
-2.17405862816587e-17,Plet1
-2.17674369554692e-17,Pofut2
-2.18093691456216e-17,Nup188
-2.18529304534553e-17,Ttc28
-2.1883456113663e-17,Rpl7a-ps5
-2.19382074573974e-17,Erich4
-2.19583630528963e-17,Stau1
-2.19609501567224e-17,Natd1
-2.20465816696616e-17,Fabp1
-2.20587594596381e-17,Klhl2
-2.20719358283927e-17,Tada3
-2.22062270839024e-17,Gle1
-2.22154064313691e-17,Baiap2
-2.22291186228827e-17,A230065N10Rik
-2.22524702117065e-17,Acaa1b
-2.22743577595576e-17,Tmem245
-2.232954209138e-17,Trim7
-2.23631636164173e-17,Pkhd1
-2.23656532979236e-17,Adap2
-2.23910263998835e-17,Macrod2
-2.25348921044904e-17,Pop1
-2.27507529034382e-17,Fh1
-2.27943331545008e-17,P3h2
-2.28061753787091e-17,Ndrg1
-2.28478721315886e-17,Hibadh
-2.28886271353766e-17,Zfp846
-2.29017750892879e-17,Nbas
-2.29372111050317e-17,C8g
-2.29678531307882e-17,Ccnl2
-2.2969671680758e-17,Cfb
-2.29750732071565e-17,Creb3
-2.30026058372056e-17,Tfpt
-2.30038398532565e-17,Socs6
-2.30266752390941e-17,Rhbg
-2.30950650310582e-17,Ctf1
-2.31498163747926e-17,Sfi1
-2.31758389588846e-17,Folh1
-2.32521642723781e-17,Egfl7
-2.32570025759902e-17,Aldh6a1
-2.32649046085971e-17,Rps21
-2.33353950693322e-17,Rab11fip5
-2.33435135959832e-17,Ier3ip1
-2.33600104421381e-17,Defb1
-2.33627112053373e-17,Ablim3
-2.34364653137861e-17,Kcnj10
-2.35770132471682e-17,Nat8
-2.36091734374083e-17,Ctdspl2
-2.36171837170373e-17,Lima1
-2.36350661250739e-17,Prpf3
-2.36463454647677e-17,Prodh
-2.36594487667824e-17,Agps
-2.36681788891078e-17,Cryab
-2.36938009592184e-17,Mrpl16
-2.37575368057798e-17,Pdzk1ip1
-2.38365138330407e-17,Acox1
-2.39230843888959e-17,Trap1
-2.3950779389478e-17,Selenbp1
-2.41311730516632e-17,Ephx2
-2.42212129245739e-17,Wbp5
-2.4296276821989e-17,Foxq1
-2.43715139146394e-17,Gm14964
-2.43893530238672e-17,Lgals1
-2.44139575719708e-17,RP24-294M17.1
-2.44507994459131e-17,Rdh10
-2.44617486321897e-17,Zbtb20
-2.45835265319547e-17,Acly
-2.46006620355394e-17,Phf12
-2.48519466724412e-17,Clu
-2.4857652643589e-17,Maml3
-2.49764848712675e-17,Gpr137b-ps
-2.49936311995544e-17,Mecp2
-2.50027239494035e-17,Rab11fip2
-2.51662202514525e-17,Cpeb3
-2.51983263181816e-17,1700088E04Rik
-2.52471240757052e-17,Aadac
-2.52591394951487e-17,Hlcs
-2.52612178379714e-17,Halr1
-2.52985414111616e-17,Rps19
-2.53103890477209e-17,Arfrp1
-2.53300954180784e-17,Tmem252
-2.53488979258022e-17,Ifi35
-2.53736161332789e-17,Ncdn
-2.54590446830518e-17,Tmsb10
-2.54624707012986e-17,D6Wsu163e
-2.56151903357622e-17,Cyp2d9
-2.56307515217205e-17,Inmt
-2.56531153564684e-17,Grn
-2.57464242894439e-17,Msra
-2.57515551982873e-17,Plekha1
-2.58141977499265e-17,Ifngr1
-2.59069979218985e-17,Ppp3ca
-2.60035542655344e-17,Sdsl
-2.60185248286788e-17,Stmn1
-2.6018643900403e-17,Igf1r
-2.60329379196599e-17,Cxcl1
-2.60475106749984e-17,Top1mt
-2.60657475920321e-17,Ap3s2
-2.60898487914834e-17,2310033P09Rik
-2.61105997456034e-17,Hsd11b1
-2.61831685491611e-17,Dusp7
-2.63657271517866e-17,Mlxipl
-2.63701869290935e-17,Snx29
-2.64029208285504e-17,Leng8
-2.6425912496026e-17,Mrpl47
-2.64594474234457e-17,Cdh16
-2.64809371634909e-17,Casp7
-2.66863548309901e-17,Map1s
-2.67267526196054e-17,Bsg
-2.68173878511372e-17,Ric8
-2.689829167539e-17,Timmdc1
-2.70809531126863e-17,Ube2o
-2.72131930871289e-17,Itpr2
-2.73516843270928e-17,S100a10
-2.75121497125253e-17,Nsun3
-2.75790896709384e-17,Lamp2
-2.81842121733973e-17,Ndufb4
-2.84071360905315e-17,Igfbp5
-2.85929962273284e-17,Thoc2
-2.8669267079039e-17,Aqp2
-2.88532816041106e-17,Pmf1
-2.88970729368661e-17,Lrrc40
-2.89446908018497e-17,Xrn1
-2.89979375119781e-17,Bzw2
-2.92294345932558e-17,Map4
-2.92339755558293e-17,Tmem37
-2.92356154982128e-17,Rpl36a
-2.92458340170908e-17,Dnajc12
-2.92535412050582e-17,Clk1
-2.92644687419304e-17,Srd5a3
-2.92792282233819e-17,Ugcg
-2.94133029848476e-17,Hsf2bp
-2.95186165125644e-17,Cyp2j5
-2.96313016624803e-17,Rbm4b
-2.96792009697212e-17,Fbxw17
-2.98229638396571e-17,Taco1os
-2.98682976924763e-17,Rpl6
-2.9926404693893e-17,5031425E22Rik
-2.99287428295685e-17,Tatdn3
-3.00169993327915e-17,Nfix
-3.00946422155061e-17,Slc7a13
-3.01693110112909e-17,Gsto1
-3.02112242582145e-17,Srrm2
-3.02244628690067e-17,Atp5e
-3.03970410962026e-17,Gm15638
-3.04385863032513e-17,Fabp3-ps1
-3.04977974242926e-17,Anp32a
-3.06056764064311e-17,Park7
-3.06187851207969e-17,Mlh1
-3.06305691622308e-17,Slc35b2
-3.06682215357504e-17,Rpl23a-ps3
-3.06876613478162e-17,Fyb
-3.06994359176357e-17,Kif9
-3.07147907577083e-17,Phf7
-3.07786767970128e-17,Cda
-3.08620053545586e-17,Slc25a5
-3.09582044830219e-17,Sfxn5
-3.10206954888302e-17,Cd24a
-3.10728272546318e-17,Itpr1
-3.10938271769024e-17,Tpi1
-3.13638385486124e-17,E130102H24Rik
-3.15106648092713e-17,Kdm5c
-3.16001634470719e-17,Airn
-3.18039222289587e-17,Prom1
-3.19061344794948e-17,Slc12a1
-3.19709744456808e-17,Rhpn1
-3.2191690123566e-17,Lipa
-3.22139781853985e-17,St8sia1
-3.221437869938e-17,Ssb
-3.2450357207369e-17,Gc
-3.25912298818172e-17,Gm5424
-3.27345164648562e-17,Sdhb
-3.28095316511114e-17,Oxr1
-3.28372915999068e-17,Bloc1s6
-3.28810288091512e-17,Prpf38b
-3.29147369318062e-17,Hmgb2
-3.29598326411769e-17,Angptl7
-3.29808650375541e-17,Tbc1d16
-3.29913000504762e-17,Zdhhc21
-3.30564295774461e-17,Bdh1
-3.30931063746798e-17,Tmem174
-3.31074815792031e-17,Rpl15
-3.34321360476255e-17,Atp5k
-3.35106530250429e-17,Poll
-3.39703240040225e-17,Rbp1
-3.41030727394685e-17,4930481A15Rik
-3.44048870862461e-17,Actb
-3.4416171838291e-17,Fos
-3.45043552747741e-17,Rps17
-3.4634457370532e-17,Aspa
-3.47471208710434e-17,Cdkn2c
-3.48243009977389e-17,Copa
-3.49581592651606e-17,Wdr47
-3.51291895599417e-17,2010107E04Rik
-3.5150124533999e-17,Ndufb6
-3.57458511949472e-17,Srsf11
-3.57590180920874e-17,Lrp5
-3.57665372008539e-17,Sostdc1
-3.5852615232759e-17,Snhg20
-3.59421679940706e-17,Sgk1
-3.59942131622546e-17,Suclg1
-3.60883880714062e-17,Kcnq1ot1
-3.62292823952587e-17,Enpp2
-3.63731237442856e-17,Flywch2
-3.63897910795001e-17,Fabp3
-3.67231702578967e-17,Lsg1
-3.6785661263705e-17,Pou3f3
-3.68064284548783e-17,D930048N14Rik
-3.68836139939249e-17,Hsp90ab1
-3.7110239959212e-17,Galk1
-3.74635149402547e-17,Gm11808
-3.75192405071872e-17,Ndufs8
-3.75473630835062e-17,Odc1
-3.76000360844179e-17,Ndufs3
-3.77783838778871e-17,Tef
-3.78213254715198e-17,Napsa
-3.80119051784764e-17,Pgam2
-3.82377734146095e-17,Gm29107
-3.83342864594365e-17,Timm17a
-3.83398828304746e-17,Dcxr
-3.84754297514397e-17,Rtn4
-3.85996323844978e-17,Pdlim2
-3.86320415428886e-17,Polr3e
-3.88547381412766e-17,Chmp2a
-3.89106477281465e-17,Pam
-3.90366905605788e-17,Ass1
-3.944547461451e-17,Cbs
-3.95487855723195e-17,Pabpn1
-3.95791163878876e-17,Acss1
-3.96599769133316e-17,Dbi
-4.00578929662526e-17,Akr1a1
-4.03164085042248e-17,Papss2
-4.0425240060157e-17,B2m
-4.04259003669913e-17,Slc22a6
-4.07761552561198e-17,Hexim1
-4.09884384909902e-17,Nsmce1
-4.11337601180431e-17,Mdk
-4.12523663800631e-17,Sptlc1
-4.15474585867736e-17,Snhg11
-4.1920770091591e-17,Osbpl11
-4.21911603278781e-17,Rps2
-4.29225421568133e-17,Rpl29
-4.35650098818668e-17,Rabgap1
-4.35947128647073e-17,Rbm39
-4.42557124799295e-17,Cspp1
-4.42690809871481e-17,Timd2
-4.43853924123014e-17,Mcu
-4.48520669736053e-17,Idh2
-4.50161207478176e-17,Rpp25l
-4.50790826281717e-17,G6pc
-4.56369444808196e-17,Sv2a
-4.58810198660552e-17,Slc22a28
-4.62110000879606e-17,1700011H14Rik
-4.64126264035138e-17,Tomm6
-4.68741213448143e-17,Atp5f1
-4.69314056688638e-17,Prodh2
-4.79788904514823e-17,Herpud1
-4.80334523629282e-17,Akr1b3
-4.80753220573389e-17,Pah
-4.83261901969099e-17,Arl6ip1
-4.86405165463444e-17,Rpl27
-4.86488096213184e-17,Cpn1
-4.87010712835465e-17,Gm8797
-4.88869747191522e-17,Snhg18
-4.92140106220588e-17,Pnp
-4.92260747526622e-17,Gstp1
-4.94702204984622e-17,Ly6a
-4.9583977293896e-17,Gm10036
-4.97631910635412e-17,Errfi1
-4.98743391057445e-17,Sult1d1
-5.01027836210015e-17,Serinc3
-5.05255680741422e-17,Myl6
-5.0581538549962e-17,Oxct1
-5.09998483418303e-17,Plekhm2
-5.25392941900951e-17,Hoxc9
-5.27339115109729e-17,Oat
-5.29500483398269e-17,Tmigd1
-5.30731089668027e-17,Wdr45
-5.4060900929132e-17,Usp2
-5.71564085435406e-17,Rnft1
-5.77497321206001e-17,Hes6
-5.94128934903239e-17,Fut9
-5.989797004537e-17,Apoe
-6.01661195683014e-17,Cyp4a31
-6.02305536081549e-17,Iqsec1
-6.03061046171691e-17,Cldn2
-6.04431453470379e-17,Gm11273
-6.21753493735774e-17,Acsm3
-6.25493509531601e-17,Bcap31
-6.49579987387875e-17,Rpl32
-6.68240475018709e-17,Cox5a
-6.84183962397008e-17,Ech1
-6.84934763741692e-17,Acat1
-6.97149357705676e-17,Msrb1
-7.02950099121327e-17,Rps29
-7.07613380829661e-17,Mt2
-7.29673474433845e-17,Sepw1
-7.31164901903145e-17,Kcnj15
-7.34382111644403e-17,Taldo1
-7.46304763390017e-17,Gm9843
-7.54996999257687e-17,mt-Nd4l
-7.7745002955178e-17,Gm10076
-7.92253892282323e-17,Sepp1
-8.00743489724784e-17,Cotl1
-8.07614144706014e-17,Gm2a
-8.25734100832425e-17,Gm10053
-8.56774313259324e-17,Txnip
-8.87054469221156e-17,Gm10709
-8.90584079867945e-17,Id2
-9.29599012777099e-17,Uqcrb
-9.4704583479712e-17,Gadd45g
-9.86080143923214e-17,Hspa8
-9.96897268833006e-17,Rps18-ps3
-1.26076600090837e-16,Spink1
-1.37957040910217e-16,Cndp2
-4.21978608185407e-16,Ubb
